                                                    car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                    
 AC-1200013-8D2459FCE0AF44018B1E2A3453335EC0;684.745;AC;Acrelândia;0.6847;IRU;AT;Em análise
 AC-1200013-DB2CBC54000C44A5B962A54B0FA8B7C0;889.419;AC;Acrelândia;0.8894;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-87B5893F3FF947CE8E99F736A276A7C7;701.900;AC;Acrelândia;0.7019;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B991C3DE88354156901DC2BF0517D07F;726.030;AC;Acrelândia;0.726;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-43D778690BDB4E24B7984282D0C66640;678.485;AC;Acrelândia;0.6785;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-231129369B5849D99668BFB425011258;738.207;AC;Acrelândia;0.7382;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B8D5E7AFABFC468A9357FC32A861F6F9;751.014;AC;Acrelândia;0.751;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-1C276DF1C18F4A418C12F9BDADF8AB96;675.396;AC;Acrelândia;0.6754;IRU;AT;Em análise
 AC-1200013-335EEB9387B94186A27F2E24B56EBC42;800.834;AC;Acrelândia;0.8008;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2C8ED5147F204E46A6506AB34B2C2579;450.476;AC;Acrelândia;0.4505;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-95F595DCCE8546A1B800A83E26E56A2F;986.473;AC;Acrelândia;0.9865;IRU;AT;Em análise
 AC-1200013-CB82E9A03862476EB2BC1C6F2E65A061;935.370;AC;Acrelândia;0.9354;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E3410F7C5B914300B6589A931F943EF4;717.741;AC;Acrelândia;0.7177;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-30518AFB6C9B44AE8B5D9DAE5EAD4D7B;663.005;AC;Acrelândia;0.663;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-92E53FAF85384F038174F27F4E6EB744;596.313;AC;Acrelândia;0.5963;IRU;AT;Em análise
 AC-1200013-159380D8371F4EDE80A959FF8A74202D;936.656;AC;Acrelândia;0.9367;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0D39E07F14D546F094B84CF5A24BF13B;746.712;AC;Acrelândia;0.7467;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-68789D3C8A0F42689F21FB4EBFC69CC8;782.767;AC;Acrelândia;0.7828;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-4B1DFCDF59114CBDA96B0CD951F15500;370.911;AC;Acrelândia;0.3709;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-9272F627FEE94A3C95917C84B1FB047C;583.971;AC;Acrelândia;0.584;IRU;AT;Em análise
 AC-1200013-E874ECC771154853A7509BEABD960B30;504.912;AC;Acrelândia;0.5049;IRU;AT;Em análise
 AC-1200013-AC61EEBA30D548EAB7B9672D350D21D4;473.583;AC;Acrelândia;0.4736;IRU;AT;Em análise
 AC-1200013-D25CC4BC68354499A5D6D2B669FB4206;415.476;AC;Acrelândia;0.4155;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-9DB37E18C7D243FC93E680E82609814E;421.761;AC;Acrelândia;0.4218;IRU;AT;Em análise
 AC-1200013-30C3380F48E34515B3A8EBC6B8A96D60;505.436;AC;Acrelândia;0.5054;IRU;AT;Aguardando analise
 AC-1200013-29191DBA74FC458098F0E4B5C1471437;291.283;AC;Acrelândia;0.2913;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-CF387AF0C38D42689FB9FD42098ACB0B;414.081;AC;Acrelândia;0.4141;IRU;AT;Em análise
 AC-1200013-FAE67A3FA1AF4795A0927DA6C3FFB761;785.915;AC;Acrelândia;0.7859;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-C833B6B1FF124030ADDDFC20EB568242;382.992;AC;Acrelândia;0.383;IRU;AT;Em análise
 AC-1200013-538A636F9EB547908B72EA0A5738635D;458.084;AC;Acrelândia;0.4581;IRU;AT;Aguardando análise
 AC-1200013-8504BBBAF1894FA5B1B545F5C6776EC7;721.800;AC;Acrelândia;0.7218;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-EE62D1BD8A2B478F8B6942194C7252A5;405.864;AC;Acrelândia;0.4059;IRU;AT;Aguardando análise
 AC-1200013-B305C4459DD34C1F87947B62A8D809A6;735.420;AC;Acrelândia;0.7364;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-DADF25AD12414D6DA105F10F404E0A11;386.771;AC;Acrelândia;0.3868;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-7891D3C9041D441A827C6417DA8541A3;513.302;AC;Acrelândia;0.5133;IRU;AT;Em análise
 AC-1200013-E6905CFBE760494D9CB43A25A6E3072D;416.428;AC;Acrelândia;0.4164;IRU;AT;Aguardando analise
 AC-1200013-007FB8D8B86649E6A52487317C4F72F5;605.069;AC;Acrelândia;0.6051;IRU;AT;Em análise
 AC-1200013-ECF043C623B94267BF758E7D765AC2C9;393.631;AC;Acrelândia;0.3936;IRU;AT;Em análise
 AC-1200013-F64AB229D14E461AA293846B4CA6C77B;453.889;AC;Acrelândia;0.4539;IRU;AT;Aguardando análise
 AC-1200013-622A31D3CD80410FABD23A6DD2EA08AF;774.321;AC;Acrelândia;0.7743;IRU;AT;Aguardando análise
 AC-1200013-54ADCF8152E2495F9709358615209B95;993.870;AC;Acrelândia;0.9939;IRU;AT;Aguardando análise
 AC-1200013-E1948E081EE3432FA836B06F863257BF;584.608;AC;Acrelândia;0.5846;IRU;AT;Aguardando análise
 AC-1200013-183C6DC191FD4C1A8F465062C6A1F86C;291.719;AC;Acrelândia;0.2917;IRU;AT;Aguardando análise
 AC-1200013-381719C96286450B9E84F80BF230CD7E;475.087;AC;Acrelândia;0.4751;IRU;AT;Em análise
 AC-1200013-0B8D3BE6EB8349B9B4DA5BFA62C0FE59;743.222;AC;Acrelândia;0.7432;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-1B43FD31AE3243B08483A0EE2B70C7B7;675.632;AC;Acrelândia;0.6756;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-72B851967F1E4556B1FC356ADB9AB664;507.753;AC;Acrelândia;0.5078;IRU;AT;Aguardando analise
 AC-1200013-0132467F94AE4941AF321ED7B435E476;506.677;AC;Acrelândia;0.5067;IRU;AT;Aguardando análise
 AC-1200013-72585399704F42C5BAE7C241FB24DC28;514.704;AC;Acrelândia;0.5147;IRU;AT;Em análise
 AC-1200013-9902DE6195C2467DB2A8B53C880876CA;533.335;AC;Acrelândia;0.5333;IRU;AT;Em análise
 AC-1200013-2001671D028E4FA98F50E4F51CCE1D37;528.930;AC;Acrelândia;0.5289;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-70ECB637556D4FD2BB996752FFC0D4C2;977.694;AC;Acrelândia;0.9777;IRU;AT;Aguardando análise
 AC-1200013-22A3E92C7B24454883C4B62E0556A2EC;112.409;AC;Acrelândia;0.1124;IRU;AT;Aguardando análise
 AC-1200013-32A7159A452445F89B80F5623D918512;324.077;AC;Acrelândia;0.3241;IRU;AT;Em análise
 AC-1200013-49641B7B5F814EB69C6E4F41CEA88B95;746.751;AC;Acrelândia;0.7468;IRU;AT;Aguardando analise
 AC-1200013-C885ACACFDA1452E87F2E4D239F32F14;431.245;AC;Acrelândia;0.4312;IRU;AT;Aguardando análise
 AC-1200013-902A7213171E4660A6A6F882FBC19074;418.340;AC;Acrelândia;0.4183;IRU;AT;Aguardando análise
 AC-1200013-4883CD1351EB44D6B266316FFE24ACB2;94.254;AC;Acrelândia;0.0943;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3F4BEF4291BB4232BE489516A577DA0A;271.620;AC;Acrelândia;0.2716;IRU;AT;Aguardando análise
 AC-1200013-6EF0C104184443608E1E3EBA184B6FAB;274.945;AC;Acrelândia;0.2749;IRU;AT;Aguardando análise
 AC-1200013-B7D733FA488546D085C6B9CE7E2243D9;777.782;AC;Acrelândia;0.7778;IRU;AT;Em análise
 AC-1200013-2974AD5631A44C8DBDF4E22CB1EA0107;328.917;AC;Acrelândia;0.3289;IRU;AT;Aguardando análise
 AC-1200013-A77505DEAFB24B27A1A0DF79D72BCE01;450.872;AC;Acrelândia;0.4509;IRU;AT;Em análise
 AC-1200013-2BB5D5E2B00F4D50969F8D059BCCB462;432.335;AC;Acrelândia;0.4323;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-5E4C2873545A4F85A5E9F4D3706C9B41;422.057;AC;Acrelândia;0.4221;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-591EB892D7E64E728CACF4E978DF49EC;323.769;AC;Acrelândia;0.3238;IRU;AT;Em análise
 AC-1200013-8C6F3B7A98B9458BB48E9357180F78FE;307.677;AC;Acrelândia;0.3077;IRU;AT;Em análise
 AC-1200013-1CE9BEB22BC04C1AB62888016CA0D067;486.690;AC;Acrelândia;0.4867;IRU;AT;Aguardando análise
 AC-1200013-2CF9DA8AE5DD460588C98201EFAED889;478.258;AC;Acrelândia;0.4783;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-8BA641EE852B4E9DAAF9F35C911F65DD;366.284;AC;Acrelândia;0.3663;IRU;AT;Aguardando análise
 AC-1200013-EED59906C3C547CDBBAC2BC1DF070208;437.221;AC;Acrelândia;0.4372;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-DD9F8710294543CFA211A858EEC1A78B;526.815;AC;Acrelândia;0.5268;IRU;AT;Aguardando análise
 AC-1200013-4F6E25C547184EEC92349663CA47B5F2;392.126;AC;Acrelândia;0.3921;IRU;AT;Em análise
 AC-1200013-59282C49CCB747A1BA041AD34C6EAC43;599.063;AC;Acrelândia;0.5991;IRU;AT;Aguardando análise
 AC-1200013-00C4AECDF16B4FE684136A5D63537898;887.970;AC;Acrelândia;0.888;IRU;AT;Aguardando análise
 AC-1200013-0570D3CD22ED41E6AAF79B89D5F2A1C7;74.839;AC;Acrelândia;0.0748;IRU;AT;Aguardando análise
 AC-1200013-682F12249FA84079AD6EEF747D245B19;313.027;AC;Acrelândia;0.313;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-73DA76152424499E8EF46F8ED2994892;729.429;AC;Acrelândia;0.7294;IRU;AT;Aguardando análise
 AC-1200013-7632A5ACDECD4A9795009EF63FEA7669;403.581;AC;Acrelândia;0.4036;IRU;AT;Aguardando análise
 AC-1200013-DD77277E6FAE40608A64E6BDA464AFBD;359.848;AC;Acrelândia;0.3598;IRU;AT;Aguardando análise
 AC-1200013-08DD4B8CC99D4850BB554A0B3148DCD7;446.924;AC;Acrelândia;0.4469;IRU;AT;Aguardando análise
 AC-1200013-55FDFC9B7C4440FD837D487100F5BFE6;277.034;AC;Acrelândia;0.277;IRU;AT;Aguardando análise
 AC-1200013-4CC4D3C042B5461FBBDEEE8BFB57F5D3;118.192;AC;Acrelândia;0.1182;IRU;AT;Aguardando análise
 AC-1200013-CC91548F0BC04B2080A02C6CFB3232F4;726.273;AC;Acrelândia;0.7263;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-55BBB0650A414F0B9F4269B1E85909CB;934.634;AC;Acrelândia;0.9346;IRU;AT;Aguardando análise
 AC-1200013-595C4A8BE92546BA8916FB57406DD41F;60.597;AC;Acrelândia;0.0606;IRU;AT;Em análise
 AC-1200013-D5628F7D58CC4EE8B477A0F818EB4469;284.709;AC;Acrelândia;0.2847;IRU;AT;Aguardando análise
 AC-1200013-8EA39A57196B46DD958F8362D290DA8D;801.673;AC;Acrelândia;0.8017;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-9402A19C3C3447AEA2ECC06FD22338C5;59.115;AC;Acrelândia;0.0591;IRU;AT;Em análise
 AC-1200013-6AC0437041724E91BF0CDB5528C97B1B;522.968;AC;Acrelândia;0.523;IRU;AT;Aguardando análise
 AC-1200013-CFDE5528C5874F168B68E19463CBDBE3;758.820;AC;Acrelândia;0.7588;IRU;AT;Aguardando análise
 AC-1200013-08CEBCD42A1145889BC93AEBE9278B05;507.199;AC;Acrelândia;0.5072;IRU;AT;Em análise
 AC-1200013-C77B5D6D09924A9BB9FEF0EE1904907B;874.023;AC;Acrelândia;0.874;IRU;AT;Aguardando análise
 AC-1200013-D966D1EABEC34BF1A319AA53CA0B261E;1.074.804;AC;Acrelândia;10.748;IRU;AT;Aguardando análise
 AC-1200013-D5A88D354165478CA7354E8768F9AC6A;201.734;AC;Acrelândia;0.2017;IRU;AT;Em análise
 AC-1200013-57AA9DECED3045AFAE15337B46610961;497.993;AC;Acrelândia;0.498;IRU;AT;Em análise
 AC-1200013-91451B1A1F884DFA92849F4072392E15;394.195;AC;Acrelândia;0.3942;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B131C8F5152044BBA41F637F8B9AACFF;1.272.569;AC;Acrelândia;12.726;IRU;AT;Aguardando analise
 AC-1200013-ECBB3CF351024E7A9905E8379D08BBC0;931.973;AC;Acrelândia;0.932;IRU;PE;Aguardando analise
 AC-1200013-7320DD3ADFE0495E9BC82DB4134B7F68;602.944;AC;Acrelândia;0.6029;IRU;AT;Aguardando analise
 AC-1200013-811962C236BF45B2BE290F1BA3D4EB7F;1.033.582;AC;Acrelândia;10.336;IRU;AT;Aguardando analise
 AC-1200013-06BBBBAF752545249B2ED441118F6253;534.668;AC;Acrelândia;0.5347;IRU;AT;Aguardando análise
 AC-1200013-D5CC02B12B34445ABC1B3DF03BAE314C;778.062;AC;Acrelândia;0.7781;IRU;AT;Aguardando análise
 AC-1200013-78152F87E5CD400CA120F8AEBDA4C4A6;589.959;AC;Acrelândia;0.59;IRU;AT;Aguardando análise
 AC-1200013-DD362D1535414134AB67D2CC8BF24D6C;532.743;AC;Acrelândia;0.5327;IRU;AT;Aguardando análise
 AC-1200013-94BDAC70BFAE4F7AB498D8B738371159;502.458;AC;Acrelândia;0.5025;IRU;AT;Aguardando análise
 AC-1200013-7D7E8A18DE0A441E9F683424CB31D789;519.994;AC;Acrelândia;0.52;IRU;AT;Aguardando análise
 AC-1200013-F2ADD4E921CD400593142BA99DE6289C;576.090;AC;Acrelândia;0.5761;IRU;AT;Aguardando análise
 AC-1200013-8442CE89244D4C83A38E6196DEA629CC;296.410;AC;Acrelândia;0.2964;IRU;AT;Aguardando analise
 AC-1200013-0DBD92487D834EFC9D2B7EE8AB59771B;1.331.377;AC;Acrelândia;13.314;IRU;AT;Aguardando analise
 AC-1200013-010B6E6D7A454C02872B1695F780C32E;466.711;AC;Acrelândia;0.4667;IRU;PE;Aguardando analise
 AC-1200013-CE66D8A70A3B41CF92643182681B0C93;1.282.237;AC;Acrelândia;12.022;IRU;AT;Aguardando analise
 AC-1200013-9FCAA2835D4A439B8E00A66963AB9422;989.640;AC;Acrelândia;0.9896;IRU;AT;Aguardando analise
 AC-1200013-C61BAE75904A484D89530473F4E796D3;48.149;AC;Acrelândia;0.0481;IRU;AT;Aguardando analise
 AC-1200013-BB07DCD897364FC9B3288DDCE31C7DB1;374.409;AC;Acrelândia;0.3744;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-55CB15684F98414685C6A19FEDD238D5;60.371;AC;Acrelândia;0.0604;IRU;AT;Aguardando análise
 AC-1200013-D55B752653624EDBB40D44B997BF104A;60.476;AC;Acrelândia;0.0605;IRU;AT;Aguardando análise
 AC-1200013-5893EB1DA5254CC18FA7B849AFDA1ADF;667.169;AC;Acrelândia;0.6672;IRU;AT;Em análise
 AC-1200013-AA4E44F5F99D4E20ADB819D13A0152B6;60.528;AC;Acrelândia;0.0605;IRU;AT;Aguardando análise
 AC-1200013-32F64C7CDD4C40948D4D8A43AF2437A7;60.391;AC;Acrelândia;0.0604;IRU;AT;Aguardando análise
 AC-1200013-E22E1E90BE4440A2917006C85EAB1818;60.026;AC;Acrelândia;0.06;IRU;AT;Aguardando análise
 AC-1200013-7E5CE0CBA5FF44CA95F7B58D21C13218;60.556;AC;Acrelândia;0.0606;IRU;AT;Aguardando análise
 AC-1200013-F619C30DA7784457AB24CD65AA1E2422;683.145;AC;Acrelândia;0.6831;IRU;AT;Em análise
 AC-1200013-08428FA518074FA2B17213B9170AD966;673.420;AC;Acrelândia;0.6734;IRU;AT;Em análise
 AC-1200013-6AB39C7E73C04080801B49968EA389BD;69.259;AC;Acrelândia;0.0693;IRU;AT;Aguardando análise
 AC-1200013-4308C3E7777149C1857D9A1981992A30;1.284.663;AC;Acrelândia;12.847;IRU;AT;Aguardando análise
 AC-1200013-E7F726A796364FDC8233291AF9A7AB16;56.516;AC;Acrelândia;0.0565;IRU;AT;Aguardando análise
 AC-1200013-A8494BF4D7DE46248ECA8F39015D31EE;395.264;AC;Acrelândia;0.3953;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-8C41ACD73E01479094CA6292E727D0F9;1.133.439;AC;Acrelândia;11.334;IRU;AT;Aguardando análise
 AC-1200013-51B4CC68B8EF45EDBFA39144E424B7A4;404.034;AC;Acrelândia;0.404;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-6EF5429BF2EF4400AAA53C7F7274D5DE;271.221;AC;Acrelândia;0.2712;IRU;AT;Em análise
 AC-1200013-C2C3828772614932A8BF0F5D9C491A00;60.327;AC;Acrelândia;0.0603;IRU;AT;Aguardando análise
 AC-1200013-8C327A42E42340E8B3655A344FA6A3F1;144.296;AC;Acrelândia;0.1443;IRU;AT;Aguardando análise
 AC-1200013-E761C3596DCB4B31B33A9152E7B77A8E;166.501;AC;Acrelândia;0.1665;IRU;AT;Aguardando análise
 AC-1200013-15F4AE717D5D4DCA878229C5D3ADC274;554.263;AC;Acrelândia;0.5543;IRU;AT;Aguardando análise
 AC-1200013-25F1B90BF33D431092EEFF8C4C2263DF;72.786;AC;Acrelândia;0.0728;IRU;AT;Aguardando análise
 AC-1200013-4CEF2B94C67F40DAACF84FE5B01F3478;1.153.916;AC;Acrelândia;11.539;IRU;AT;Aguardando análise
 AC-1200013-60159A47E0B546849BDF608704B19DCF;58.935;AC;Acrelândia;0.0589;IRU;AT;Aguardando análise
 AC-1200013-2E40259674F04E2788EA40EBE1337EED;773.225;AC;Acrelândia;0.7732;IRU;AT;Aguardando análise
 AC-1200013-C8B5518AC56F4BEF9F49165337349B13;401.873;AC;Acrelândia;0.4019;IRU;AT;Aguardando análise
 AC-1200013-19D2E4A541104F66AA2C313A798A80A4;386.009;AC;Acrelândia;0.386;IRU;AT;Em análise
 AC-1200013-5794627DAD1646DAA9CF8670207EE4C1;613.355;AC;Acrelândia;0.6134;IRU;AT;Aguardando análise
 AC-1200013-98D94F318719454183A00F63CFCBE1EC;816.341;AC;Acrelândia;0.8162;IRU;AT;Aguardando análise
 AC-1200013-DF78F783691948009BD83FDE66107E3F;751.784;AC;Acrelândia;0.7516;IRU;AT;Aguardando análise
 AC-1200013-72B8CC134F0F4F6BBA31E6C402183CD7;408.576;AC;Acrelândia;0.4086;IRU;AT;Aguardando análise
 AC-1200013-615498B3B8BD4C7387C64494B5C4C960;457.076;AC;Acrelândia;0.4571;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-5E1245F0E0204F6585BAF76DE54CA010;61.661;AC;Acrelândia;0.0617;IRU;AT;Aguardando análise
 AC-1200013-28FD327B4D094745BD6DFDBDE46E5223;314.791;AC;Acrelândia;0.3148;IRU;AT;Aguardando analise
 AC-1200013-9FC53A9931E84D80A933195EFFA84002;572.713;AC;Acrelândia;0.5727;IRU;AT;Aguardando análise
 AC-1200013-E08FFBF133AF43AAB5BB71A46BEE00C4;125.337;AC;Acrelândia;0.1253;IRU;AT;Aguardando análise
 AC-1200013-5B4DC09C02874698A4F79EE88D2FFDBC;70.018;AC;Acrelândia;0.07;IRU;AT;Aguardando análise
 AC-1200013-F6A0A8B06A0A4E60829411FA79DD2631;60.230;AC;Acrelândia;0.0602;IRU;AT;Aguardando análise
 AC-1200013-B49008089BD64A7F8FE85709F3896F0E;68.564;AC;Acrelândia;0.0686;IRU;AT;Aguardando análise
 AC-1200013-4616309C0CC84D2E9D496AE0FF4DFC83;413.296;AC;Acrelândia;0.4133;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-4E3E4D7DBC30456382D7CA27C07A798D;478.852;AC;Acrelândia;0.4789;IRU;AT;Aguardando analise
 AC-1200013-A01C3566DED340F99A25FD22BCD28621;424.029;AC;Acrelândia;0.424;IRU;AT;Aguardando análise
 AC-1200013-153808697F9446D7976FFDA261EEC863;3.852.984;AC;Acrelândia;38.530;IRU;AT;Aguardando análise
 AC-1200013-094A6F258FF14500B89AAA020080D599;744.297;AC;Acrelândia;0.7443;IRU;AT;Em análise
 AC-1200013-1A5F5E14610147F38B1EE5EB6B155F4C;512.623;AC;Acrelândia;0.5126;IRU;AT;Aguardando análise
 AC-1200013-BA69D13FF51C467CB1F515A7458D71EB;600.876;AC;Acrelândia;0.6009;IRU;AT;Aguardando análise
 AC-1200013-121519C12D444C1EA8AF1FA3A8697440;392.675;AC;Acrelândia;0.3927;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-C244742D7551417DAC17807686E84238;987.713;AC;Acrelândia;0.9877;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D4779E2FC2D9491383ECF8EDB30AAFC1;788.239;AC;Acrelândia;0.7882;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-73BF748F1CEF4C94B5BA4B7C4475DB70;918.546;AC;Acrelândia;0.9185;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-B97C628D754045E28B2A9DF38119E306;453.143;AC;Acrelândia;0.4531;IRU;AT;Aguardando análise
 AC-1200013-0C6D69C6CEE349E9A01D85E315B3493A;783.767;AC;Acrelândia;0.7838;IRU;AT;Aguardando análise
 AC-1200013-F5266E6D3A744AFA9EAE062C80BB0BEB;59.226;AC;Acrelândia;0.0592;IRU;AT;Aguardando análise
 AC-1200013-957CC9FB268D470F993AF1808E1F46EC;682.976;AC;Acrelândia;0.683;IRU;AT;Aguardando análise
 AC-1200013-8C1981140FD94780BD21AD856CCAC287;676.254;AC;Acrelândia;0.6762;IRU;AT;Aguardando análise
 AC-1200013-61180E56AFC549D199DFCDC1CC010413;121.264;AC;Acrelândia;0.1213;IRU;AT;Em análise
 AC-1200013-D930DC1E5EEB4AA1AED304157DE2E7C1;500.140;AC;Acrelândia;0.5001;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-84C1E03B4D274067A49FB18D3D148E66;653.943;AC;Acrelândia;0.6539;IRU;AT;Aguardando analise
 AC-1200013-9E6C4004303742C981214A1C44E2F801;606.646;AC;Acrelândia;0.6066;IRU;AT;Aguardando analise
 AC-1200013-64815CDCC64C43CE9B22F4B396E6B42A;501.208;AC;Acrelândia;0.5012;IRU;AT;Aguardando análise
 AC-1200013-3F28991FEAD147B3AF50D1BC2ECA9974;3.230.342;AC;Acrelândia;32.303;IRU;AT;Aguardando análise
 AC-1200013-915D2D2F542E4F50AE0CE9C79C76E784;276.935;AC;Acrelândia;0.2769;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-47C070B8B2B94A40AEE5415018D6E1AC;387.475;AC;Acrelândia;0.3875;IRU;AT;Aguardando análise
 AC-1200013-EEF602AC4758445EB87716D4E47A8524;74.251;AC;Acrelândia;0.0743;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-08AACA8E9B6B4562AA033C6F93A193E4;387.996;AC;Acrelândia;0.388;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-99D0A7386D2E438EBA0367ECBBABEFD6;290.848;AC;Acrelândia;0.2908;IRU;AT;Aguardando análise
 AC-1200013-0A3F30F6BDF04F3DBB46B7B9482E7321;402.419;AC;Acrelândia;0.4024;IRU;AT;Em análise
 AC-1200013-2D5ADF2FFE634CB6B2B0507DB8E74416;517.836;AC;Acrelândia;0.5178;IRU;AT;Aguardando análise
 AC-1200013-98AFABB40DED421CB4491A6526542DE3;138.023;AC;Acrelândia;0.138;IRU;AT;Aguardando análise
 AC-1200013-52F44FCBF39C452F94404903D28B79B5;61.798;AC;Acrelândia;0.0618;IRU;AT;Aguardando análise
 AC-1200013-B4F08659A43244F097793331C22EBA00;57.325;AC;Acrelândia;0.0573;IRU;AT;Aguardando análise
 AC-1200013-4A5918F226FD4B8E807E6243275BB1E0;395.121;AC;Acrelândia;0.3951;IRU;AT;Em análise
 AC-1200013-2EEE85C4A93E4A40A02A172E1BBC49AF;143.920;AC;Acrelândia;0.1439;IRU;AT;Aguardando análise
 AC-1200013-81D2CBC1BE6C4AFFA3182E95775E6823;393.488;AC;Acrelândia;0.3935;IRU;AT;Em análise
 AC-1200013-8815CA6A6E9F40B18F015C3C0B3FE70A;409.661;AC;Acrelândia;0.4097;IRU;AT;Em análise
 AC-1200013-87540B377C2E4F6288C996D8EE9D66A1;517.725;AC;Acrelândia;0.5177;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-9E2B5F05286848219A0B0147313600F4;522.830;AC;Acrelândia;0.5228;IRU;AT;Em análise
 AC-1200013-86288DA7E4994DD98F22AFCBB2A38238;56.349;AC;Acrelândia;0.0563;IRU;AT;Aguardando análise
 AC-1200013-B1854835A2314C428439E869C0D663A9;428.896;AC;Acrelândia;0.4289;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-9CB4E33450E74E12A5E49C0ACA407455;501.363;AC;Acrelândia;0.5014;IRU;AT;Em análise
 AC-1200013-E3E24FEF37504E78B5F321F710F28C14;687.749;AC;Acrelândia;0.6877;IRU;AT;Aguardando análise
 AC-1200013-A14C8B1E755942B98ACB3FF7BC689183;132.875;AC;Acrelândia;0.1329;IRU;AT;Aguardando análise
 AC-1200013-C7BC5E3E91324CA2AEA3BE2F4FD94F57;60.867;AC;Acrelândia;0.0609;IRU;AT;Aguardando análise
 AC-1200013-FAB92595B6DE4E2FA392390E6E10CF00;4.492.868;AC;Acrelândia;44.929;IRU;AT;Aguardando análise
 AC-1200013-F4592915B553487CA66A4C9E2FEC68D0;60.356;AC;Acrelândia;0.0604;IRU;AT;Aguardando análise
 AC-1200013-16A878EEC8D24AEE864BD815E3A343C6;101.636;AC;Acrelândia;0.1016;IRU;AT;Aguardando análise
 AC-1200013-8D336CD8FF2849F6BC3EE349C63AEDC6;48.447;AC;Acrelândia;0.0484;IRU;AT;Em análise
 AC-1200013-5EDC83F78FAA43C394932AEB10D7DC9A;4.461.958;AC;Acrelândia;44.620;IRU;AT;Aguardando análise
