                                                    car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                    
 AC-1200013-D1CAFD3FA3374833BA348056629F49BD;525.241;AC;Acrelândia;0.5252;IRU;AT;Aguardando análise
 AC-1200013-CD886C5B6C0449409FCF6E229A3D48F6;147.084;AC;Acrelândia;0.1471;IRU;AT;Em análise
 AC-1200013-284EEF7419154298A9C056EBC7950451;718.834;AC;Acrelândia;0.7188;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-1707803262B04AC0BC8F83E26E77D154;136.164;AC;Acrelândia;0.1362;IRU;AT;Em análise
 AC-1200013-E1C97185CFF14C38B0C322204C012320;965.425;AC;Acrelândia;0.9654;IRU;AT;Aguardando análise
 AC-1200013-62A98BC724EA4F61A9E5AA78A2ACBC8D;60.931;AC;Acrelândia;0.0609;IRU;AT;Aguardando análise
 AC-1200013-FDB101CF362C4069BC860982B384A6F4;675.850;AC;Acrelândia;0.6758;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-79353BBE7C1E4ABDB11D864A8BAD354D;604.621;AC;Acrelândia;0.6046;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-126A3FFBE4934D7FA89233205713A56C;796.851;AC;Acrelândia;0.7969;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-1F11FFEB2B9E4BF18C587D2BEEE7D2D8;483.699;AC;Acrelândia;0.4837;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D2FD93751F914196B4CE30FCEE331238;721.043;AC;Acrelândia;0.721;IRU;AT;Aguardando analise
 AC-1200013-F7131E88BE8947FC8AF2D9F2316CE488;525.534;AC;Acrelândia;0.5255;IRU;AT;Aguardando analise
 AC-1200013-A9A1CDDBB2C64D9D926B0C98FADE993D;2.008.840;AC;Acrelândia;20.088;IRU;AT;Aguardando análise
 AC-1200013-5FAF209FBC8E4227AABB43FB84CD9CC0;1.650.332;AC;Acrelândia;16.503;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-6610005E783040E999BC06BE339EB84D;421.733;AC;Acrelândia;0.4217;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-6DB38EF721864E108E3034CC3361F665;2.085.406;AC;Acrelândia;20.854;IRU;AT;Aguardando análise
 AC-1200013-7EA61EA989D049DCBA691290CC0E77B0;1.400.582;AC;Acrelândia;14.006;IRU;AT;Aguardando análise
 AC-1200013-759989D1B1D04F888E07C30CF1976E1C;1.101.168;AC;Acrelândia;11.012;IRU;AT;Aguardando análise
 AC-1200013-B5F772FF505D4330BD3AA2B3CE0ABCD4;49.701;AC;Acrelândia;0.0497;IRU;AT;Aguardando análise
 AC-1200013-D3B9088729FC4E53A214EE27E707DB99;70.261;AC;Acrelândia;0.0703;IRU;AT;Aguardando análise
 AC-1200013-37D831B6F4AD49208D1645CD0D193879;1.830.618;AC;Acrelândia;18.306;IRU;AT;Aguardando análise
 AC-1200013-849F84A303B14709B9EFAABD0AD930C3;1.698.349;AC;Acrelândia;16.983;IRU;AT;Aguardando análise
 AC-1200013-B60F4558CF684005964338E23019B19C;748.277;AC;Acrelândia;0.7483;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-4739484C948045B4AD4FA1752695E400;60.777;AC;Acrelândia;0.0608;IRU;AT;Aguardando análise
 AC-1200013-6B9B5698E03944E88B1130F0B192832A;415.020;AC;Acrelândia;0.415;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-7F855BA407794FDE98D97EAD4C0F84C8;246.530;AC;Acrelândia;0.2465;IRU;AT;Aguardando analise
 AC-1200013-9D7F5FACC5424191B3D57EA1D1EA36CD;598.172;AC;Acrelândia;0.5982;IRU;AT;Aguardando analise
 AC-1200013-8FD0B9B70FF241089349DAC37B10D332;745.304;AC;Acrelândia;0.7453;IRU;AT;Aguardando analise
 AC-1200013-4FFF65F1FD6C470EA95430B549E9A12F;360.807;AC;Acrelândia;0.3608;IRU;AT;Aguardando analise
 AC-1200013-CA372A878663400890D46C7A0A581D0A;155.564;AC;Acrelândia;0.1556;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-6DFF2EEB8CA74C95864ECE61367548A9;816.436;AC;Acrelândia;0.8164;IRU;AT;Aguardando analise
 AC-1200013-FA37B9A43BDA463387D52CFEB9B9727A;60.292;AC;Acrelândia;0.0603;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-F42FDC3A86D64EF2B26CDCB022790CA2;474.895;AC;Acrelândia;0.4749;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-099B66FD8CB447D4ACDA7A7DD8E4FBC6;3.028.931;AC;Acrelândia;30.289;IRU;AT;Aguardando analise
 AC-1200013-33B6790281E24BC594E2EA9576D3ACB2;404.585;AC;Acrelândia;0.4046;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-ABAF90C07AAE448A839773EBD3380BD7;70.367;AC;Acrelândia;0.0704;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-CA8F6659CC724AE3B2E09B6646255B76;505.474;AC;Acrelândia;0.5055;IRU;AT;Aguardando análise
 AC-1200013-C6608EDF732B48E09BD7573DD40C98AC;196.641;AC;Acrelândia;0.1966;IRU;AT;Em análise
 AC-1200013-47FFD88D2DB94AD6985C9CF2F9F6CFC4;216.765;AC;Acrelândia;0.2168;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-1191C6B36B494EF7BA3B3889464E3775;60.073;AC;Acrelândia;0.0601;IRU;AT;Aguardando análise
 AC-1200013-ED2C1901CA604398AD3209F45FCD0817;349.265;AC;Acrelândia;0.3493;IRU;AT;Em análise
 AC-1200013-34FECE0C5BA540ADBA300FC924ECEFB4;859.329;AC;Acrelândia;0.8593;IRU;AT;Aguardando análise
 AC-1200013-DD9243827DB740D8B05FED745462F649;68.814;AC;Acrelândia;0.0688;IRU;AT;Aguardando análise
 AC-1200013-7DA2A69A3988433EB3CFC14997F5D804;61.063;AC;Acrelândia;0.0611;IRU;AT;Aguardando análise
 AC-1200013-2460BA34007348AB8FBAA532B88F9656;56.349;AC;Acrelândia;0.0563;IRU;AT;Em análise
 AC-1200013-4D6CD74935F443D7B0CBFB30B1CEF1D8;60.971;AC;Acrelândia;0.061;IRU;AT;Aguardando análise
 AC-1200013-18F85A4AC89F4FBB92301F5884DA545A;60.762;AC;Acrelândia;0.0608;IRU;AT;Aguardando análise
 AC-1200013-C66A0310A3C74A31848E2D6BD82042B9;556.741;AC;Acrelândia;0.5567;IRU;AT;Em análise
 AC-1200013-EDD0AA0E463D4D10BC2F48792847FCDE;678.262;AC;Acrelândia;0.6783;IRU;AT;Aguardando análise
 AC-1200013-07DB9C01C4524E30901AEC92E42BEB3E;776.981;AC;Acrelândia;0.777;IRU;AT;Aguardando análise
 AC-1200013-335FF069AFBD410498A3E4B6ABD49DC5;3.795.158;AC;Acrelândia;37.952;IRU;AT;Aguardando análise
 AC-1200013-892DB4547E304017898498201C670D60;2.571.779;AC;Acrelândia;25.718;IRU;AT;Aguardando análise
 AC-1200013-2D9C14E0DB334E12A800DA4A9A338D43;2.550.430;AC;Acrelândia;25.504;IRU;AT;Aguardando análise
 AC-1200013-4DDC3C7EC80B4FBB8C0576F3AD458B9F;55.178;AC;Acrelândia;0.0552;IRU;AT;Aguardando análise
 AC-1200013-4E03112C8626460D895098F36D406B6B;60.326;AC;Acrelândia;0.0603;IRU;AT;Aguardando análise
 AC-1200013-185A942D0ACD4F7EA14AA1BFEA8FD91D;503.169;AC;Acrelândia;0.5032;IRU;AT;Em análise
 AC-1200013-FA736B7517874485B8990E41A0ECED78;95.726;AC;Acrelândia;0.0957;IRU;AT;Aguardando análise
 AC-1200013-B55205B5E77C4C3489F018B2B2C158C8;246.051;AC;Acrelândia;0.2461;IRU;AT;Aguardando análise
 AC-1200013-E139D903BB3C48DDA08FC7DB8A32DC6E;112.651;AC;Acrelândia;0.1127;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-123DC79E899248A99E56CD7A7D4C3533;162.350;AC;Acrelândia;0.1624;IRU;AT;Aguardando análise
 AC-1200013-72BED7EA04BF43C985D844FF9C727866;77.841;AC;Acrelândia;0.0778;IRU;AT;Aguardando análise
 AC-1200013-43F9C1C207F94C8CB6F1CBA7FCA8BD09;314.244;AC;Acrelândia;0.3142;IRU;AT;Em análise
 AC-1200013-BEC5145D16B549D1AF957B6DD02FD2AA;196.384;AC;Acrelândia;0.1964;IRU;AT;Em análise
 AC-1200013-AFEF4DD8025F43BA87897E934E893A1F;191.139;AC;Acrelândia;0.1911;IRU;AT;Em análise
 AC-1200013-C86E6F8A85544A63997FFB809679721D;106.618;AC;Acrelândia;0.1066;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-73853831A7614CC49710F1C3D5F4E6CE;262.468;AC;Acrelândia;0.2625;IRU;AT;Aguardando análise
 AC-1200013-392E2512CC4D49CC8AAC70CD9E454532;73.614;AC;Acrelândia;0.0736;IRU;AT;Em análise
 AC-1200013-3B85890BACEF4EEEA7F77AC0417AC6C2;377.768;AC;Acrelândia;0.3778;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-F03170DDA2E346B0ACEE35BBE85DF006;60.020;AC;Acrelândia;0.06;IRU;AT;Aguardando análise
 AC-1200013-FE9EB6922B5748238689B040B42D448B;61.447;AC;Acrelândia;0.0614;IRU;AT;Aguardando análise
 AC-1200013-19369B9C0F52457A8A6CDEFBFAF286E9;912.045;AC;Acrelândia;0.912;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BB43C49057254F55876FA42012E1CD72;708.354;AC;Acrelândia;0.7084;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-559351316C8942ABB80D7213DBBB9965;270.284;AC;Acrelândia;0.2703;IRU;AT;Em análise
 AC-1200013-B30055DBC6C043F8B7EED8960374E488;878.285;AC;Acrelândia;0.8783;IRU;AT;Aguardando analise
 AC-1200013-3B8B68D61D26478285FCFF21DCF9D3F1;444.759;AC;Acrelândia;0.4448;IRU;AT;Aguardando análise
 AC-1200013-334F41E0CF564E39AD122298E5750A97;1.002.323;AC;Acrelândia;10.023;IRU;AT;Aguardando análise
 AC-1200013-A845D4BACCB84C198F80307A14EA7E85;75.417;AC;Acrelândia;0.0754;IRU;AT;Aguardando analise
 AC-1200013-267D1676F3944495A2E48A52F0066E49;41.388;AC;Acrelândia;0.0414;IRU;AT;Aguardando analise
 AC-1200013-D3E917E43EFC45D5A2B0597DBE12A314;300.302;AC;Acrelândia;0.3003;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-4F1AE21C6C814E74A3CED197AF550342;990.948;AC;Acrelândia;0.9909;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-91CB8C0B0AF544F68DC80F1821C504D3;502.619;AC;Acrelândia;0.5026;IRU;AT;Em análise
 AC-1200013-AC6BE74C434949D9850DA7AF9A937EAE;2.594.083;AC;Acrelândia;25.941;IRU;AT;Aguardando análise
 AC-1200013-D7F8164E2ED04504B136ED838F2CDB68;794.460;AC;Acrelândia;0.7945;IRU;AT;Aguardando analise
 AC-1200013-4F510D4330A942B78E3BAF66899BBF40;693.308;AC;Acrelândia;0.6933;IRU;AT;Em análise
 AC-1200013-F01C958092034E00A381E2BC991F42EE;706.739;AC;Acrelândia;0.7067;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E86262EA6A424E6E892943FC39A64656;5.191.154;AC;Acrelândia;51.912;IRU;AT;Aguardando análise
 AC-1200013-BBACAE2D3426414BA550B09CB9223110;554.448;AC;Acrelândia;0.5544;IRU;AT;Aguardando análise
 AC-1200013-654DF0244FF54321B8EA319B80EAC675;61.657;AC;Acrelândia;0.0617;IRU;AT;Aguardando análise
 AC-1200013-A3665BAC9D5E462A93EDD554BDA21A16;60.661;AC;Acrelândia;0.0607;IRU;AT;Aguardando análise
 AC-1200013-E847FCC0F65C44ADAEE6BE64750B3779;60.896;AC;Acrelândia;0.0609;IRU;AT;Aguardando análise
 AC-1200013-A9A86271C2F443F59F515FB03C78D8F0;990.826;AC;Acrelândia;0.9908;IRU;AT;Em análise
 AC-1200013-483C6DCE80934A529056032302A719B3;745.346;AC;Acrelândia;0.7453;IRU;AT;Aguardando analise
 AC-1200013-EE7B95AB3480426BBEFC65FCF9035AD6;149.440;AC;Acrelândia;0.1494;IRU;AT;Em análise
 AC-1200013-A34BA75AF5F04D31B615A00F4B1772B6;691.486;AC;Acrelândia;0.6915;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-CFDD7C37D0304275901D14A1967122EC;290.808;AC;Acrelândia;0.2908;IRU;AT;Aguardando analise
 AC-1200013-3056571E0A744DBB8C8C831EC9131169;729.802;AC;Acrelândia;0.7298;IRU;AT;Em análise
 AC-1200013-2A64C7F8F412459FA26AFA3F763F20A9;894.020;AC;Acrelândia;0.894;IRU;AT;Aguardando analise
 AC-1200013-C217CCCD8663458C8EDFDF6E18D32535;571.723;AC;Acrelândia;0.5717;IRU;AT;Em análise
 AC-1200013-20C2E114505A4AA694C1838815DCF3E6;757.830;AC;Acrelândia;0.7578;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-E500A1C1EFE04318923F19BADEBE8D39;982.433;AC;Acrelândia;0.9824;IRU;AT;Em análise
 AC-1200013-C304406FB04842D4A72941D4EF893686;605.830;AC;Acrelândia;0.6058;IRU;AT;Aguardando analise
 AC-1200013-0F920DF8DD8F49F99D8F013E7312F8F6;121.260;AC;Acrelândia;0.1213;IRU;AT;Aguardando analise
 AC-1200013-C69340F6C7094D2D8ACC3084293CF193;12.209.691;AC;Acrelândia;122.097;IRU;AT;Aguardando análise
 AC-1200013-ED0DDEFCB6FC4E6D91D8B68AA1BB2648;748.852;AC;Acrelândia;0.7489;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-76D0930253F24E7990A0FB6B8B6859A9;762.906;AC;Acrelândia;0.7629;IRU;AT;Em análise
 AC-1200013-4EABA8C42ECB45F08BD2C0F54B5EC22F;693.488;AC;Acrelândia;0.6935;IRU;AT;Aguardando analise
 AC-1200013-C9ABFA444759415E9BEAC925EAF7D730;783.373;AC;Acrelândia;0.7834;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-DB4B7945A10C479F9379974833EE6400;431.245;AC;Acrelândia;0.4312;IRU;AT;Aguardando analise
 AC-1200013-CB34A1807BE4405C9669D368B4B7EAD3;1.048.513;AC;Acrelândia;11.520;IRU;AT;Aguardando análise
 AC-1200013-45A62E258F1B44C59FA1A1D000B7196E;9.735.094;AC;Acrelândia;97.351;IRU;AT;Aguardando análise
 AC-1200013-0F94D16459FB4C3DA799AF8B51C727BF;150.344;AC;Acrelândia;0.1503;IRU;AT;Em análise
 AC-1200013-E2C5BC279E4B48C9AA0FF243CA4F152D;1.098.442;AC;Acrelândia;10.984;IRU;AT;Aguardando análise
 AC-1200013-84F9443E9AB846A6AF90E38F5980A90A;395.203;AC;Acrelândia;0.3952;IRU;AT;Aguardando análise
 AC-1200013-5C7DECF209AD4A69AE1E79AA0B74165D;545.991;AC;Acrelândia;0.546;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-AFD1020EABE7483181611E5E930F8B66;627.605;AC;Acrelândia;0.6276;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-21D9501A58324EC5B4FA101599C6C188;407.655;AC;Acrelândia;0.4077;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-4D879054F86D4824A9B86A142D28E1A9;637.438;AC;Acrelândia;0.6374;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BCC6956110894D53871C4B2E02EF7B4B;452.005;AC;Acrelândia;0.452;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-F3EE823C87914E9CB82D20DD4DB20EB3;426.657;AC;Acrelândia;0.4267;IRU;AT;Aguardando análise
 AC-1200013-C77F15344F42490B8DD202BAF6E4E126;402.285;AC;Acrelândia;0.4023;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-92206E108E2D4365B27D293E18AC2947;381.440;AC;Acrelândia;0.3814;IRU;AT;Aguardando análise
 AC-1200013-047CAB1E0D2A458CA62FDFBA3C6E2FCD;816.846;AC;Acrelândia;0.8168;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E595D50A1CF14BD4A4EAA36F9524231A;22.686;AC;Acrelândia;0.0227;IRU;AT;Aguardando análise
 AC-1200013-C4DA3602AE444039A4CC6591912246B9;772.114;AC;Acrelândia;0.7721;IRU;AT;Aguardando análise
 AC-1200013-4B07FF62764049729AC08307814CD940;424.709;AC;Acrelândia;0.4247;IRU;AT;Aguardando analise
 AC-1200013-7ED2EFCC671642F9964849F88BF3F95C;723.286;AC;Acrelândia;0.7233;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-67263BBD81FC47B7B396044EEB7FA358;771.540;AC;Acrelândia;0.7715;IRU;PE;Aguardando analise
 AC-1200013-F62EB0A7645746659357D4C8892F123A;405.323;AC;Acrelândia;0.4053;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-36816D5758AB42A3B2ECEEB6AE8D6A67;386.647;AC;Acrelândia;0.3866;IRU;AT;Em análise
 AC-1200013-803B4F713F0D4500AEC703202881987B;1.000.454;AC;Acrelândia;10.005;IRU;AT;Aguardando analise
 AC-1200013-35BD728CF71A41D19144DC9C77FFF2E8;466.862;AC;Acrelândia;0.4669;IRU;AT;Aguardando analise
 AC-1200013-7F599AA561244F90B99CC0DCBF2CD1E9;264.133;AC;Acrelândia;0.2641;IRU;AT;Aguardando analise
 AC-1200013-D33F5F6121A646E4876333FD4E520EDF;686.313;AC;Acrelândia;0.6863;IRU;AT;Em análise
 AC-1200013-D84F5CB443774461BFA21B83CA60F2F6;397.769;AC;Acrelândia;0.3978;IRU;PE;Aguardando análise
 AC-1200013-DA7FD390BE91469DBD79A1D782EFCA3B;437.167;AC;Acrelândia;0.4372;IRU;AT;Em análise
 AC-1200013-1BED4B36D09540C28040C2BBBC110210;668.364;AC;Acrelândia;0.6684;IRU;AT;Aguardando análise
 AC-1200013-71C07D353ECA466CA34F63CFD75AF6AA;9.443.495;AC;Acrelândia;94.435;IRU;AT;Em análise
 AC-1200013-D9D0DB646582467D900D574B34EA068C;418.357;AC;Acrelândia;0.4184;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-58D0A8DBC58B42AEB288F99185BA7584;639.426;AC;Acrelândia;0.6394;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-FFEE77EF329B4790BB05BC040DDAF89A;499.339;AC;Acrelândia;0.4993;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-CFE278C4A51B4895AFE6A7C44C074D91;69.052;AC;Acrelândia;0.0691;IRU;AT;Aguardando analise
 AC-1200013-AE369C1B7CF341DCB03BC2B24809BAE2;60.886;AC;Acrelândia;0.0609;IRU;AT;Em análise
 AC-1200013-E8F15A6B16B9473AAC0E217363DBDD08;781.056;AC;Acrelândia;0.7811;IRU;AT;Aguardando analise
 AC-1200013-77521776EBD7493D8345D8E29F62D96A;1.641.702;AC;Acrelândia;16.417;IRU;AT;Aguardando analise
 AC-1200013-95C8E60BF3F542F4BBE1E3D63D2337A8;711.014;AC;Acrelândia;0.711;IRU;PE;Aguardando analise
 AC-1200013-910A20E393A24C46B47F0FF3F82EA2A6;1.974.743;AC;Acrelândia;19.747;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-E6A3A191B0D649C3AF146EBF05B1C8FF;976.338;AC;Acrelândia;0.9763;IRU;AT;Aguardando analise
 AC-1200013-121311C3B32C458088B0CA4AAAC2F231;644.462;AC;Acrelândia;0.6445;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-CB5BEA2B99A64F3DA9DE9BB8999060C2;715.186;AC;Acrelândia;0.7152;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-6165836E57DD4371A764EEE27B559FF5;426.246;AC;Acrelândia;0.4262;IRU;PE;Aguardando analise
 AC-1200013-678844F9F07D4230BDEC424E09E4B7FB;192.973;AC;Acrelândia;0.193;IRU;AT;Em análise
 AC-1200013-9B3291D2EF7A4ECCA6B3BFD050F95319;978.214;AC;Acrelândia;0.9782;IRU;AT;Aguardando analise
 AC-1200013-205257169CA44C8AA26E4A37D3CFB81F;149.331;AC;Acrelândia;0.1493;IRU;AT;Aguardando analise
 AC-1200013-45B95635C81E498F9DC4EBE97A2C253A;278.273;AC;Acrelândia;0.2783;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-95F9A561D0BC432E9E24148A572701BE;377.462;AC;Acrelândia;0.3775;IRU;AT;Aguardando analise
 AC-1200013-5994C0DB51F04DD38A8056EADF89ABDD;570.617;AC;Acrelândia;0.5706;IRU;AT;Em análise
 AC-1200013-AFEE9E35E58A400D916116290934F8FD;293.212;AC;Acrelândia;0.2932;IRU;AT;Em análise
 AC-1200013-B54154C2E3F34CDB98E84274CFA02CAA;638.368;AC;Acrelândia;0.6384;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-3209E9D274674847B7CFB5F702A4C90E;723.111;AC;Acrelândia;0.7231;IRU;AT;Em análise
 AC-1200013-2B25AC0954E94C1689F585920C6B2CAE;711.647;AC;Acrelândia;0.7117;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-51CA046409FD43FA9E511CBB87B3A2B2;629.716;AC;Acrelândia;0.6297;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-45ECC389CDDA497EBBD5F193E5BF25AB;201.865;AC;Acrelândia;0.2019;IRU;AT;Aguardando análise
 AC-1200013-5A78DC1C81CE458A832154530B297947;200.336;AC;Acrelândia;0.2003;IRU;AT;Aguardando análise
 AC-1200013-116B654E91B64617A186D823E337D23A;1.039.900;AC;Acrelândia;10.399;IRU;AT;Em análise
 AC-1200013-0E60C8BCE9B64823A643629E4EDBA7F5;984.000;AC;Acrelândia;0.984;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-1DED8F010F014BF78246465F36152EE5;90.061;AC;Acrelândia;0.0901;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-FFA7322E129E4F25B68DC8B910D2F7AF;919.563;AC;Acrelândia;0.9196;IRU;AT;Aguardando análise
 AC-1200013-BD914B1B41314A3291E595EA58199671;424.581;AC;Acrelândia;0.4246;IRU;AT;Em análise
 AC-1200013-830B9FD7B9A242DE97531F3F97A165C9;545.736;AC;Acrelândia;0.5457;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-D6A2EAD1108C446DBCF51A7C3BCE4497;240.191;AC;Acrelândia;0.2402;IRU;AT;Aguardando analise
 AC-1200013-3C69719C14AD456DACB6C1588A385083;61.118;AC;Acrelândia;0.0611;IRU;AT;Aguardando analise
 AC-1200013-B0C50FB9B4664D8099E5BC74AEDA278D;1.322.449;AC;Acrelândia;13.224;IRU;AT;Aguardando analise
 AC-1200013-672F35CEA98A41F99F42CCD3918555E6;320.684;AC;Acrelândia;0.3207;IRU;AT;Em análise
 AC-1200013-3E528B6AA69A4901806C27242EB205BA;2.784.185;AC;Acrelândia;27.842;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-FF0464EA0A9F4552A18C795C4314B51A;304.122;AC;Acrelândia;0.3041;IRU;AT;Aguardando analise
 AC-1200013-B6F695CED4FC4049833ED89C2386064F;680.992;AC;Acrelândia;0.681;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-44D83DA315B94521AD94750EF4F2520E;359.596;AC;Acrelândia;0.3596;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D547ED921D6F4FBFAC63C7B0A24AE931;710.920;AC;Acrelândia;0.7109;IRU;AT;Aguardando análise
 AC-1200013-C77E15C2332F474D95BCAB1D944A4848;558.729;AC;Acrelândia;0.5587;IRU;AT;Aguardando análise
 AC-1200013-F195410C2AD744D088F92B1D559611F4;896.925;AC;Acrelândia;0.8969;IRU;AT;Aguardando análise
 AC-1200013-D9B2A30C11F745B29F60D87E434F3CFF;785.133;AC;Acrelândia;0.7851;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-39B831D8217A4E1E9A5FF706141B83EA;424.865;AC;Acrelândia;0.4249;IRU;AT;Aguardando analise
 AC-1200013-F8D54AEAC0CC4E22AC88D05FBFAE0FB7;611.070;AC;Acrelândia;0.6111;IRU;AT;Em análise
 AC-1200013-BD37B915D6D9476F872712E2610D9483;410.212;AC;Acrelândia;0.4102;IRU;AT;Em análise
 AC-1200013-6138A289CED34157956586D3B600A879;615.774;AC;Acrelândia;0.6158;IRU;AT;Aguardando análise
 AC-1200013-8718445B64EB4E17A3145E4E43F3DD68;396.419;AC;Acrelândia;0.3964;IRU;AT;Em análise
 AC-1200013-86276D9B697343EFBA13B31C5F0A4E43;417.273;AC;Acrelândia;0.4173;IRU;AT;Em análise
 AC-1200013-251138822CDE4887B7BD3395F3232C97;438.748;AC;Acrelândia;0.4387;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-565631F5949F40B6960AC2AD236605F3;401.937;AC;Acrelândia;0.4019;IRU;AT;Em análise
