"","Sigla","name","State","region","bioma","y","x","source_of_","coords.x1","coords.x2","encoding"
"1",na,"Sambaqui Ilhota","SC","Southern","Atlantic_forest","-26.873637","-48.799256","estimated",-48.799256,-26.873637,"UTF-8"
"2",na,"Sambaqui Balsinha II","SC","Southeastern","Coastal_marine","-28.359889","-48.801474",na,-48.801474,-28.359889,"UTF-8"
"3",na,"Sambaqui Ponta Grossa","SP","Southeastern","Coastal_marine","-24.840726","-47.731975","estimated",-47.731975,-24.840726,"UTF-8"
"4",na,"Sambaqui Santana","RJ","Southeastern","Coastal_marine","-22.409848","-41.707409","estimated",-41.707409,-22.409848,"UTF-8"
"5",na,"Sambaqui Guaiba","RJ","Southeastern","Coastal_marine","-23","-44.03333333",na,-44.03333333,-23,"UTF-8"
"6",na,"Sambaqui Telegrafo","RJ","Southeastern","Coastal_marine","-22.995061","-43.604611","estimated",-43.604611,-22.995061,"UTF-8"
"7",na,"Bela Vista 2","SP","Southeastern","Atlantic_Forest","-22.497501","-46.996137","estimated",-46.996137,-22.497501,"UTF-8"
"8",na,"Joao Batista","PR","Southern","Atlantic_Forest","-24.214","-51.506","literature",-51.506,-24.214,"UTF-8"
"9",na,"Joao Batista","PR","Southern","Atlantic_Forest","-24.214","-51.506","literature",-51.506,-24.214,"UTF-8"
"10","RS-MJ-88","Emilio Kieffer","RS","Southern","Atlantic_Forest","-29.659","-53.555","literature",-53.555,-29.659,"UTF-8"
"11","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"12","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"13","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"14","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"15","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"16","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"17","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"18","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"19","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"20","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"21","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"22","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"23","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"24","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"25","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"26","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"27","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"28","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"29","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"30","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"31","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"32","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"33","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"34","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"35","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"36","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"37","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"38","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"39","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"40","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"41","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"42","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"43","MS-IV-08","Lagao do  Custodio 1","MS",na,na,"-22.3844","-52.8688","literature",-52.8688,-22.3844,"UTF-8"
"44","MS-PD-07","Rio Pardo 7","MS",na,na,"-21.707","-51.029","literature",-51.029,-21.707,"UTF-8"
"45","MS-PD-07","Rio Pardo 7","MS",na,na,"-21.707","-51.029","literature",-51.029,-21.707,"UTF-8"
"46","MS-PD-07","Rio Pardo 7","MS",na,na,"-21.707","-51.029","literature",-51.029,-21.707,"UTF-8"
"47","MS-PD-07","Rio Pardo 7","MS",na,na,"-21.707","-51.029","literature",-51.029,-21.707,"UTF-8"
"48",na,"Ragil","SP","Southeastern","Atlantic_Forest","-22.738","-51.029","literature",-51.029,-22.738,"UTF-8"
"49",na,"Ragil II","SP","Southeastern","Atlantic_Forest","-22.755","-51.011","literature",-51.011,-22.755,"UTF-8"
"50",na,"Rio Paranapanema","SP","Southeastern","Atlantic_Forest","-24.097","-49.41","literature",-49.41,-24.097,"UTF-8"
"51",na,"Rio Paranapanema","SP","Southeastern","Atlantic_Forest","-24.097","-49.41","literature",-49.41,-24.097,"UTF-8"
"52",na,"Aldeia da ZPE","SC","Southern","Atlantic_Forest","-28.2166","-48.6967","literature",-48.6967,-28.2166,"UTF-8"
"53",na,"Aldeia da ZPE","SC","Southern","Atlantic_Forest","-28.2166","-48.6967","literature",-48.6967,-28.2166,"UTF-8"
"54",na,"Aldeia da ZPE","SC","Southern","Atlantic_Forest","-28.2166","-48.6967","literature",-48.6967,-28.2166,"UTF-8"
"55",na,"Aldeia da ZPE","SC","Southern","Atlantic_Forest","-28.2166","-48.6967","literature",-48.6967,-28.2166,"UTF-8"
"56",na,"Aldeia da ZPE","SC","Southern","Atlantic_Forest","-28.2166","-48.6967","literature",-48.6967,-28.2166,"UTF-8"
"57","MS-PR-08","Quiteroi 1","MS",na,na,"-22.0969","-52.3986","literature",-52.3986,-22.0969,"UTF-8"
"58","MS-PR-08","Quiteroi 1","MS",na,na,"-22.0969","-52.3986","literature",-52.3986,-22.0969,"UTF-8"
"59","MS-PR-08","Quiteroi 1","MS",na,na,"-22.0969","-52.3986","literature",-52.3986,-22.0969,"UTF-8"
"60",na,"Quiteroi 5","MS",na,na,"-22.1593","-52.6606","literature",-52.6606,-22.1593,"UTF-8"
"61","MS-PR-55","Cabeceira Perdida 1","MS",na,na,"-21.2396","-51.9711","literature",-51.9711,-21.2396,"UTF-8"
"62","MS-PR-41","Corrego Azul","MS",na,na,"-21.428","-52.018","literature",-52.018,-21.428,"UTF-8"
"63","MS-PR-28","Corrego Caraguata","MS",na,na,"-21.94","-52.421","literature",-52.421,-21.94,"UTF-8"
"64","MS-PR-26","Corrego S. Lourenco 1","MS",na,na,"-22.018","-53.377","literature",-53.377,-22.018,"UTF-8"
"65","MS-PR-26","Corrego S. Lourenco 1","MS",na,na,"-22.018","-53.377","literature",-53.377,-22.018,"UTF-8"
"66","MS-PR-18","Ribeirao Quiteroizinho 1","MS",na,na,"-22.113","-52.493","literature",-52.493,-22.113,"UTF-8"
"67","MS-PR-13","Ribeirao Quiteroi 6",na,na,na,"-22.136","-52.703","literature",-52.703,-22.136,"UTF-8"
"68","MS-PD-04","Rio Pardo 4",na,na,na,"-22.186","-52.785","literature",-52.785,-22.186,"UTF-8"
"69",na,"Baia da Onca 1","MS",na,na,"-22.398","-52.925","literature",-52.925,-22.398,"UTF-8"
"70","MS-IV-09","Rio Ivinhema 1","MS",na,na,"-23.244","-53.715","literature",-53.715,-23.244,"UTF-8"
"71","MS-IV-09","Rio Ivinhema 1","MS",na,na,"-23.244","-53.715","literature",-53.715,-23.244,"UTF-8"
"72","MS-PR-98","Alto Parana","MS",na,na,"-23.597","-54.042","literature",-54.042,-23.597,"UTF-8"
"73",na,"Rio Amabai 1","MS",na,na,"-23.964","-55.164","literature",-55.164,-23.964,"UTF-8"
"74",na,"Alvim","SP","Southeastern","Atlantic_Forest","-22.319","-51.499","literature",-51.499,-22.319,"UTF-8"
"75",na,"Alvim","SP","Southeastern","Atlantic_Forest","-22.319","-51.499","literature",-51.499,-22.319,"UTF-8"
"76",na,"Neves","SP","Southeastern","Atlantic_Forest","-22.348","-50.967","literature",-50.967,-22.348,"UTF-8"
"77",na,"Aldeia do Cemiterio Lagoa dos Esteves","SC","Southern","Atlantic_Forest","-28.8412","-49.2956","literature",-49.2956,-28.8412,"UTF-8"
"78",na,"Aldeia da Lagoa Mae Luzia","SC","Southern","Atlantic_Forest","-28.8659","-49.3231","literature",-49.3231,-28.8659,"UTF-8"
"79",na,"Poco Grande","SC","Southern","Atlantic_Forest","-26.4446","-48.8438","literature",-48.8438,-26.4446,"UTF-8"
"80","RS-MJ-71","Eri Rampellotto","RS","Southern","Atlantic_Forest","-29.532","-53.536","literature",-53.536,-29.532,"UTF-8"
"81","PS-G-PA-4","Ribes","RS","Southern","pampa","-31.503","-52.405","literature",-52.405,-31.503,"UTF-8"
"82","PA-AT-298","Abraham","PA","Northern","Amazon_Forest","-5.803844","-50.548067","estimated",-50.548067,-5.803844,"UTF-8"
"83","PA-AT-298","Abraham","PA","Northern","Amazon_Forest","-5.803844","-50.548067","estimated",-50.548067,-5.803844,"UTF-8"
"84","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"85","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"86","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"87","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"88","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"89","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"90","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"91","SC01718","Abreu e Garcia","SC","Southern","Atlantic_Forest","-27.669","-50.742","literature",-50.742,-27.669,"UTF-8"
"92","MG00002-MG02077","Abrigo do Malhador","MG","Central-western","Savannah","-15.143056","-44.230556","literature",-44.230556,-15.143056,"UTF-8"
"93","RS-MJ-14","Abrigo do Canhembora 5","RS","Southern","Atlantic_Forest","-29.416667","-53.25","literature",-53.25,-29.416667,"UTF-8"
"94","RS-MJ-14","Abrigo do Canhembora 7","RS","Southern","Atlantic_Forest","-29.416667","-53.25","literature",-53.25,-29.416667,"UTF-8"
"95",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"96",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"97",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"98",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"99",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"100",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"101",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"102",na,"Abrigo do Jon","TO","Northern","Savannah","-10.23067704","-48.16270338","field",-48.16270338,-10.23067704,"UTF-8"
"103",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"104",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"105",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"106",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"107",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"108",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"109",na,"Abrigo do Pilao","BA","Northeastern","caatinga","-11.261563","-42.018393","literature",-42.018393,-11.261563,"UTF-8"
"110","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"111","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"112","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"113","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"114","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"115","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"116","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"117","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"118","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"119","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"120","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"121","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"122","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"123","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"124","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"125","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"126","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"127","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"128","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"129","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"130","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"131","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"132","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"133","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"134","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"135","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"136","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"137","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"138","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"139","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"140","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"141","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"142","MT-GU-1","Abrigo do Sol","MT","Central-western","Savannah","-14.430833","-59.704167","literature",-59.704167,-14.430833,"UTF-8"
"143",na,"Abrigo Jiboia","TO","Northern","Savannah","-10.17794444","-48.23988889","field",-48.23988889,-10.17794444,"UTF-8"
"144",na,"Abrigo Jiboia","TO","Northern","Savannah","-10.17794444","-48.23988889","field",-48.23988889,-10.17794444,"UTF-8"
"145",na,"Abrigo Jibóia","TO","Northern","Savannah","-10.17794444","-48.23988889","field",-48.23988889,-10.17794444,"UTF-8"
"146",na,"Abrigo Jibóia","TO","Northern","Savannah","-10.17794444","-48.23988889","field",-48.23988889,-10.17794444,"UTF-8"
"147","MT-SL-44","Abrigo Troale","MT","Central-western","Savannah","-16.2185","-54.2154","literature",-54.2154,-16.2185,"UTF-8"
"148","MT-SL-44","Abrigo Troale","MT","Central-western","Savannah","-16.2185","-54.2154","literature",-54.2154,-16.2185,"UTF-8"
"149","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"150","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"151","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"152","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"153","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"154","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"155","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"156","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"157","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"158","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"159","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"160","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"161","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"162","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"163","AM-IR-02","Acutuba","AM","northern","Amazon_Forest","-3.098","-60.371","literature",-60.371,-3.098,"UTF-8"
"164","RS-MJ-60","Albino Mazzari","RS","Southern","Atlantic_Forest","-29.48","-53.6","literature",-53.6,-29.48,"UTF-8"
"165","RS-MJ-60","Albino Mazzari","RS","Southern","Atlantic_Forest","-29.48","-53.6","literature",-53.6,-29.48,"UTF-8"
"166","RS-C-63","Adolfo Schenkel","RS","Southern","Atlantic_Forest","-29.372","-51.565","literature",-51.565,-29.372,"UTF-8"
"167","PA01037","Aldeia","PA","Nothern","Amazon_Forest","-2.4204","-54.7154","literature",-54.7154,-2.4204,"UTF-8"
"168","PA01037","Aldeia","PA","Northern","Amazon_Forest","-2.4204","-54.7154","literature",-54.7154,-2.4204,"UTF-8"
"169","PA01037","Aldeia","PA","Northern","Amazon_Forest","-2.4204","-54.7154","literature",-54.7154,-2.4204,"UTF-8"
"170","PA01037","Aldeia","PA","Northern","Amazon_Forest","-2.4204","-54.7154","literature",-54.7154,-2.4204,"UTF-8"
"171","RJ00908","Aldeia Frecheiras I","RJ","Southeastern","Atlantic_Forest","-22.8154","-42.1764","literature",-42.1764,-22.8154,"UTF-8"
"172",na,"Alencorne","AM","Northern","Amazon_Forest","-3.19","-59.82","literature",-59.82,-3.19,"UTF-8"
"173",na,"Alfredo Wagner","SC","Southern","Atlantic_Forest","-27.73","-49.32","literature",-49.32,-27.73,"UTF-8"
"174",na,"Alto do Calhau","MA","Northern","Amazon_Forest","-2.4996","-44.2645","literature",-44.2645,-2.4996,"UTF-8"
"175",na,"Alto do Calhau","MA","Northern","Amazon_Forest","-2.4996","-44.2645","literature",-44.2645,-2.4996,"UTF-8"
"176",na,"Alto do Laranjal","PR","Southern","Atlantic_Forest","-24.7297","-48.9841","literature",-48.9841,-24.7297,"UTF-8"
"177","MS-PR-42","Alto Parana 14","MS",na,na,"-21.511","-51.993","literature",-51.993,-21.511,"UTF-8"
"178","MS-PR-42","Alto Parana 14","MS",na,na,"-21.511","-51.993","literature",-51.993,-21.511,"UTF-8"
"179","MS-PR-42","Alto Parana 14","MS",na,na,"-21.511","-51.993","literature",-51.993,-21.511,"UTF-8"
"180","MS-PR-42","Alto Parana 14","MS",na,na,"-21.511","-51.993","literature",-51.993,-21.511,"UTF-8"
"181","MS-PR-39","Alto Parana 12","MS",na,na,"-21.492","-52.068","literature",-52.068,-21.492,"UTF-8"
"182","MS-PR-35","Alto Parana 8","MS",na,na,"-21.541","-52.106","literature",-52.106,-21.541,"UTF-8"
"183","MS-PR-35","Alto Parana 8","MS",na,na,"-21.541","-52.106","literature",-52.106,-21.541,"UTF-8"
"184","PA-BA-84","Alunorte","PA","Northern","Amazon_Forest","-1.539","-48.7254","literature",-48.7254,-1.539,"UTF-8"
"185","PA-BA-84","Alunorte","PA","Northern","Amazon_Forest","-1.539","-48.7254","literature",-48.7254,-1.539,"UTF-8"
"186","PA01013","Alvorada","PA","Northern","Amazon_Forest","-4.3573","-55.8063","literature",-55.8063,-4.3573,"UTF-8"
"187",na,"Amapa","PA","Northern","Amazon_Forest","-2.6408","-54.8161","literature",-54.8161,-2.6408,"UTF-8"
"188","AM-UR-10","Amaro","AM","Northern","Amazon_Forest","-2.88","-58.42","literature",-58.42,-2.88,"UTF-8"
"189","AM-UR-10","Amaro","AM","Northern","Amazon_Forest","-2.88","-58.42","Tabela IPHAN",-58.42,-2.88,"UTF-8"
"190",na,"Anaua","CE","Northern","Savannah","-7.2534","-38.6405","literature",-38.6405,-7.2534,"UTF-8"
"191",na,"Anderman","SC","Southern","Atlantic_Forest","-27.9903","-49.5766","literature",-49.5766,-27.9903,"UTF-8"
"192",na,"Anderman","SC","Southern","Atlantic_Forest","-27.9903","-49.5766","literature",-49.5766,-27.9903,"UTF-8"
"193",na,"Angical","PA","Northern","Amazon_Forest","-5.86","-50.53","literature",-50.53,-5.86,"UTF-8"
"194",na,"Angical","PA","Northern","Amazon_Forest","-5.86","-50.53","literature",-50.53,-5.86,"UTF-8"
"195","AM-IR-72","Antonio Galo","AM","Northern","Amazon_Forest","-3.199","-60.3383","literature",-60.3383,-3.199,"UTF-8"
"196","AM-IR-72","Antonio Galo","AM","Northern","Amazon_Forest","-3.199","-60.3383","literature",-60.3383,-3.199,"UTF-8"
"197",na,"Areia Branca 5","SP","Southeastern","Atlantic_Forest","-24.0667","-48.6214","literature",-48.6214,-24.0667,"UTF-8"
"198",na,"Areia Branca 5","SP","Southeastern","Atlantic_Forest","-24.0667","-48.6214","literature",-48.6214,-24.0667,"UTF-8"
"199",na,"Areia Branca 6","SP","Southeastern","Atlantic_Forest","-24.0667","-48.62145","literature",-48.62145,-24.0667,"UTF-8"
"200",na,"Areia Branca 6","SP","Southeastern","Atlantic_Forest","-24.0667","-48.62145","literature",-48.62145,-24.0667,"UTF-8"
"201","RS-PE-41","Ari Duarte I","RS","Southern","Atlantic_Forest","-27.8406","-51.1717","literature",-51.1717,-27.8406,"UTF-8"
"202",na,"Aripol","SC","Southern","Atlantic_Forest","-28.0893","-49.5561","literature",-49.5561,-28.0893,"UTF-8"
"203",na,"Armindio","MA","Northern","Amazon_Forest","-2.3747","-45.4056","literature",-45.4056,-2.3747,"UTF-8"
"204","RS-MJ-87","Arnildo Drew","RS","Southern","Atlantic_Forest","-29.678","-53.644","literature",-53.644,-29.678,"UTF-8"
"205",na,"Arqueiros","MT","central-western",na,"-16.5375","-54.9133","literature",-54.9133,-16.5375,"UTF-8"
"206",na,"Arroio Corrente V","SC","Southern","Coastal_marine","-28.6852","-49.0358","literature",-49.0358,-28.6852,"UTF-8"
"207",na,"Arroio da Cruz I","SC","Southern","Coastal_marine","-28.7213","-49.0815","literature",-49.0815,-28.7213,"UTF-8"
"208",na,"Arroio da Cruz I","SC","Southern","Coastal_marine","-28.7213","-49.0815","literature",-49.0815,-28.7213,"UTF-8"
"209","RS-S-359","Aterrado","RS","Southern","Atlantic_Forest","-29.7333","-50.5","literature",-50.5,-29.7333,"UTF-8"
"210","RS-MJ-90","Aurelio C. Bernardes","RS","Southern","Atlantic_Forest","-29.729","-52.681","literature",-52.681,-29.729,"UTF-8"
"211","PA-OR-116","Aviso I","PA","Northern","Amazon_forest","-1.7143","-56.4094","literature",-56.4094,-1.7143,"UTF-8"
