"","Sigla","name","State","region","bioma","y","x","source_of_","coords.x1","coords.x2","encoding"
"642",na,"Sambaqui do Poco","PA","Northern","Amazon_Forest","-2.17","-56.74","literature",-56.74,-2.17,"UTF-8"
"643",na,"Sambaqui do Poco","PA","Northern","Amazon_Forest","-2.17","-56.74","literature",-56.74,-2.17,"UTF-8"
"644",na,"Sambaqui do Poco","PA","Northern","Amazon_Forest","-2.17","-56.74","literature",-56.74,-2.17,"UTF-8"
"645",na,"Sambaqui do Poco","PA","Northern","Amazon_Forest","-2.17","-56.74","literature",-56.74,-2.17,"UTF-8"
"646",na,"Sambaqui do Poco","PA","Northern","Amazon_Forest","-2.17","-56.74","literature",-56.74,-2.17,"UTF-8"
"647",na,"Ponta Grossa","AM","Northern","Amazon_Forest","-2.8294","-58.1928","literature",-58.1928,-2.8294,"UTF-8"
"648",na,"Ponta Grossa","AM","Northern","Amazon_Forest","-2.8294","-58.1928","literature",-58.1928,-2.8294,"UTF-8"
"649",na,"Pontao","AM","Northern","Amazon_Forest","-2.8709","-58.1756","literature",-58.1756,-2.8709,"UTF-8"
"650",na,"Pontao","AM","Northern","Amazon_Forest","-2.8709","-58.1756","literature",-58.1756,-2.8709,"UTF-8"
"651",na,"Pontao","AM","Northern","Amazon_Forest","-2.8709","-58.1756","literature",-58.1756,-2.8709,"UTF-8"
"652",na,"Posto Fiscal","RS","Southern","Atlantic_Forest","-27.8342","-51.1854","literature",-51.1854,-27.8342,"UTF-8"
"653",na,"Posto Fiscal","RS","Southern","Atlantic_Forest","-27.8342","-51.1854","literature",-51.1854,-27.8342,"UTF-8"
"654",na,"Posto Fiscal","RS","Southern","Atlantic_Forest","-27.8342","-51.1854","literature",-51.1854,-27.8342,"UTF-8"
"655",na,"Posto Fiscal","RS","Southern","Atlantic_Forest","-27.8342","-51.1854","literature",-51.1854,-27.8342,"UTF-8"
"656","PR-JA-02","Posto Fiscal 1","RS","Southern","Atlantic_Forest","-22.9076","-49.9922","literature",-49.9922,-22.9076,"UTF-8"
"657","PR-JA-03","Posto Fiscal 1","RS","Southern","Atlantic_Forest","-22.9076","-49.9922","literature",-49.9922,-22.9076,"UTF-8"
"658","PR-JA-05","Posto Fiscal 1","RS","Southern","Atlantic_Forest","-22.9076","-49.9922","literature",-49.9922,-22.9076,"UTF-8"
"659","PR-FI-98","Porto Estamato","RS","Southern","Atlantic_Forest","-25.2854","-54.4842","literature",-54.4842,-25.2854,"UTF-8"
"660","PR-UV-38","Porto Vitoria","PR","Southern","Atlantic_Forest","-26.131","-51.266","literature",-51.266,-26.131,"UTF-8"
"661",na,"Praca de Piragiba","BA","Norheastern",na,"-12.1978","-43.8333","literature",-43.8333,-12.1978,"UTF-8"
"662","PI00070","Queimada Nova","PI","Norheastern",na,"-8.7974","-42.4667","literature",-42.4667,-8.7974,"UTF-8"
"663","GO-RS-01","Ramusse Albuquerque Nobrega 1","TO","Northern",na,"-10.78","-48","literature",-48,-10.78,"UTF-8"
"664","GO-RS-01","Ramusse Albuquerque Nobrega 1","TO","Northern",na,"-10.78","-48","literature",-48,-10.78,"UTF-8"
"665","RS-RP-140","Reinaldo Kappel","RS","Southern","Atlantic_Forest","-29.729","-52.681","literature",-52.681,-29.729,"UTF-8"
"666",na,"Residencial Interlagos","PR","Southern","Atlantic_Forest","-23.5736","-51.4863","literature",-51.4863,-23.5736,"UTF-8"
"667",na,"Rio Uruguai","SC","Southern","Atlantic_Forest","-27.17","-53.73","literature",-53.73,-27.17,"UTF-8"
"668",na,"Rio Uruguai","SC","Southern","Atlantic_Forest","-27.17","-53.73","literature",-53.73,-27.17,"UTF-8"
"669","MS-PR-45","Rio Taquari 1","MS","Southeastern",na,"-21.417","-52.0188","literature",-52.0188,-21.417,"UTF-8"
"670","MS-PR-45","Rio Taquari 1","MS","Southeastern",na,"-21.417","-52.0188","literature",-52.0188,-21.417,"UTF-8"
"671","MS-PR-48","Rio Taquari 4","MS",na,na,"-21.417","-52.0188","literature",-52.0188,-21.417,"UTF-8"
"672","MS-PR-46","Rio Taquari 2","MS",na,na,"-21.209","-51.878","literature",-51.878,-21.209,"UTF-8"
"673","PR-FI-112","Rio Sao Francisco Falso 1","PR","Southern","Atlantic_Forest","-24.7546","-54.3548","literature",-54.3548,-24.7546,"UTF-8"
"674","PR-CT-54","Rio Ferraria 1","PR","Southern","Atlantic_Forest","-25.4756","-49.3842","literature",-49.3842,-25.4756,"UTF-8"
"675","PR-UV-48","Rio Jararaca","PR","Southern","Atlantic_Forest","-26.068","-51.5142","literature",-51.5142,-26.068,"UTF-8"
"676","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"677","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"678","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"679","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"680","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"681","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"682","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"683","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"684","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"685","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"686","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"687","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"688","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"689","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"690","SC-CL-70","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"691","SC-CL-71","Rincao dos Albinos","SC","Southern","Atlantic_Forest","-27.5517","-50.6373","literature",-50.6373,-27.5517,"UTF-8"
"692","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"693","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"694","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"695","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"696","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"697","PR-CT-93","Rio das Oncas 5","PR","Southern","Atlantic_Forest","-25.7233","-49.3468","literature",-49.3468,-25.7233,"UTF-8"
"698",na,"Rio Urubici (Urubici-4)","SC","Southern","Atlantic_Forest","-28.0004","-49.5975","literature",-49.5975,-28.0004,"UTF-8"
"699",na,"Rio Urubici (Urubici-4)","SC","Southern","Atlantic_Forest","-28.0004","-49.5975","literature",-49.5975,-28.0004,"UTF-8"
"700",na,"Rio Urubici (Urubici-4)","SC","Southern","Atlantic_Forest","-28.0004","-49.5975","literature",-49.5975,-28.0004,"UTF-8"
"701",na,"Rio Urubici (Urubici-4)","SC","Southern","Atlantic_Forest","-28.0004","-49.5975","literature",-49.5975,-28.0004,"UTF-8"
"702","PR-MN-04","Rio Portao 2","PR","Southern","Atlantic_Forest","-25.8673","-52.1757","literature",-52.1757,-25.8673,"UTF-8"
"703","RN-JE-17","RN-JE-17","RN","Northeastern",na,"-6.13","-36.81","literature",-36.81,-6.13,"UTF-8"
"704","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"705","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"706","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"707","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"708","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"709","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"710","RN-BO-16","RN-BO-16","RN","Northeastern",na,"-6.16","-36.81","literature",-36.81,-6.16,"UTF-8"
"711","RN-BO-16","RN-BO-16","RN","Northeastern",na,"-6.16","-36.81","literature",-36.81,-6.16,"UTF-8"
"712","RS-T-132","RS-T-132","RS","Southern","Atlantic_Forest","-29.17","-52.2","literature",-52.2,-29.17,"UTF-8"
"713","RS-03","RS-03","RS","Southern","Atlantic_Forest","-29.1361","-51.7418","literature",-51.7418,-29.1361,"UTF-8"
"714","RS-T-101","RS-T-101","RS","Southern","Atlantic_Forest","-29.2555","-52.1585","literature",-52.1585,-29.2555,"UTF-8"
"715","RS-T-132","RS-T-132","RS","Southern","Atlantic_Forest","-29.17","-52.2","literature",-52.2,-29.17,"UTF-8"
"716","RS-T-117","RS-T-117","RS","Southern","Atlantic_Forest","-29.6111","-51.9456","literature",-51.9456,-29.6111,"UTF-8"
"717","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"718","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"719","RS-T-132","RS-T-132","RS","Southern","Atlantic_Forest","-29.17","-52.2","literature",-52.2,-29.17,"UTF-8"
"720","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"721","RS-T-114","RS-T-114","RS","Southern","Atlantic_Forest","-29.2885","-52.1195","literature",-52.1195,-29.2885,"UTF-8"
"722","RS-T-132","RS-T-132","RS","Southern","Atlantic_Forest","-29.17","-52.2","literature",-52.2,-29.17,"UTF-8"
"723","RS-T-126","RS-T-126","RS","Southern","Atlantic_Forest","-28.8139","-52.2551","literature",-52.2551,-28.8139,"UTF-8"
"724","RS-T-123","RS-T-123","RS","Southern","Atlantic_Forest","-28.8514","-52.2384","literature",-52.2384,-28.8514,"UTF-8"
"725","RS-T-123","RS-T-123","RS","Southern","Atlantic_Forest","-28.8514","-52.2384","literature",-52.2384,-28.8514,"UTF-8"
"726","RS-T-123","RS-T-123","RS","Southern","Atlantic_Forest","-28.8514","-52.2384","literature",-52.2384,-28.8514,"UTF-8"
"727","RS-RP-164b","RS-RP-164b","RS","Southern","Atlantic_Forest","-29.4399","-52.6658","literature",-52.6658,-29.4399,"UTF-8"
"728","RS-T-130","RS-T-130","RS","Southern","Atlantic_Forest","-28.8858","-52.1026","literature",-52.1026,-28.8858,"UTF-8"
"729","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"730","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"731","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"732","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"733","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"734","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"735","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"736","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"737","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"738","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"739","RS-A-27","RS-A-27","RS","Southern","Atlantic_Forest","-28.6749","-50.9358","literature",-50.9358,-28.6749,"UTF-8"
"740","RO-JP-26","Santa Paula","RO","Central_West","Amazon_Forest","-8.851100000000001","-64.0664","literature",-64.0664,-8.8511,"UTF-8"
"741","RO-JP-26","Santa Paula","RO","Central_West","Amazon_Forest","-8.851100000000001","-64.0664","literature",-64.0664,-8.8511,"UTF-8"
"742","RO-JP-26","Santa Paula","RO","Central_West","Amazon_Forest","-8.851100000000001","-64.0664","literature",-64.0664,-8.8511,"UTF-8"
"743","PA-MT-26","Santana","PA","Northern","Amazon_Forest","-2.0249","-54.1339","literature",-54.1339,-2.0249,"UTF-8"
"744","RS-SR-342","Santa Rita","RS","Southern","Atlantic_Forest","-29.981","-51.533","literature",-51.533,-29.981,"UTF-8"
"745","RS-SR-342","Santa Rita","RS","Southern","Atlantic_Forest","-29.981","-51.533","literature",-51.533,-29.981,"UTF-8"
"746",na,"Santa Marina","SP","Southeastern","Atlantic_Forest","-23.4003","-45.7494","literature",-45.7494,-23.4003,"UTF-8"
"747",na,"Santa Barbara (Urubici-27)","SC","Southern","Atlantic_Forest","-28.1986","-49.6267","literature",-49.6267,-28.1986,"UTF-8"
"748","SC-URU-27","Santa Barbara (Urubici-27)","SC","Southern","Atlantic_Forest","-28.1986","-49.6267","literature",-49.6267,-28.1986,"UTF-8"
"749","SC-URU-27","Santa Barbara (Urubici-27)","SC","Southern","Atlantic_Forest","-28.1986","-49.6267","literature",-49.6267,-28.1986,"UTF-8"
"750",na,"Sao Jose","PA","Northern","Amazon_Forest","-1.46","-56.37","literature",-56.37,-1.46,"UTF-8"
"751",na,"Sao Jose","PA","Northern","Amazon_Forest","-1.46","-56.37","literature",-56.37,-1.46,"UTF-8"
"752","PA-AT-04","Sao Jose","PA","Northern","Amazon_Forest","-5.3842","-49.1166","literature",-49.1166,-5.3842,"UTF-8"
"753",na,"Sao Miguel do Cacau","AM","Northern","Amazon_Forest","-2.6359","-64.5994","literature",-64.5994,-2.6359,"UTF-8"
"754",na,"Sao Miguel do Cacau","AM","Northern","Amazon_Forest","-2.6359","-64.5994","literature",-64.5994,-2.6359,"UTF-8"
"755",na,"Sao Miguel do Cacau","AM","Northern","Amazon_Forest","-2.6359","-64.5994","literature",-64.5994,-2.6359,"UTF-8"
"756","PA-IT-05","Sao Francisco","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"757","PA-AL-06","Sao Carlos","PA","Northern","Amazon_Forest","-3.2","-52.2","literature",-52.2,-3.2,"UTF-8"
"758","PA02353","Sao Bento","PA","Northern","Amazon_Forest","-3.5514","-53.1869","literature",-53.1869,-3.5514,"UTF-8"
"759",na,"Sao Joaquim","SC","Southern","Atlantic_Forest","-28.31","-49.94","literature",-49.94,-28.31,"UTF-8"
"760","BA-RG-03","Sao Desidério","BA","Northeastern",na,"-12.3368","-44.9534","literature",-44.9534,-12.3368,"UTF-8"
"761",na,"Sauípe 8","BA","Northeastern",na,"-12.4038","-37.9295","literature",-37.9295,-12.4038,"UTF-8"
"762",na,"Sauípe 8","BA","Northeastern",na,"-12.4038","-37.9295","literature",-37.9295,-12.4038,"UTF-8"
"763",na,"Sauípe 23","BA","Northeastern",na,"-12.43","-37.92","literature",-37.92,-12.43,"UTF-8"
"764",na,"Sauípe 10","SE","Northeastern",na,"-10.2876","-36.6354","literature",-36.6354,-10.2876,"UTF-8"
"765",na,"Sapeatiba","RJ","Southeastern","Coastal_Marine","-22.82","-42.19","literature",-42.19,-22.82,"UTF-8"
"766","PA02262","Sawre Muybu","PA","Northern","Amazon_Forest","-4.7427","-56.3999","literature",-56.3999,-4.7427,"UTF-8"
"767",na,"Sawre Muybu","PA","Northern","Amazon_Forest","-4.7427","-56.3999","literature",-56.3999,-4.7427,"UTF-8"
"768",na,"Sawre Muybu","PA","Northern","Amazon_Forest","-4.7427","-56.3999","literature",-56.3999,-4.7427,"UTF-8"
"769","SC-AG-19","SC-AG-19","SC","Southern","Atlantic_Forest","-27.6577","-51.0472","literature",-51.0472,-27.6577,"UTF-8"
"770","SC-AB-95","SC-AB-95","SC","Southern","Atlantic_Forest","-27.6317","-51.0202","literature",-51.0202,-27.6317,"UTF-8"
"771","SC-AG-76","SC-AG-76","SC","Southern","Atlantic_Forest","-27.6389","-51.0902","literature",-51.0902,-27.6389,"UTF-8"
"772","SC-AG-75","SC-AG-75","SC","Southern","Atlantic_Forest","-27.6601","-51.0662","literature",-51.0662,-27.6601,"UTF-8"
"773","SC-AG-76","SC-AG-76","SC","Southern","Atlantic_Forest","-27.6389","-51.0902","literature",-51.0902,-27.6389,"UTF-8"
"774","SC-AB-93","SC-AB-93","SC","Southern","Atlantic_Forest","-27.6361","-51.0173","literature",-51.0173,-27.6361,"UTF-8"
"775","SC-AB-93","SC-AB-93","SC","Southern","Atlantic_Forest","-27.6361","-51.0173","literature",-51.0173,-27.6361,"UTF-8"
"776","SC-AG-12","SC-AG-12","SC","Southern","Atlantic_Forest","-27.6618","-51.0229","literature",-51.0229,-27.6618,"UTF-8"
"777","SC-AB-93","SC-AB-93","SC","Southern","Atlantic_Forest","-27.6361","-51.0173","literature",-51.0173,-27.6361,"UTF-8"
"778","SC-AG-12","SC-AG-12","SC","Southern","Atlantic_Forest","-27.6618","-51.0229","literature",-51.0229,-27.6618,"UTF-8"
"779","SC-AG-12","SC-AG-12","SC","Southern","Atlantic_Forest","-27.6618","-51.0229","literature",-51.0229,-27.6618,"UTF-8"
"780","SC-AB-48","SC-AB-48","SC","Southern","Atlantic_Forest","-27.615","-51.1199","literature",-51.1199,-27.615,"UTF-8"
"781","SC-AG-12","SC-AG-12","SC","Southern","Atlantic_Forest","-27.6618","-51.0229","literature",-51.0229,-27.6618,"UTF-8"
"782","SC-AG-77","SC-AG-77","SC","Southern","Atlantic_Forest","-27.6378","-51.0856","literature",-51.0856,-27.6378,"UTF-8"
"783","SC-AB-04","SC-AB-04","SC","Southern","Atlantic_Forest","-27.6001","-51.1412","literature",-51.1412,-27.6001,"UTF-8"
"784","SC-AB-04","SC-AB-04","SC","Southern","Atlantic_Forest","-27.6001","-51.1412","literature",-51.1412,-27.6001,"UTF-8"
"785","SC-AB-96","SC-AB-96","SC","Southern","Atlantic_Forest","-27.6319","-51.0486","literature",-51.0486,-27.6319,"UTF-8"
"786","SC-AB-93","SC-AB-93","SC","Southern","Atlantic_Forest","-27.6361","-51.0173","literature",-51.0173,-27.6361,"UTF-8"
"787","SC-AB-93","SC-AB-93","SC","Southern","Atlantic_Forest","-27.6361","-51.0173","literature",-51.0173,-27.6361,"UTF-8"
"788","SC-AB-92","SC-AB-92","SC","Southern","Atlantic_Forest","-27.6378","-51.0195","literature",-51.0195,-27.6378,"UTF-8"
"789","SC-AG-18","SC-AG-18","SC","Southern","Atlantic_Forest","-27.6566","-51.0479","literature",-51.0479,-27.6566,"UTF-8"
"790","SC-AG-40","SC-AG-40","SC","Southern","Atlantic_Forest","-27.6246","-51.1479","literature",-51.1479,-27.6246,"UTF-8"
"791","SC-CL-43","SC-CL-43","SC","Southern","Atlantic_Forest","-27.6428","-50.5884","literature",-50.5884,-27.6428,"UTF-8"
"792","SC-CL-52","SC-CL-52","SC","Southern","Atlantic_Forest","-27.6368","-50.6111","literature",-50.6111,-27.6368,"UTF-8"
"793","SC-CL-52","SC-CL-52","SC","Southern","Atlantic_Forest","-27.6368","-50.6111","literature",-50.6111,-27.6368,"UTF-8"
"794","SC-CL-46","SC-CL-46","SC","Southern","Atlantic_Forest","-27.6414","-50.5993","literature",-50.5993,-27.6414,"UTF-8"
"795","SC-CL-50","SC-CL-50","SC","Southern","Atlantic_Forest","-27.6373","-50.6047","literature",-50.6047,-27.6373,"UTF-8"
"796","SC-CL-52","SC-CL-52","SC","Southern","Atlantic_Forest","-27.6368","-50.6111","literature",-50.6111,-27.6368,"UTF-8"
"797","SC-CL-52","SC-CL-52","SC","Southern","Atlantic_Forest","-27.6368","-50.6111","literature",-50.6111,-27.6368,"UTF-8"
"798","SC-CL-56","SC-CL-56","SC","Southern","Atlantic_Forest","-27.6407","-50.5919","literature",-50.5919,-27.6407,"UTF-8"
"799","SC-CL-94","SC-CL-94","SC","Southern","Atlantic_Forest","-27.6416","-50.5926","literature",-50.5926,-27.6416,"UTF-8"
"800","SC-CL-46","SC-CL-46","SC","Southern","Atlantic_Forest","-27.6414","-50.5993","literature",-50.5993,-27.6414,"UTF-8"
"801","SC-CL-63","SC-CL-63","SC","Southern","Atlantic_Forest","-27.6013","-50.7188","literature",-50.7188,-27.6013,"UTF-8"
"802","SC-CL-43","SC-CL-43","SC","Southern","Atlantic_Forest","-27.6428","-50.5884","literature",-50.5884,-27.6428,"UTF-8"
"803","SC-CL-46","SC-CL-46","SC","Southern","Atlantic_Forest","-27.6414","-50.5993","literature",-50.5993,-27.6414,"UTF-8"
"804","SC-CL-43","SC-CL-43","SC","Southern","Atlantic_Forest","-27.6428","-50.5884","literature",-50.5884,-27.6428,"UTF-8"
