"","nome_inicial","long_inicial","lat_incial","est_inicial","mun_inicial","cod_mun","nm_mun","estado","longitude","latitude","nome","pais","id","id_duplicado"
"870","Porto do Rei II",-48.6143497,-26.3974796,NA,"SFS","4216206","são francisco do sul","sc",-48.6143497,-26.3974796,"portodoreiii","br","br_sc_portodoreiii_4216206",FALSE
"871","Porto Grande",-48.7504535,-26.4137283,NA,"SFS","4201307","araquari","sc",-48.7504535,-26.4137283,"portogrande","br","br_sc_portogrande_4201307",FALSE
"872","Praia do Ervino II",-48.5972363,-26.4157475,NA,"SFS","4216206","são francisco do sul","sc",-48.5972363,-26.4157475,"praiadoervinoii","br","br_sc_praiadoervinoii_4216206",FALSE
"873","Praia do Ervino III",-48.5947678,-26.3999492,NA,"SFS","4216206","são francisco do sul","sc",-48.5947678,-26.3999492,"praiadoervinoiii","br","br_sc_praiadoervinoiii_4216206",FALSE
"874","Praia Ervino I",-48.5969596,-26.4141094,NA,"SFS","4216206","são francisco do sul","sc",-48.5969596,-26.4141094,"praiaervinoi","br","br_sc_praiaervinoi_4216206",FALSE
"875","Praia Grande I",-48.597776,-26.4075984,NA,"SFS","4216206","são francisco do sul","sc",-48.597776,-26.4075984,"praiagrandei","br","br_sc_praiagrandei_4216206",FALSE
"876","Praia Grande II",-48.572408,-26.3660817,NA,"SFS","4216206","são francisco do sul","sc",-48.572408,-26.3660817,"praiagrandeii","br","br_sc_praiagrandeii_4216206",FALSE
"877","Praia Grande III",-48.5717364,-26.3656191,NA,"SFS","4216206","são francisco do sul","sc",-48.5717364,-26.3656191,"praiagrandeiii","br","br_sc_praiagrandeiii_4216206",FALSE
"878","Praia Grande IV",-48.561222,-26.332465,NA,"SFS","4216206","são francisco do sul","sc",-48.561222,-26.332465,"praiagrandeiv","br","br_sc_praiagrandeiv_4216206",FALSE
"879","UHE Salto Santiago 3",-52.56987,-25.68096,NA,NA,"4126272","saudade do iguaçu","pr",-52.56987,-25.68096,"uhesaltosantiago3","br","br_pr_uhesaltosantiago3_4126272",FALSE
"880","Praia Grande IX",-48.5577171,-26.3209984,NA,"SFS","4216206","são francisco do sul","sc",-48.5577171,-26.3209984,"praiagrandeix","br","br_sc_praiagrandeix_4216206",FALSE
"881","Praia Grande V",-48.5643661,-26.346362,NA,"SFS","4216206","são francisco do sul","sc",-48.5643661,-26.346362,"praiagrandev","br","br_sc_praiagrandev_4216206",FALSE
"882","Praia Grande VI",-48.5625028,-26.3301314,NA,"SFS","4216206","são francisco do sul","sc",-48.5625028,-26.3301314,"praiagrandevi","br","br_sc_praiagrandevi_4216206",FALSE
"883","Praia Grande VII",-48.5597034,-26.3136683,NA,"SFS","4216206","são francisco do sul","sc",-48.5597034,-26.3136683,"praiagrandevii","br","br_sc_praiagrandevii_4216206",FALSE
"884","Praia Grande VIII",-48.5615582,-26.3178601,NA,"SFS","4216206","são francisco do sul","sc",-48.5615582,-26.3178601,"praiagrandeviii","br","br_sc_praiagrandeviii_4216206",FALSE
"885","Praia Grande X",-48.5873727,-26.3893292,NA,"SFS","4216206","são francisco do sul","sc",-48.5873727,-26.3893292,"praiagrandex","br","br_sc_praiagrandex_4216206",FALSE
"886","Praia Grande XI (S2)",-48.5782777,-26.3738068,NA,"SFS","4216206","são francisco do sul","sc",-48.5782777,-26.3738068,"praiagrandexis2","br","br_sc_praiagrandexis2_4216206",FALSE
"887","Rainha I",-48.7346685,-26.5073751,NA,"Araquari","4201307","araquari","sc",-48.7346685,-26.5073751,"rainhai","br","br_sc_rainhai_4201307",FALSE
"888","Rainha II",-48.7222236,-26.5417422,NA,"Araquari","4201307","araquari","sc",-48.7222236,-26.5417422,"rainhaii","br","br_sc_rainhaii_4201307",FALSE
"889","Ribeir�o do Cubatao",-48.8062296,-26.2017303,NA,"Jlle","4209102","joinville","sc",-48.8062296,-26.2017303,NA,"br","br_sc_NA_4209102",TRUE
"890","Sanga Funda 6",-54.53858,-25.3953,NA,NA,"4108304","foz do iguaçu","pr",-54.53858,-25.3953,"sangafunda6","br","br_pr_sangafunda6_4108304",FALSE
"891","Praia Ilha Condoma�a�nio Salto Santiago",-52.56321,-25.55582,NA,NA,"4122156","rio bonito do iguaçu","pr",-52.56321,-25.55582,NA,"br","br_pr_NA_4122156",FALSE
"892","Ribeir�o do Saco",-48.7355657,-26.2260318,NA,"SFS","4216206","são francisco do sul","sc",-48.7355657,-26.2260318,NA,"br","br_sc_NA_4216206",TRUE
"893","Ribeir�o Grande",-48.6136331,-26.3255503,NA,"SFS","4216206","são francisco do sul","sc",-48.6136331,-26.3255503,NA,"br","br_sc_NA_4216206",TRUE
"894","Ribeir�o Retiro Alegre",-48.7266362,-26.2349611,NA,"SFS","4216206","são francisco do sul","sc",-48.7266362,-26.2349611,NA,"br","br_sc_NA_4216206",TRUE
"895","Rio Acarai I",-48.5933565,-26.3312126,NA,"SFS","4216206","são francisco do sul","sc",-48.5933565,-26.3312126,"rioacaraii","br","br_sc_rioacaraii_4216206",FALSE
"896","Rio Acarai II",-48.5891745,-26.3522597,NA,"SFS","4216206","são francisco do sul","sc",-48.5891745,-26.3522597,"rioacaraiii","br","br_sc_rioacaraiii_4216206",FALSE
"897","Rio Acarai III",-48.5888838,-26.3517855,NA,"SFS","4216206","são francisco do sul","sc",-48.5888838,-26.3517855,"rioacaraiiii","br","br_sc_rioacaraiiii_4216206",FALSE
"898","Rio Bucuriuma",-48.8021469,-26.1452492,NA,"Jlle","4209102","joinville","sc",-48.8021469,-26.1452492,"riobucuriuma","br","br_sc_riobucuriuma_4209102",FALSE
"899","Rio Comprido",-48.8071736,-26.276178,NA,"Jlle","4209102","joinville","sc",-48.8071736,-26.276178,"riocomprido","br","br_sc_riocomprido_4209102",FALSE
"900","Rio das Ostras",-48.8002712,-26.1599503,NA,"Jlle","4209102","joinville","sc",-48.8002712,-26.1599503,"riodasostras","br","br_sc_riodasostras_4209102",FALSE
"901","Rio Fagundes",-48.8110787,-26.1687255,NA,"Jlle","4209102","joinville","sc",-48.8110787,-26.1687255,"riofagundes","br","br_sc_riofagundes_4209102",FALSE
"902","Quebra-Queixo",-52.5562,-26.66043,NA,NA,"4207684","ipuaçu","sc",-52.5562,-26.66043,"quebraqueixo","br","br_sc_quebraqueixo_4207684",FALSE
"903","Rio Ferreira",-48.8106259,-26.1479867,NA,"Jlle","4209102","joinville","sc",-48.8106259,-26.1479867,"rioferreira","br","br_sc_rioferreira_4209102",FALSE
"904","Rio Inferninho",-48.622089,-26.144464,NA,"Barra Velha","4208450","itapoá","sc",-48.622089,-26.144464,"rioinferninho","br","br_sc_rioinferninho_4208450",FALSE
"905","Rio Itapocu",-48.7197073,-26.6014192,NA,"Barra Velha","4202107","barra velha","sc",-48.7197073,-26.6014192,"rioitapocu","br","br_sc_rioitapocu_4202107",FALSE
"906","Rio Parati IV",-48.7377272,-26.3729868,NA,"SFS","4201307","araquari","sc",-48.7377272,-26.3729868,"rioparatiiv","br","br_sc_rioparatiiv_4201307",FALSE
"907","Rio Parati V",-48.7146707,-26.3501752,NA,"SFS","4201307","araquari","sc",-48.7146707,-26.3501752,"rioparativ","br","br_sc_rioparativ_4201307",FALSE
"908","Rio Pereque",-48.6462099,-26.4634094,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6462099,-26.4634094,"riopereque","br","br_sc_riopereque_4202057",FALSE
"909","Rio Pinheiros I",-48.6328796,-26.4190225,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6328796,-26.4190225,"riopinheirosi","br","br_sc_riopinheirosi_4202057",FALSE
"910","Rio Pinheiros II",-48.6353824,-26.423098,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6353824,-26.423098,"riopinheirosii","br","br_sc_riopinheirosii_4202057",FALSE
"911","Rio Pirabeiraba",-48.823192,-26.1444497,NA,"Jlle","4209102","joinville","sc",-48.823192,-26.1444497,"riopirabeiraba","br","br_sc_riopirabeiraba_4209102",FALSE
"912","Rio Riacho",-48.7577521,-26.3176074,NA,"Jlle","4209102","joinville","sc",-48.7577521,-26.3176074,"rioriacho","br","br_sc_rioriacho_4209102",FALSE
"913","Quebra-Queixo",-52.55503,-26.65727,NA,NA,"4207684","ipuaçu","sc",-52.55503,-26.65727,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"914","Rio Sai-Mirim I",-48.6519828,-26.0966706,NA,"Itapo�","4208450","itapoá","sc",-48.6519828,-26.0966706,"riosaimirimi","br","br_sc_riosaimirimi_4208450",FALSE
"915","Rio Sambaqui",-48.7926361,-26.1638858,NA,"Jlle","4209102","joinville","sc",-48.7926361,-26.1638858,"riosambaqui","br","br_sc_riosambaqui_4209102",FALSE
"916","Rio Velho da Barra do Sul",-48.6403333,-26.3901314,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6403333,-26.3901314,"riovelhodabarradosul","br","br_sc_riovelhodabarradosul_4202057",FALSE
"917","Rio Velho I",-48.7835797,-26.3092094,NA,"Jlle","4209102","joinville","sc",-48.7835797,-26.3092094,"riovelhoi","br","br_sc_riovelhoi_4209102",FALSE
"918","Rio Velho II",-48.7872285,-26.3142838,NA,"Jlle","4209102","joinville","sc",-48.7872285,-26.3142838,"riovelhoii","br","br_sc_riovelhoii_4209102",FALSE
"919","Rio Velho II da Barra do Sul",-48.6320913,-26.3908796,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6320913,-26.3908796,"riovelhoiidabarradosul","br","br_sc_riovelhoiidabarradosul_4202057",FALSE
"920","Rua Guaira",-48.8085323,-26.2518119,NA,"Jlle","4209102","joinville","sc",-48.8085323,-26.2518119,"ruaguaira","br","br_sc_ruaguaira_4209102",FALSE
"921","Sai-Gua�u",-48.6412368,-25.9804327,NA,"Itapo�","4208450","itapoá","sc",-48.6412368,-25.9804327,NA,"br","br_sc_NA_4208450",FALSE
"922","Tapera",-48.6178355,-26.2601098,NA,"SFS","4216206","são francisco do sul","sc",-48.6178355,-26.2601098,"tapera","br","br_sc_tapera_4216206",FALSE
"923","Tetequera",-48.6294179,-26.4040203,NA,"Barra do Sul","4202057","balneário barra do sul","sc",-48.6294179,-26.4040203,"tetequera","br","br_sc_tetequera_4202057",FALSE
"924","Quebra-Queixo",-52.55177,-26.66958,NA,NA,"4207684","ipuaçu","sc",-52.55177,-26.66958,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"925","Tiburtius",-48.7980842,-26.16776,NA,"Jlle","4209102","joinville","sc",-48.7980842,-26.16776,"tiburtius","br","br_sc_tiburtius_4209102",FALSE
"926","Vila da Gl�ria I",-48.655347,-26.1959194,NA,"SFS","4216206","são francisco do sul","sc",-48.655347,-26.1959194,NA,"br","br_sc_NA_4216206",TRUE
"927","Vila da Gl�ria II",-48.6594212,-26.2147848,NA,"SFS","4216206","são francisco do sul","sc",-48.6594212,-26.2147848,NA,"br","br_sc_NA_4216206",TRUE
"928","Vila da Gl�ria III",-48.6600614,-26.2147952,NA,"SFS","4216206","são francisco do sul","sc",-48.6600614,-26.2147952,NA,"br","br_sc_NA_4216206",TRUE
"929","Vila da Gl�ria IV",-48.657793,-26.1981614,NA,"SFS","4216206","são francisco do sul","sc",-48.657793,-26.1981614,NA,"br","br_sc_NA_4216206",TRUE
"930","Vila da Gl�ria V",-48.6590414,-26.2012682,NA,"SFS","4216206","são francisco do sul","sc",-48.6590414,-26.2012682,NA,"br","br_sc_NA_4216206",TRUE
"931","Quebra-Queixo",-52.54939,-26.66043,NA,NA,"4207684","ipuaçu","sc",-52.54939,-26.66043,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"932","Quebra-Queixo",-52.54851,-26.67024,NA,NA,"4207684","ipuaçu","sc",-52.54851,-26.67024,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"933","Quebra-Queixo",-52.54847,-26.66742,NA,NA,"4207684","ipuaçu","sc",-52.54847,-26.66742,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"934","Quebra-Queixo",-52.54757,-26.62355,NA,NA,"4216107","são domingos","sc",-52.54757,-26.62355,"quebraqueixo","br","br_sc_quebraqueixo_4216107",FALSE
"935","Quebra-Queixo",-52.54666,-26.6721,NA,NA,"4207684","ipuaçu","sc",-52.54666,-26.6721,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"936","Quebra-Queixo",-52.54247,-26.67247,NA,NA,"4207684","ipuaçu","sc",-52.54247,-26.67247,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"937","Sanga Funda 4",-54.5351,-25.39762,NA,NA,"4108304","foz do iguaçu","pr",-54.5351,-25.39762,"sangafunda4","br","br_pr_sangafunda4_4108304",FALSE
"938","Quebra-Queixo",-52.54231,-26.66208,NA,NA,"4216107","são domingos","sc",-52.54231,-26.66208,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"939","Quebra-Queixo",-52.54168,-26.67513,NA,NA,"4207684","ipuaçu","sc",-52.54168,-26.67513,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"940","Quebra-Queixo",-52.54051,-26.6489,NA,NA,"4216107","são domingos","sc",-52.54051,-26.6489,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"941","Quebra-Queixo",-52.53959,-26.67266,NA,NA,"4207684","ipuaçu","sc",-52.53959,-26.67266,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"942","Quebra-Queixo",-52.53918,-26.66206,NA,NA,"4216107","são domingos","sc",-52.53918,-26.66206,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"943","Quebra-Queixo",-52.53893,-26.66977,NA,NA,"4207684","ipuaçu","sc",-52.53893,-26.66977,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"944","Quebra-Queixo",-52.53776,-26.6319,NA,NA,"4207684","ipuaçu","sc",-52.53776,-26.6319,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"945","Quebra-Queixo",-52.53671,-26.65553,NA,NA,"4216107","são domingos","sc",-52.53671,-26.65553,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"946","Quebra-Queixo",-52.53617,-26.61995,NA,NA,"4216107","são domingos","sc",-52.53617,-26.61995,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"947","Quebra-Queixo",-52.53284,-26.62891,NA,NA,"4207684","ipuaçu","sc",-52.53284,-26.62891,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"948","Laranjal 1",-54.61234,-25.46243,NA,NA,"4108304","foz do iguaçu","pr",-54.61234,-25.46243,"laranjal1","br","br_pr_laranjal1_4108304",FALSE
"949","Ranchinho",-54.52384,-25.41297,NA,NA,"4108304","foz do iguaçu","pr",-54.52384,-25.41297,"ranchinho","br","br_pr_ranchinho_4108304",FALSE
"950","Quebra-Queixo",-52.53064,-26.66879,NA,NA,"4207684","ipuaçu","sc",-52.53064,-26.66879,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"951","Quebra-Queixo",-52.53035,-26.64509,NA,NA,"4207684","ipuaçu","sc",-52.53035,-26.64509,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"952","Quebra-Queixo",-52.52955,-26.61905,NA,NA,"4216107","são domingos","sc",-52.52955,-26.61905,"quebraqueixo","br","br_sc_quebraqueixo_4216107",TRUE
"953","Quebra-Queixo",-52.52873,-26.64203,NA,NA,"4207684","ipuaçu","sc",-52.52873,-26.64203,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"954","Quebra-Queixo",-52.52845,-26.66564,NA,NA,"4207684","ipuaçu","sc",-52.52845,-26.66564,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"955","Quebra-Queixo",-52.52769,-26.66073,NA,NA,"4207684","ipuaçu","sc",-52.52769,-26.66073,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"956","Ciro Carletto",-52.524,-26.18208,NA,NA,"4105706","clevelândia","pr",-52.524,-26.18208,"cirocarletto","br","br_pr_cirocarletto_4105706",FALSE
"957","Rio Crim 1",-52.52293,-25.64069,NA,NA,"4122156","rio bonito do iguaçu","pr",-52.52293,-25.64069,"riocrim1","br","br_pr_riocrim1_4122156",FALSE
"958","Quebra-Queixo",-52.52205,-26.65983,NA,NA,"4207684","ipuaçu","sc",-52.52205,-26.65983,"quebraqueixo","br","br_sc_quebraqueixo_4207684",TRUE
"959","Augusto Pinheiro",-52.5188,-26.16679,NA,NA,"4105706","clevelândia","pr",-52.5188,-26.16679,"augustopinheiro","br","br_pr_augustopinheiro_4105706",FALSE
"960","Alto do Bela Vista 1",-54.51973,-25.42061,NA,NA,"4108304","foz do iguaçu","pr",-54.51973,-25.42061,"altodobelavista1","br","br_pr_altodobelavista1_4108304",FALSE
"961","Norberto Pillati",-52.51862,-26.15325,NA,NA,"4105706","clevelândia","pr",-52.51862,-26.15325,"norbertopillati","br","br_pr_norbertopillati_4105706",FALSE
"962","Rio Crim 3",-52.5142,-25.63776,NA,NA,"4120150","porto barreiro","pr",-52.5142,-25.63776,"riocrim3","br","br_pr_riocrim3_4120150",FALSE
"963","Baneiras Salto Santiago 1",-52.5051,-25.66974,NA,NA,"4105409","chopinzinho","pr",-52.5051,-25.66974,"baneirassaltosantiago1","br","br_pr_baneirassaltosantiago1_4105409",FALSE
"964","Pedro Inoca�a�ncio",-52.49993,-26.17782,NA,NA,"4105706","clevelândia","pr",-52.49993,-26.17782,NA,"br","br_pr_NA_4105706",FALSE
"965","RS-RP-144",-52.49506,-29.7065,NA,NA,"4322707","vera cruz","rs",-52.49506,-29.7065,"rsrp144","br","br_rs_rsrp144_4322707",FALSE
"966","Sa�a�tio 06",-52.49307,-26.26461,NA,NA,"4105706","clevelândia","pr",-52.49307,-26.26461,NA,"br","br_pr_NA_4105706",TRUE
"967","Lajeado da Erva 1",-52.47231,-25.66915,NA,NA,"4120150","porto barreiro","pr",-52.47231,-25.66915,"lajeadodaerva1","br","br_pr_lajeadodaerva1_4120150",FALSE
"968","Lajeado da Erva 2",-52.47034,-25.66794,NA,NA,"4120150","porto barreiro","pr",-52.47034,-25.66794,"lajeadodaerva2","br","br_pr_lajeadodaerva2_4120150",FALSE
"969","Porto Santa 1",-52.46907,-25.66636,NA,NA,"4120150","porto barreiro","pr",-52.46907,-25.66636,"portosanta1","br","br_pr_portosanta1_4120150",FALSE
"970","Porto Santa 2",-52.46754,-25.6649,NA,NA,"4120150","porto barreiro","pr",-52.46754,-25.6649,"portosanta2","br","br_pr_portosanta2_4120150",FALSE
"971","Capoeira",-54.51849,-25.41846,NA,NA,"4108304","foz do iguaçu","pr",-54.51849,-25.41846,"capoeira","br","br_pr_capoeira_4108304",FALSE
"972","Belarmino Jose dos Santos",-52.45365,-26.19771,NA,NA,"4105706","clevelândia","pr",-52.45365,-26.19771,"belarminojosedossantos","br","br_pr_belarminojosedossantos_4105706",FALSE
"973","Rubens Daroit",-52.44969,-26.24153,NA,NA,"4105706","clevelândia","pr",-52.44969,-26.24153,"rubensdaroit","br","br_pr_rubensdaroit_4105706",FALSE
"974","Antonio da Silva Godoy",-52.44692,-26.21989,NA,NA,"4105706","clevelândia","pr",-52.44692,-26.21989,"antoniodasilvagodoy","br","br_pr_antoniodasilvagodoy_4105706",FALSE
"975","Sa�a�tio 04",-52.44633,-26.36971,NA,NA,"4105706","clevelândia","pr",-52.44633,-26.36971,NA,"br","br_pr_NA_4105706",TRUE
"976","Bento Rosa",-52.44421,-26.24339,NA,NA,"4109658","honório serpa","pr",-52.44421,-26.24339,"bentorosa","br","br_pr_bentorosa_4109658",FALSE
"977","Ilha Grande",-52.4361,-25.67317,NA,NA,"4120150","porto barreiro","pr",-52.4361,-25.67317,"ilhagrande","br","br_pr_ilhagrande_4120150",FALSE
"978","Rio Iguacu 1",-52.42697,-25.68044,NA,NA,"4120150","porto barreiro","pr",-52.42697,-25.68044,"rioiguacu1","br","br_pr_rioiguacu1_4120150",FALSE
"979","Rio Iguacu 2",-52.42249,-25.68407,NA,NA,"4120150","porto barreiro","pr",-52.42249,-25.68407,"rioiguacu2","br","br_pr_rioiguacu2_4120150",FALSE
"980","Corrego Barra Grande 2",-52.41643,-25.63036,NA,NA,"4120150","porto barreiro","pr",-52.41643,-25.63036,"corregobarragrande2","br","br_pr_corregobarragrande2_4120150",FALSE
"981","Rio Iguacu 4",-52.41387,-25.68224,NA,NA,"4120150","porto barreiro","pr",-52.41387,-25.68224,"rioiguacu4","br","br_pr_rioiguacu4_4120150",FALSE
"982","Variatti",-54.51774,-25.42361,NA,NA,"4108304","foz do iguaçu","pr",-54.51774,-25.42361,"variatti","br","br_pr_variatti_4108304",FALSE
"983","Rio Cavernoso 1",-52.41311,-25.66137,NA,NA,"4120150","porto barreiro","pr",-52.41311,-25.66137,"riocavernoso1","br","br_pr_riocavernoso1_4120150",FALSE
"984","Santa Cruz",-52.4121,-25.64614,NA,NA,"4120150","porto barreiro","pr",-52.4121,-25.64614,"santacruz","br","br_pr_santacruz_4120150",FALSE
"985","RS-RP-24",-52.40851,-29.5725,NA,NA,"4316808","santa cruz do sul","rs",-52.40851,-29.5725,"rsrp24","br","br_rs_rsrp24_4316808",FALSE
"986","Corrego Barra Grande 1",-52.40847,-25.63668,NA,NA,"4120150","porto barreiro","pr",-52.40847,-25.63668,"corregobarragrande1","br","br_pr_corregobarragrande1_4120150",FALSE
"987","Rio Cavernoso 3",-52.4037,-25.68073,NA,NA,"4120150","porto barreiro","pr",-52.4037,-25.68073,"riocavernoso3","br","br_pr_riocavernoso3_4120150",FALSE
"988","Rio Feio",-52.39625,-25.63856,NA,NA,"4120150","porto barreiro","pr",-52.39625,-25.63856,"riofeio","br","br_pr_riofeio_4120150",FALSE
"989","Rio Cavernoso 2",-52.3934,-25.69372,NA,NA,"4120150","porto barreiro","pr",-52.3934,-25.69372,"riocavernoso2","br","br_pr_riocavernoso2_4120150",FALSE
"990","LTSsantiagoIta",-52.35325,-26.91067,NA,NA,"4219507","xanxerê","sc",-52.35325,-26.91067,"ltssantiagoita","br","br_sc_ltssantiagoita_4219507",FALSE
"991","RS-RP-150 A-B",-52.35319,-29.63244,NA,NA,"4316808","santa cruz do sul","rs",-52.35319,-29.63244,"rsrp150ab","br","br_rs_rsrp150ab_4316808",FALSE
"992","Tradicao Taquara",-52.32443,-27.56593,NA,NA,"4307005","erechim","rs",-52.32443,-27.56593,"tradicaotaquara","br","br_rs_tradicaotaquara_4307005",FALSE
"993","Alto do Bela Vista 3",-54.51596,-25.42163,NA,NA,"4108304","foz do iguaçu","pr",-54.51596,-25.42163,"altodobelavista3","br","br_pr_altodobelavista3_4108304",FALSE
"994","Rio Luciano 1",-52.31841,-25.72036,NA,NA,"4105409","chopinzinho","pr",-52.31841,-25.72036,"rioluciano1","br","br_pr_rioluciano1_4105409",FALSE
"995","Rio Luciano 2",-52.3064,-25.70786,NA,NA,"4104428","candói","pr",-52.3064,-25.70786,"rioluciano2","br","br_pr_rioluciano2_4104428",FALSE
"996","Tradicao Taquara",-52.30059,-27.5982,NA,NA,"4307005","erechim","rs",-52.30059,-27.5982,"tradicaotaquara","br","br_rs_tradicaotaquara_4307005",TRUE
"997","UHE Salto Santiago 6",-52.25508,-25.73487,NA,NA,"4104428","candói","pr",-52.25508,-25.73487,"uhesaltosantiago6","br","br_pr_uhesaltosantiago6_4104428",FALSE
"998","Rio Palmeirinha 1",-52.24486,-25.74543,NA,NA,"4105409","chopinzinho","pr",-52.24486,-25.74543,"riopalmeirinha1","br","br_pr_riopalmeirinha1_4105409",FALSE
"999","Porto Santa Maria",-52.2384,-25.7421,NA,NA,"4105409","chopinzinho","pr",-52.2384,-25.7421,"portosantamaria","br","br_pr_portosantamaria_4105409",FALSE
"1000","Ponte Nova",-52.23112,-25.7378,NA,NA,"4104428","candói","pr",-52.23112,-25.7378,"pontenova","br","br_pr_pontenova_4104428",FALSE
"1001","Corredeira Grande - 1",-52.2228,-25.7502,NA,NA,"4108452","foz do jordão","pr",-52.2228,-25.7502,"corredeiragrande1","br","br_pr_corredeiragrande1_4108452",FALSE
"1002","Lajeado grande dos a�a�ndios",-52.21719,-25.75853,NA,NA,"4105409","chopinzinho","pr",-52.21719,-25.75853,NA,"br","br_pr_NA_4105409",FALSE
"1003","Estrada",-52.21216,-24.69377,NA,NA,"4115739","mato rico","pr",-52.21216,-24.69377,"estrada","br","br_pr_estrada_4115739",FALSE
"1004","Figueira 3",-54.5076,-25.43878,NA,NA,"4108304","foz do iguaçu","pr",-54.5076,-25.43878,"figueira3","br","br_pr_figueira3_4108304",FALSE
"1005","Belao",-52.21128,-25.91151,NA,NA,"4114401","mangueirinha","pr",-52.21128,-25.91151,"belao","br","br_pr_belao_4114401",FALSE
"1006","Rio Portao 1",-52.17817,-25.86423,NA,NA,"4114401","mangueirinha","pr",-52.17817,-25.86423,"rioportao1","br","br_pr_rioportao1_4114401",FALSE
"1007","Porto Fanol",-52.17605,-25.74733,NA,NA,"4108452","foz do jordão","pr",-52.17605,-25.74733,"portofanol","br","br_pr_portofanol_4108452",FALSE
"1008","Rio Portao 2",-52.17574,-25.86727,NA,NA,"4114401","mangueirinha","pr",-52.17574,-25.86727,"rioportao2","br","br_pr_rioportao2_4114401",FALSE
"1009","Fonte do Encantilado",-52.17182,-25.84202,NA,NA,"4114401","mangueirinha","pr",-52.17182,-25.84202,"fontedoencantilado","br","br_pr_fontedoencantilado_4114401",FALSE
"1010","Cachoeira",-52.17137,-25.82441,NA,NA,"4114401","mangueirinha","pr",-52.17137,-25.82441,"cachoeira","br","br_pr_cachoeira_4114401",FALSE
"1011","Campi Bela 2",-52.17025,-25.87524,NA,NA,"4114401","mangueirinha","pr",-52.17025,-25.87524,"campibela2","br","br_pr_campibela2_4114401",FALSE
"1012","Ninhal Garcas 1",-52.16962,-25.74531,NA,NA,"4108452","foz do jordão","pr",-52.16962,-25.74531,"ninhalgarcas1","br","br_pr_ninhalgarcas1_4108452",FALSE
"1013","Sa�a�tio Rio Vila Nova 1",-52.16719,-25.87932,NA,NA,"4114401","mangueirinha","pr",-52.16719,-25.87932,NA,"br","br_pr_NA_4114401",FALSE
"1014","(Sa�a�tio) das Palmeiras",-52.16663,-25.83098,NA,NA,"4121752","reserva do iguaçu","pr",-52.16663,-25.83098,NA,"br","br_pr_NA_4121752",FALSE
"1015","Figueira 1",-54.50535,-25.44054,NA,NA,"4108304","foz do iguaçu","pr",-54.50535,-25.44054,"figueira1","br","br_pr_figueira1_4108304",FALSE
"1016","(Sa�a�tio) Santo Antao 1",-52.16663,-25.83098,NA,NA,"4121752","reserva do iguaçu","pr",-52.16663,-25.83098,NA,"br","br_pr_NA_4121752",TRUE
"1017","(Sa�a�tio Antao 2) Santo Antao 2",-52.16663,-25.83098,NA,NA,"4121752","reserva do iguaçu","pr",-52.16663,-25.83098,NA,"br","br_pr_NA_4121752",TRUE
"1018","Corredeira",-52.15749,-25.81459,NA,NA,"4114401","mangueirinha","pr",-52.15749,-25.81459,"corredeira","br","br_pr_corredeira_4114401",FALSE
"1019","Sa�a�tio La�a�tico Valdir Pircinis",-52.15609,-24.58342,NA,NA,"4122503","roncador","pr",-52.15609,-24.58342,NA,"br","br_pr_NA_4122503",FALSE
"1020","Ilha Grande",-52.14966,-25.87587,NA,NA,"4114401","mangueirinha","pr",-52.14966,-25.87587,"ilhagrande","br","br_pr_ilhagrande_4114401",FALSE
"1021","RS-T-100",-52.14908,-28.89108,NA,NA,"4301404","arvorezinha","rs",-52.14908,-28.89108,"rst100","br","br_rs_rst100_4301404",FALSE
"1022","Tradicao Taquara",-52.1422,-27.58537,NA,NA,"4308706","gaurama","rs",-52.1422,-27.58537,"tradicaotaquara","br","br_rs_tradicaotaquara_4308706",FALSE
