"","nome_inicial","long_inicial","lat_incial","est_inicial","mun_inicial","cod_mun","nm_mun","estado","longitude","latitude","nome","pais","id","id_duplicado"
"1023","do Monolito",-52.1387,-25.78916,NA,NA,"4114401","mangueirinha","pr",-52.1387,-25.78916,"domonolito","br","br_pr_domonolito_4114401",FALSE
"1024","da Barragem",-52.13153,-25.78803,NA,NA,"4114401","mangueirinha","pr",-52.13153,-25.78803,"dabarragem","br","br_pr_dabarragem_4114401",FALSE
"1025","(Sa�a�tio) Coral",-52.11548,-25.77663,NA,NA,"4121752","reserva do iguaçu","pr",-52.11548,-25.77663,NA,"br","br_pr_NA_4121752",TRUE
"1026","Arroio Sto Antonio",-54.50373,-25.44253,NA,NA,"4108304","foz do iguaçu","pr",-54.50373,-25.44253,"arroiostoantonio","br","br_pr_arroiostoantonio_4108304",FALSE
"1027","(Sa�a�tio) Arroio da Divisa",-52.11303,-25.79945,NA,NA,"4121752","reserva do iguaçu","pr",-52.11303,-25.79945,NA,"br","br_pr_NA_4121752",TRUE
"1028","Sa�a�tio do Deposito",-52.10815,-25.78502,NA,NA,"4121752","reserva do iguaçu","pr",-52.10815,-25.78502,NA,"br","br_pr_NA_4121752",TRUE
"1029","Barra do Rio Butia 2",-52.09568,-25.93229,NA,NA,"4114401","mangueirinha","pr",-52.09568,-25.93229,"barradoriobutia2","br","br_pr_barradoriobutia2_4114401",FALSE
"1030","do Mate",-52.08949,-25.75726,NA,NA,"4108452","foz do jordão","pr",-52.08949,-25.75726,"domate","br","br_pr_domate_4108452",FALSE
"1031","Sa�a�tio Barra do Butia 3",-52.08495,-25.94601,NA,NA,"4106456","coronel domingos soares","pr",-52.08495,-25.94601,NA,"br","br_pr_NA_4106456",FALSE
"1032","Barra do rio Estreito",-52.08491,-25.75961,NA,NA,"4121752","reserva do iguaçu","pr",-52.08491,-25.75961,"barradorioestreito","br","br_pr_barradorioestreito_4121752",FALSE
"1033","Sa�a�tio da Fogueira",-52.07592,-25.94462,NA,NA,"4106456","coronel domingos soares","pr",-52.07592,-25.94462,NA,"br","br_pr_NA_4106456",TRUE
"1034","Tradicao Taquara",-52.07334,-27.94542,NA,NA,"4305371","charrua","rs",-52.07334,-27.94542,"tradicaotaquara","br","br_rs_tradicaotaquara_4305371",FALSE
"1035","(Passo do Aterrado) Corrego do Passo do Aterrado",-52.07204,-25.75114,NA,NA,"4121752","reserva do iguaçu","pr",-52.07204,-25.75114,"passodoaterradocorregodopassodoaterrado","br","br_pr_passodoaterradocorregodopassodoaterrado_4121752",FALSE
"1036","(Sa�a�tio) Arroio Feio 2",-52.04961,-25.93494,NA,NA,"4121752","reserva do iguaçu","pr",-52.04961,-25.93494,NA,"br","br_pr_NA_4121752",TRUE
"1037","Passo Cua�a� 1",-54.4944,-25.30763,NA,NA,"4108304","foz do iguaçu","pr",-54.4944,-25.30763,NA,"br","br_pr_NA_4108304",FALSE
"1038","(Sa�a�tio) Arroio Feio 5",-52.04393,-25.93622,NA,NA,"4121752","reserva do iguaçu","pr",-52.04393,-25.93622,NA,"br","br_pr_NA_4121752",TRUE
"1039","Canteiro UHE Fundao 2",-52.04001,-25.71057,NA,NA,"4108452","foz do jordão","pr",-52.04001,-25.71057,"canteirouhefundao2","br","br_pr_canteirouhefundao2_4108452",FALSE
"1040","Canteiro UHE Fundao 3",-52.03956,-25.71499,NA,NA,"4108452","foz do jordão","pr",-52.03956,-25.71499,"canteirouhefundao3","br","br_pr_canteirouhefundao3_4108452",FALSE
"1041","Casa Forca Fundao 3",-52.03762,-25.7207,NA,NA,"4108452","foz do jordão","pr",-52.03762,-25.7207,"casaforcafundao3","br","br_pr_casaforcafundao3_4108452",FALSE
"1042","Sa�a�tio Fazenda Don Jose",-52.03595,-25.95348,NA,NA,"4106456","coronel domingos soares","pr",-52.03595,-25.95348,NA,"br","br_pr_NA_4106456",TRUE
"1043","(Sa�a�tio) Sete Ilhas",-52.03595,-25.95348,NA,NA,"4106456","coronel domingos soares","pr",-52.03595,-25.95348,NA,"br","br_pr_NA_4106456",TRUE
"1044","Arroio Feio 3",-52.03435,-25.94222,NA,NA,"4121752","reserva do iguaçu","pr",-52.03435,-25.94222,"arroiofeio3","br","br_pr_arroiofeio3_4121752",FALSE
"1045","(Sa�a�tio) Arroio Feio 4",-52.03435,-25.94222,NA,NA,"4121752","reserva do iguaçu","pr",-52.03435,-25.94222,NA,"br","br_pr_NA_4121752",TRUE
"1046","Casa Forca Fundao 1",-52.03337,-25.71487,NA,NA,"4108452","foz do jordão","pr",-52.03337,-25.71487,"casaforcafundao1","br","br_pr_casaforcafundao1_4108452",FALSE
"1047","Casa Forca Fundao 8",-52.03282,-25.7208,NA,NA,"4108452","foz do jordão","pr",-52.03282,-25.7208,"casaforcafundao8","br","br_pr_casaforcafundao8_4108452",FALSE
"1048","Fazenda Cacula",-54.4792,-25.26516,NA,NA,"4108304","foz do iguaçu","pr",-54.4792,-25.26516,"fazendacacula","br","br_pr_fazendacacula_4108304",FALSE
"1049","Casa Forca Fundao 4",-52.03268,-25.71835,NA,NA,"4108452","foz do jordão","pr",-52.03268,-25.71835,"casaforcafundao4","br","br_pr_casaforcafundao4_4108452",FALSE
"1050","Canteiro UHE Fundao 1",-52.03153,-25.71736,NA,NA,"4108452","foz do jordão","pr",-52.03153,-25.71736,"canteirouhefundao1","br","br_pr_canteirouhefundao1_4108452",FALSE
"1051","Vaca Branca II",-52.02518,-25.7197,NA,NA,"4108452","foz do jordão","pr",-52.02518,-25.7197,"vacabrancaii","br","br_pr_vacabrancaii_4108452",FALSE
"1052","Vaca Branca  I",-52.02421,-25.72287,NA,NA,"4108452","foz do jordão","pr",-52.02421,-25.72287,"vacabrancai","br","br_pr_vacabrancai_4108452",FALSE
"1053","Campo Bonito (1) I",-52.02218,-25.71882,NA,NA,"4119301","pinhão","pr",-52.02218,-25.71882,"campobonito1i","br","br_pr_campobonito1i_4119301",FALSE
"1054","Sa�a�tio La�a�tico Santa Rita",-52.01636,-24.78114,NA,NA,"4123857","santa maria do oeste","pr",-52.01636,-24.78114,NA,"br","br_pr_NA_4123857",FALSE
"1055","Fazenda Santa Maria",-52.01028,-26.51533,NA,NA,"4117602","palmas","pr",-52.01028,-26.51533,"fazendasantamaria","br","br_pr_fazendasantamaria_4117602",FALSE
"1056","Eixo Barragem UHE Fundao 7",-52.00872,-25.70663,NA,NA,"4108452","foz do jordão","pr",-52.00872,-25.70663,"eixobarragemuhefundao7","br","br_pr_eixobarragemuhefundao7_4108452",FALSE
"1057","Eixo Barragem UHE Fundao 1",-52.00854,-25.71063,NA,NA,"4108452","foz do jordão","pr",-52.00854,-25.71063,"eixobarragemuhefundao1","br","br_pr_eixobarragemuhefundao1_4108452",FALSE
"1058","Eixo Barragem UHE Fundao 5",-52.00802,-25.70587,NA,NA,"4108452","foz do jordão","pr",-52.00802,-25.70587,"eixobarragemuhefundao5","br","br_pr_eixobarragemuhefundao5_4108452",FALSE
"1059","Eixo da Barragem 2",-54.57966,-25.39835,NA,NA,"4108304","foz do iguaçu","pr",-54.57966,-25.39835,"eixodabarragem2","br","br_pr_eixodabarragem2_4108304",FALSE
"1060","Passo Cua�a� 2",-54.47847,-25.32809,NA,NA,"4108304","foz do iguaçu","pr",-54.47847,-25.32809,NA,"br","br_pr_NA_4108304",TRUE
"1061","Eixo Barragem UHE Fundao 2",-52.00678,-25.71004,NA,NA,"4108452","foz do jordão","pr",-52.00678,-25.71004,"eixobarragemuhefundao2","br","br_pr_eixobarragemuhefundao2_4108452",FALSE
"1062","Campo Bonito (2) II",-52.00677,-25.72254,NA,NA,"4119301","pinhão","pr",-52.00677,-25.72254,"campobonito2ii","br","br_pr_campobonito2ii_4119301",FALSE
"1063","Boa Vista II",-52.00669,-25.71396,NA,NA,"4108452","foz do jordão","pr",-52.00669,-25.71396,"boavistaii","br","br_pr_boavistaii_4108452",FALSE
"1064","Eixo Barragem UHE Fundao 4",-52.00634,-25.70583,NA,NA,"4108452","foz do jordão","pr",-52.00634,-25.70583,"eixobarragemuhefundao4","br","br_pr_eixobarragemuhefundao4_4108452",FALSE
"1065","Eixo Barragem UHE Fundao 6",-52.00589,-25.71313,NA,NA,"4108452","foz do jordão","pr",-52.00589,-25.71313,"eixobarragemuhefundao6","br","br_pr_eixobarragemuhefundao6_4108452",FALSE
"1066","Boa Vista I",-52.00475,-25.71939,NA,NA,"4108452","foz do jordão","pr",-52.00475,-25.71939,"boavistai","br","br_pr_boavistai_4108452",FALSE
"1067","Almoxarifado UHE Fundao 1",-52.00311,-25.70106,NA,NA,"4108452","foz do jordão","pr",-52.00311,-25.70106,"almoxarifadouhefundao1","br","br_pr_almoxarifadouhefundao1_4108452",FALSE
"1068","Almoxarifado UHE Fundao 2",-52.00201,-25.69999,NA,NA,"4119301","pinhão","pr",-52.00201,-25.69999,"almoxarifadouhefundao2","br","br_pr_almoxarifadouhefundao2_4119301",FALSE
"1069","Ta�a�nel UHE Fundao 2",-52.00061,-25.69753,NA,NA,"4108452","foz do jordão","pr",-52.00061,-25.69753,NA,"br","br_pr_NA_4108452",FALSE
"1070","Campo Bonito (4) IV",-51.9998,-25.72349,NA,NA,"4119301","pinhão","pr",-51.9998,-25.72349,"campobonito4iv","br","br_pr_campobonito4iv_4119301",FALSE
"1071","Passo Cua�a� 5",-54.46564,-25.32675,NA,NA,"4124053","santa terezinha de itaipu","pr",-54.46564,-25.32675,NA,"br","br_pr_NA_4124053",FALSE
"1072","Boa Vista III",-51.99978,-25.72123,NA,NA,"4108452","foz do jordão","pr",-51.99978,-25.72123,"boavistaiii","br","br_pr_boavistaiii_4108452",FALSE
"1073","Eixo Barragem UHE Fundao 3",-51.99852,-25.70947,NA,NA,"4108452","foz do jordão","pr",-51.99852,-25.70947,"eixobarragemuhefundao3","br","br_pr_eixobarragemuhefundao3_4108452",FALSE
"1074","Joao Maria Serpa 1",-51.99771,-25.69863,NA,NA,"4119301","pinhão","pr",-51.99771,-25.69863,"joaomariaserpa1","br","br_pr_joaomariaserpa1_4119301",FALSE
"1075","Boa Vista VII",-51.99723,-25.71403,NA,NA,"4108452","foz do jordão","pr",-51.99723,-25.71403,"boavistavii","br","br_pr_boavistavii_4108452",FALSE
"1076","Boa Vista VI",-51.99722,-25.71312,NA,NA,"4108452","foz do jordão","pr",-51.99722,-25.71312,"boavistavi","br","br_pr_boavistavi_4108452",FALSE
"1077","Corrego da Divisa",-51.9966,-26.5451,NA,NA,"4117602","palmas","pr",-51.9966,-26.5451,"corregodadivisa","br","br_pr_corregodadivisa_4117602",FALSE
"1078","Joao Maria Serpa 2",-51.99598,-25.69841,NA,NA,"4119301","pinhão","pr",-51.99598,-25.69841,"joaomariaserpa2","br","br_pr_joaomariaserpa2_4119301",FALSE
"1079","Boa Vista V",-51.99573,-25.71404,NA,NA,"4108452","foz do jordão","pr",-51.99573,-25.71404,"boavistav","br","br_pr_boavistav_4108452",FALSE
"1080","Edgard Rickli 2",-51.99097,-25.6833,NA,NA,"4119301","pinhão","pr",-51.99097,-25.6833,"edgardrickli2","br","br_pr_edgardrickli2_4119301",FALSE
"1081","Edgard Rickli 1",-51.99076,-25.68408,NA,NA,"4119301","pinhão","pr",-51.99076,-25.68408,"edgardrickli1","br","br_pr_edgardrickli1_4119301",FALSE
"1082","Passo Cua�a� 3",-54.46435,-25.32297,NA,NA,"4108304","foz do iguaçu","pr",-54.46435,-25.32297,NA,"br","br_pr_NA_4108304",TRUE
"1083","Boa Vista IV",-51.99028,-25.71814,NA,NA,"4108452","foz do jordão","pr",-51.99028,-25.71814,"boavistaiv","br","br_pr_boavistaiv_4108452",FALSE
"1084","Oscar Rickli 1",-51.98838,-25.67833,NA,NA,"4119301","pinhão","pr",-51.98838,-25.67833,"oscarrickli1","br","br_pr_oscarrickli1_4119301",FALSE
"1085","Corredeira Paulo Nunes 1",-51.98814,-25.69944,NA,NA,"4119301","pinhão","pr",-51.98814,-25.69944,"corredeirapaulonunes1","br","br_pr_corredeirapaulonunes1_4119301",FALSE
"1086","Wilson Rickli 1",-51.98355,-25.70015,NA,NA,"4119301","pinhão","pr",-51.98355,-25.70015,"wilsonrickli1","br","br_pr_wilsonrickli1_4119301",FALSE
"1087","Wilson Rickli 2",-51.97855,-25.69701,NA,NA,"4119301","pinhão","pr",-51.97855,-25.69701,"wilsonrickli2","br","br_pr_wilsonrickli2_4119301",FALSE
"1088","Casa de Forca UHE Santa Clara",-51.96612,-25.66696,NA,NA,"4119301","pinhão","pr",-51.96612,-25.66696,"casadeforcauhesantaclara","br","br_pr_casadeforcauhesantaclara_4119301",FALSE
"1089","Eixo UHE Santa Clara 3",-51.96233,-25.64964,NA,NA,"4119301","pinhão","pr",-51.96233,-25.64964,"eixouhesantaclara3","br","br_pr_eixouhesantaclara3_4119301",FALSE
"1090","Eixo UHE Santa Clara 2",-51.96023,-25.6487,NA,NA,"4119301","pinhão","pr",-51.96023,-25.6487,"eixouhesantaclara2","br","br_pr_eixouhesantaclara2_4119301",FALSE
"1091","(Sa�a�tio) do Pendente",-51.95888,-25.98344,NA,NA,"4121752","reserva do iguaçu","pr",-51.95888,-25.98344,NA,"br","br_pr_NA_4121752",TRUE
"1092","Tradicao Taquara",-51.95859,-27.95297,NA,NA,"4305371","charrua","rs",-51.95859,-27.95297,"tradicaotaquara","br","br_rs_tradicaotaquara_4305371",TRUE
"1093","Rio Sao Vicente Chico",-54.43708,-24.99746,NA,NA,"4123501","santa helena","pr",-54.43708,-24.99746,"riosaovicentechico","br","br_pr_riosaovicentechico_4123501",FALSE
"1094","Ensecadeira UHE Santa Clara 2",-51.95583,-25.65214,NA,NA,"4119301","pinhão","pr",-51.95583,-25.65214,"ensecadeirauhesantaclara2","br","br_pr_ensecadeirauhesantaclara2_4119301",FALSE
"1095","Eixo UHE Santa Clara 1",-51.95569,-25.64757,NA,NA,"4119301","pinhão","pr",-51.95569,-25.64757,"eixouhesantaclara1","br","br_pr_eixouhesantaclara1_4119301",FALSE
"1096","Canteiro UHE Santa Clara 1",-51.95536,-25.65708,NA,NA,"4119301","pinhão","pr",-51.95536,-25.65708,"canteirouhesantaclara1","br","br_pr_canteirouhesantaclara1_4119301",FALSE
"1097","Canteiro UHE Santa Clara 2",-51.95489,-25.65629,NA,NA,"4119301","pinhão","pr",-51.95489,-25.65629,"canteirouhesantaclara2","br","br_pr_canteirouhesantaclara2_4119301",FALSE
"1098","Ensecadeira UHE Santa Clara 1",-51.9539,-25.65184,NA,NA,"4119301","pinhão","pr",-51.9539,-25.65184,"ensecadeirauhesantaclara1","br","br_pr_ensecadeirauhesantaclara1_4119301",FALSE
"1099","Candoi Ferreira 1",-51.93093,-25.61746,NA,NA,"4104428","candói","pr",-51.93093,-25.61746,"candoiferreira1","br","br_pr_candoiferreira1_4104428",FALSE
"1100","Batatal Tupi 1",-51.93088,-25.64698,NA,NA,"4119301","pinhão","pr",-51.93088,-25.64698,"batataltupi1","br","br_pr_batataltupi1_4119301",FALSE
"1101","Caracu Santa Clara 1",-51.92771,-25.6239,NA,NA,"4104428","candói","pr",-51.92771,-25.6239,"caracusantaclara1","br","br_pr_caracusantaclara1_4104428",FALSE
"1102","Batatal Tupi 2",-51.92509,-25.64194,NA,NA,"4119301","pinhão","pr",-51.92509,-25.64194,"batataltupi2","br","br_pr_batataltupi2_4119301",FALSE
"1103","Papel Santa Clara 2",-51.91434,-25.6122,NA,NA,"4104428","candói","pr",-51.91434,-25.6122,"papelsantaclara2","br","br_pr_papelsantaclara2_4104428",FALSE
"1104","Corrego Lajeado 1",-54.39944,-24.84545,NA,NA,"4123501","santa helena","pr",-54.39944,-24.84545,"corregolajeado1","br","br_pr_corregolajeado1_4123501",FALSE
"1105","Caracu Casa de Forca",-51.91409,-25.61369,NA,NA,"4104428","candói","pr",-51.91409,-25.61369,"caracucasadeforca","br","br_pr_caracucasadeforca_4104428",FALSE
"1106","Fazenda Novo Rodeio 2",-51.9135,-25.65632,NA,NA,"4104428","candói","pr",-51.9135,-25.65632,"fazendanovorodeio2","br","br_pr_fazendanovorodeio2_4104428",FALSE
"1107","(Fazenda) Novo Rodeio 1",-51.9051,-25.65819,NA,NA,"4104428","candói","pr",-51.9051,-25.65819,"fazendanovorodeio1","br","br_pr_fazendanovorodeio1_4104428",FALSE
"1108","Fazenda Postinho 3",-51.90387,-25.66174,NA,NA,"4119301","pinhão","pr",-51.90387,-25.66174,"fazendapostinho3","br","br_pr_fazendapostinho3_4119301",FALSE
"1109","Fazenda Postinho 2",-51.9034,-25.66378,NA,NA,"4119301","pinhão","pr",-51.9034,-25.66378,"fazendapostinho2","br","br_pr_fazendapostinho2_4119301",FALSE
"1110","Fazenda Postinho 1",-51.90307,-25.66482,NA,NA,"4119301","pinhão","pr",-51.90307,-25.66482,"fazendapostinho1","br","br_pr_fazendapostinho1_4119301",FALSE
"1111","Fazenda Postinho 4",-51.90142,-25.66495,NA,NA,"4119301","pinhão","pr",-51.90142,-25.66495,"fazendapostinho4","br","br_pr_fazendapostinho4_4119301",FALSE
"1112","Fazenda Postinho 5",-51.89978,-25.66457,NA,NA,"4119301","pinhão","pr",-51.89978,-25.66457,"fazendapostinho5","br","br_pr_fazendapostinho5_4119301",FALSE
"1113","Fazenda Visconde 7",-51.8948,-25.64227,NA,NA,"4119301","pinhão","pr",-51.8948,-25.64227,"fazendavisconde7","br","br_pr_fazendavisconde7_4119301",FALSE
"1114","(Fazenda) Visconde 4",-51.89302,-25.64111,NA,NA,"4119301","pinhão","pr",-51.89302,-25.64111,"fazendavisconde4","br","br_pr_fazendavisconde4_4119301",FALSE
"1115","Passo Cua�a� 7",-54.39042,-25.3523,NA,NA,"4125704","são miguel do iguaçu","pr",-54.39042,-25.3523,NA,"br","br_pr_NA_4125704",FALSE
"1116","Fazenda Visconde 10",-51.88785,-25.64513,NA,NA,"4119301","pinhão","pr",-51.88785,-25.64513,"fazendavisconde10","br","br_pr_fazendavisconde10_4119301",FALSE
"1117","Fazenda Visconde (3) III",-51.88562,-25.65019,NA,NA,"4119301","pinhão","pr",-51.88562,-25.65019,"fazendavisconde3iii","br","br_pr_fazendavisconde3iii_4119301",FALSE
"1118","Fazenda Visconde 8",-51.88363,-25.64695,NA,NA,"4119301","pinhão","pr",-51.88363,-25.64695,"fazendavisconde8","br","br_pr_fazendavisconde8_4119301",FALSE
"1119","Fazenda Visconde (2) II",-51.8811,-25.6457,NA,NA,"4119301","pinhão","pr",-51.8811,-25.6457,"fazendavisconde2ii","br","br_pr_fazendavisconde2ii_4119301",FALSE
"1120","Sa�a�tio de Estruturas Subterraneas Torre 63",-51.88089,-24.62208,NA,NA,"4119608","pitanga","pr",-51.88089,-24.62208,NA,"br","br_pr_NA_4119608",FALSE
"1121","Fazenda Visconde 9",-51.88006,-25.6362,NA,NA,"4119301","pinhão","pr",-51.88006,-25.6362,"fazendavisconde9","br","br_pr_fazendavisconde9_4119301",FALSE
"1122","(Fazenda) Visconde 1",-51.87903,-25.63533,NA,NA,"4119301","pinhão","pr",-51.87903,-25.63533,"fazendavisconde1","br","br_pr_fazendavisconde1_4119301",FALSE
"1123","Dirceu Lacerda 3",-51.84541,-25.63391,NA,NA,"4104428","candói","pr",-51.84541,-25.63391,"dirceulacerda3","br","br_pr_dirceulacerda3_4104428",FALSE
"1124","Dirceu Lacerda 1",-51.84044,-25.63617,NA,NA,"4104428","candói","pr",-51.84044,-25.63617,"dirceulacerda1","br","br_pr_dirceulacerda1_4104428",FALSE
"1125","Procopio Caldas 5",-51.83708,-25.61882,NA,NA,"4119301","pinhão","pr",-51.83708,-25.61882,"procopiocaldas5","br","br_pr_procopiocaldas5_4119301",FALSE
"1126","Santa Hele",-54.34597,-24.82955,NA,NA,"4123501","santa helena","pr",-54.34597,-24.82955,"santahele","br","br_pr_santahele_4123501",FALSE
"1127","Procopio Caldas 4",-51.83694,-25.62061,NA,NA,"4119301","pinhão","pr",-51.83694,-25.62061,"procopiocaldas4","br","br_pr_procopiocaldas4_4119301",FALSE
"1128","Fil Reservatorio UHE Santa Clara 1",-51.83671,-25.61571,NA,NA,"4119301","pinhão","pr",-51.83671,-25.61571,"filreservatoriouhesantaclara1","br","br_pr_filreservatoriouhesantaclara1_4119301",FALSE
"1129","Papel Santa Clara 1",-51.83667,-25.61477,NA,NA,"4119301","pinhão","pr",-51.83667,-25.61477,"papelsantaclara1","br","br_pr_papelsantaclara1_4119301",FALSE
"1130","Procopio Caldas 1",-51.83667,-25.61477,NA,NA,"4119301","pinhão","pr",-51.83667,-25.61477,"procopiocaldas1","br","br_pr_procopiocaldas1_4119301",FALSE
"1131","Procopio Caldas 3",-51.83667,-25.61477,NA,NA,"4119301","pinhão","pr",-51.83667,-25.61477,"procopiocaldas3","br","br_pr_procopiocaldas3_4119301",FALSE
"1132","Tradicao Taquara",-51.81266,-27.69384,NA,NA,"4313607","paim filho","rs",-51.81266,-27.69384,"tradicaotaquara","br","br_rs_tradicaotaquara_4313607",FALSE
"1133","Mandirituba 01",-51.76728,-23.57486,NA,NA,"4114203","mandaguari","pr",-51.76728,-23.57486,"mandirituba01","br","br_pr_mandirituba01_4114203",FALSE
"1134","dos Pinus",-51.7226,-25.95609,NA,NA,"4102901","bituruna","pr",-51.7226,-25.95609,"dospinus","br","br_pr_dospinus_4102901",FALSE
"1135","Tradicao Taquara",-51.70921,-27.56912,NA,NA,"4311700","machadinho","rs",-51.70921,-27.56912,"tradicaotaquara","br","br_rs_tradicaotaquara_4311700",FALSE
"1136","Sa�a�tio da Sanga",-51.70534,-25.91963,NA,NA,"4102901","bituruna","pr",-51.70534,-25.91963,NA,"br","br_pr_NA_4102901",FALSE
"1137","Sete Quedas - 8",-54.26678,-24.07723,NA,NA,"4108809","guaíra","pr",-54.26678,-24.07723,"setequedas8","br","br_pr_setequedas8_4108809",FALSE
"1138","Tradicao Taquara",-51.69808,-27.584,NA,NA,"4311700","machadinho","rs",-51.69808,-27.584,"tradicaotaquara","br","br_rs_tradicaotaquara_4311700",TRUE
"1139","Tradicao Taquara",-51.68316,-27.56981,NA,NA,"4311700","machadinho","rs",-51.68316,-27.56981,"tradicaotaquara","br","br_rs_tradicaotaquara_4311700",TRUE
"1140","Tradicao Taquara",-51.67962,-27.58725,NA,NA,"4311700","machadinho","rs",-51.67962,-27.58725,"tradicaotaquara","br","br_rs_tradicaotaquara_4311700",TRUE
"1141","Cemiterio Zampieron",-51.6307,-26.10975,NA,NA,"4102901","bituruna","pr",-51.6307,-26.10975,"cemiteriozampieron","br","br_pr_cemiteriozampieron_4102901",FALSE
"1142","Rio Claro",-51.61778,-24.38275,NA,NA,"4101853","ariranha do ivaí","pr",-51.61778,-24.38275,"rioclaro","br","br_pr_rioclaro_4101853",FALSE
"1143","Rio Jacutinga-2",-51.61691,-26.01302,NA,NA,"4102901","bituruna","pr",-51.61691,-26.01302,"riojacutinga2","br","br_pr_riojacutinga2_4102901",FALSE
"1144","Habitacao Zampieron 3",-51.60764,-26.09326,NA,NA,"4102901","bituruna","pr",-51.60764,-26.09326,"habitacaozampieron3","br","br_pr_habitacaozampieron3_4102901",FALSE
"1145","Habitacao Zampieron 1",-51.60383,-26.09667,NA,NA,"4102901","bituruna","pr",-51.60383,-26.09667,"habitacaozampieron1","br","br_pr_habitacaozampieron1_4102901",FALSE
"1146","Habitacao Zampieron 2",-51.6003,-26.09788,NA,NA,"4102901","bituruna","pr",-51.6003,-26.09788,"habitacaozampieron2","br","br_pr_habitacaozampieron2_4102901",FALSE
"1147","Vila Santa Terezinha-1",-51.57807,-26.04478,NA,NA,"4102901","bituruna","pr",-51.57807,-26.04478,"vilasantaterezinha1","br","br_pr_vilasantaterezinha1_4102901",FALSE
"1148","Prainha - 5",-54.26462,-24.07996,NA,NA,"4108809","guaíra","pr",-54.26462,-24.07996,"prainha5","br","br_pr_prainha5_4108809",FALSE
"1149","Rio Azul-2",-51.57094,-24.35427,NA,NA,"4101853","ariranha do ivaí","pr",-51.57094,-24.35427,"rioazul2","br","br_pr_rioazul2_4101853",FALSE
"1150","Linha vegantes-1",-51.56594,-26.04604,NA,NA,"4102901","bituruna","pr",-51.56594,-26.04604,"linhavegantes1","br","br_pr_linhavegantes1_4102901",FALSE
"1151","agua do Prata",-51.56507,-26.00646,NA,NA,"4106803","cruz machado","pr",-51.56507,-26.00646,"aguadoprata","br","br_pr_aguadoprata_4106803",FALSE
