NM_MUN;name;pais;CD_MUN;SIGLA_UF;id;id2
candeias do jamari;pocao2;br;1100809;ro;br_ro_pocao2_1100809;FALSE
candeias do jamari;esperanca;br;1100809;ro;br_ro_esperanca_1100809;FALSE
candeias do jamari;fundiaria;br;1100809;ro;br_ro_fundiaria_1100809;FALSE
candeias do jamari;jatuarana3;br;1100809;ro;br_ro_jatuarana3_1100809;FALSE
candeias do jamari;jatuarana2;br;1100809;ro;br_ro_jatuarana2_1100809;FALSE
candeias do jamari;filipe;br;1100809;ro;br_ro_filipe_1100809;FALSE
candeias do jamari;feijoal;br;1100809;ro;br_ro_feijoal_1100809;FALSE
candeias do jamari;montecristo2;br;1100809;ro;br_ro_montecristo2_1100809;FALSE
candeias do jamari;barriente;br;1100809;ro;br_ro_barriente_1100809;FALSE
candeias do jamari;samuel1;br;1100809;ro;br_ro_samuel1_1100809;FALSE
candeias do jamari;peroba;br;1100809;ro;br_ro_peroba_1100809;FALSE
candeias do jamari;jatuarana1;br;1100809;ro;br_ro_jatuarana1_1100809;FALSE
candeias do jamari;novavida4;br;1100809;ro;br_ro_novavida4_1100809;FALSE
candeias do jamari;brecho;br;1100809;ro;br_ro_brecho_1100809;FALSE
candeias do jamari;pocao1;br;1100809;ro;br_ro_pocao1_1100809;FALSE
candeias do jamari;araca;br;1100809;ro;br_ro_araca_1100809;FALSE
candeias do jamari;jatuarana4;br;1100809;ro;br_ro_jatuarana4_1100809;FALSE
candeias do jamari;novavida3;br;1100809;ro;br_ro_novavida3_1100809;FALSE
candeias do jamari;peruano;br;1100809;ro;br_ro_peruano_1100809;FALSE
candeias do jamari;peao;br;1100809;ro;br_ro_peao_1100809;FALSE
candeias do jamari;butica1;br;1100809;ro;br_ro_butica1_1100809;FALSE
candeias do jamari;pr-3;br;1100809;ro;br_ro_pr3_1100809;FALSE
candeias do jamari;picada;br;1100809;ro;br_ro_picada_1100809;FALSE
candeias do jamari;associacaocalderita;br;1100809;ro;br_ro_associacaocalderita_1100809;FALSE
candeias do jamari;marcos;br;1100809;ro;br_ro_marcos_1100809;FALSE
candeias do jamari;samuel4;br;1100809;ro;br_ro_samuel4_1100809;FALSE
candeias do jamari;chicoluiz1;br;1100809;ro;br_ro_chicoluiz1_1100809;FALSE
candeias do jamari;samuel2;br;1100809;ro;br_ro_samuel2_1100809;FALSE
candeias do jamari;lima;br;1100809;ro;br_ro_lima_1100809;FALSE
candeias do jamari;taboca;br;1100809;ro;br_ro_taboca_1100809;FALSE
candeias do jamari;novavidai;br;1100809;ro;br_ro_novavidai_1100809;FALSE
candeias do jamari;samuel3;br;1100809;ro;br_ro_samuel3_1100809;FALSE
candeias do jamari;samuel5;br;1100809;ro;br_ro_samuel5_1100809;FALSE
candeias do jamari;japiim;br;1100809;ro;br_ro_japiim_1100809;FALSE
candeias do jamari;prainha;br;1100809;ro;br_ro_prainha_1100809;FALSE
candeias do jamari;matapi1;br;1100809;ro;br_ro_matapi1_1100809;FALSE
candeias do jamari;romao;br;1100809;ro;br_ro_romao_1100809;FALSE
candeias do jamari;novavida2;br;1100809;ro;br_ro_novavida2_1100809;FALSE
candeias do jamari;providencia1;br;1100809;ro;br_ro_providencia1_1100809;FALSE
candeias do jamari;samuel6;br;1100809;ro;br_ro_samuel6_1100809;FALSE
candeias do jamari;matapi2;br;1100809;ro;br_ro_matapi2_1100809;FALSE
canta;arealdaserragrande(arealdoconfianca1);br;1400175;rr;br_rr_arealdaserragrandearealdoconfianca1_1400175;FALSE
canta;fazendadoarlindo;br;1400175;rr;br_rr_fazendadoarlindo_1400175;FALSE
canta;pontadoigarapedocachorro;br;1400175;rr;br_rr_pontadoigarapedocachorro_1400175;FALSE
canutama;lagopaisse;br;1300904;am;br_am_lagopaisse_1300904;FALSE
canutama;belomonte;br;1300904;am;br_am_belomonte_1300904;FALSE
canutama;mucuripeii(am-la-5);br;1300904;am;br_am_mucuripeiiamla5_1300904;FALSE
canutama;acaituba;br;1300904;am;br_am_acaituba_1300904;FALSE
canutama;petalia;br;1300904;am;br_am_petalia_1300904;FALSE
canutama;umari(am-la-6);br;1300904;am;br_am_umariamla6_1300904;FALSE
canutama;castanhal;br;1300904;am;br_am_castanhal_1300904;FALSE
canutama;comunidadequeimada;br;1300904;am;br_am_comunidadequeimada_1300904;FALSE
capinzal do norte;peritoroi;br;2102754;ma;br_ma_peritoroi_2102754;FALSE
capixaba;geoglifo142;br;1200179;ac;br_ac_geoglifo142_1200179;FALSE
capixaba;fazendagaviaoi;br;1200179;ac;br_ac_fazendagaviaoi_1200179;FALSE
capixaba;tresmariasiii;br;1200179;ac;br_ac_tresmariasiii_1200179;FALSE
capixaba;geoglifo158;br;1200179;ac;br_ac_geoglifo158_1200179;FALSE
capixaba;geoglifo153;br;1200179;ac;br_ac_geoglifo153_1200179;FALSE
capixaba;geoglifo160;br;1200179;ac;br_ac_geoglifo160_1200179;FALSE
capixaba;osvaldoribeiro;br;1200179;ac;br_ac_osvaldoribeiro_1200179;FALSE
capixaba;ramalbatista;br;1200179;ac;br_ac_ramalbatista_1200179;FALSE
capixaba;bimbarra;br;1200179;ac;br_ac_bimbarra_1200179;FALSE
capixaba;eletronica;br;1200179;ac;br_ac_eletronica_1200179;FALSE
capixaba;campolindo2;br;1200179;ac;br_ac_campolindo2_1200179;FALSE
capixaba;circuloedelta;br;1200179;ac;br_ac_circuloedelta_1200179;FALSE
capixaba;pontao2;br;1200179;ac;br_ac_pontao2_1200179;FALSE
capixaba;geoglifo154;br;1200179;ac;br_ac_geoglifo154_1200179;FALSE
capixaba;fazendagaviao2;br;1200179;ac;br_ac_fazendagaviao2_1200179;FALSE
capixaba;campodaonca;br;1200179;ac;br_ac_campodaonca_1200179;FALSE
capixaba;corassal;br;1200179;ac;br_ac_corassal_1200179;FALSE
capixaba;geoglifo156;br;1200179;ac;br_ac_geoglifo156_1200179;FALSE
capixaba;br-317;br;1200179;ac;br_ac_br317_1200179;FALSE
capixaba;camila;br;1200179;ac;br_ac_camila_1200179;FALSE
capixaba;geoglifo155;br;1200179;ac;br_ac_geoglifo155_1200179;FALSE
capixaba;geoglifo71;br;1200179;ac;br_ac_geoglifo71_1200179;FALSE
capixaba;geoglifo157;br;1200179;ac;br_ac_geoglifo157_1200179;FALSE
capixaba;ivandra.1;br;1200179;ac;br_ac_ivandra1_1200179;FALSE
capixaba;geoglifo161;br;1200179;ac;br_ac_geoglifo161_1200179;FALSE
capixaba;geoglifo72;br;1200179;ac;br_ac_geoglifo72_1200179;FALSE
capixaba;pontao;br;1200179;ac;br_ac_pontao_1200179;FALSE
capixaba;prohevea(ac-iq-2);br;1200179;ac;br_ac_proheveaaciq2_1200179;FALSE
capixaba;campolimpo;br;1200179;ac;br_ac_campolimpo_1200179;FALSE
capixaba;ramaldocapatara3;br;1200179;ac;br_ac_ramaldocapatara3_1200179;FALSE
capixaba;tresmarias5;br;1200179;ac;br_ac_tresmarias5_1200179;FALSE
capixaba;santaisabel;br;1200179;ac;br_ac_santaisabel_1200179;FALSE
capixaba;nakahara64;br;1200179;ac;br_ac_nakahara64_1200179;FALSE
capixaba;cicerocaradepau;br;1200179;ac;br_ac_cicerocaradepau_1200179;FALSE
capixaba;ramaldocapatara2;br;1200179;ac;br_ac_ramaldocapatara2_1200179;FALSE
capixaba;fazendagaviao3;br;1200179;ac;br_ac_fazendagaviao3_1200179;FALSE
capixaba;faz.cricha;br;1200179;ac;br_ac_fazcricha_1200179;FALSE
capixaba;tresmariasii;br;1200179;ac;br_ac_tresmariasii_1200179;FALSE
capixaba;campodaspanelas;br;1200179;ac;br_ac_campodaspanelas_1200179;FALSE
capixaba;ramaldocapatara;br;1200179;ac;br_ac_ramaldocapatara_1200179;FALSE
capixaba;zaqueumachado;br;1200179;ac;br_ac_zaqueumachado_1200179;FALSE
capixaba;hortigranjeira;br;1200179;ac;br_ac_hortigranjeira_1200179;FALSE
capixaba;assuero;br;1200179;ac;br_ac_assuero_1200179;FALSE
capixaba;tresmariasi;br;1200179;ac;br_ac_tresmariasi_1200179;FALSE
capixaba;geoglifo159;br;1200179;ac;br_ac_geoglifo159_1200179;FALSE
capixaba;campoesperanca;br;1200179;ac;br_ac_campoesperanca_1200179;FALSE
capixaba;itu/capatara2;br;1200179;ac;br_ac_itucapatara2_1200179;FALSE
capixaba;mauroribeiro;br;1200179;ac;br_ac_mauroribeiro_1200179;FALSE
capixaba;nakahara63;br;1200179;ac;br_ac_nakahara63_1200179;FALSE
capixaba;tresmarias4;br;1200179;ac;br_ac_tresmarias4_1200179;FALSE
capixaba;ramaljarina;br;1200179;ac;br_ac_ramaljarina_1200179;FALSE
capixaba;guarani;br;1200179;ac;br_ac_guarani_1200179;FALSE
capixaba;nakahara75;br;1200179;ac;br_ac_nakahara75_1200179;FALSE
capixaba;campodamaloca;br;1200179;ac;br_ac_campodamaloca_1200179;FALSE
capixaba;pantanal;br;1200179;ac;br_ac_pantanal_1200179;FALSE
capixaba;nakahara68;br;1200179;ac;br_ac_nakahara68_1200179;FALSE
caracarai;vistaalegre;br;1400209;rr;br_rr_vistaalegre_1400209;FALSE
caracarai;pedradoodocojubim;br;1400209;rr;br_rr_pedradoodocojubim_1400209;FALSE
caracarai;cachoeiradobemquerer;br;1400209;rr;br_rr_cachoeiradobemquerer_1400209;FALSE
caracarai;pedradoemidio;br;1400209;rr;br_rr_pedradoemidio_1400209;FALSE
carauari;camunda;br;1301001;am;br_am_camunda_1301001;FALSE
careiro;donazeneide;br;1301100;am;br_am_donazeneide_1301100;FALSE
careiro;donapalmira;br;1301100;am;br_am_donapalmira_1301100;FALSE
careiro;donateresa;br;1301100;am;br_am_donateresa_1301100;FALSE
careiro;luizmendes;br;1301100;am;br_am_luizmendes_1301100;FALSE
careiro;derei;br;1301100;am;br_am_derei_1301100;FALSE
careiro;novohorizonte;br;1301100;am;br_am_novohorizonte_1301100;FALSE
careiro;brasil;br;1301100;am;br_am_brasil_1301100;FALSE
careiro;boafe;br;1301100;am;br_am_boafe_1301100;FALSE
careiro;novaesperanca;br;1301100;am;br_am_novaesperanca_1301100;FALSE
careiro;santamaria;br;1301100;am;br_am_santamaria_1301100;FALSE
careiro;valpraiano;br;1301100;am;br_am_valpraiano_1301100;FALSE
careiro;severino;br;1301100;am;br_am_severino_1301100;FALSE
careiro;chapeudepalha;br;1301100;am;br_am_chapeudepalha_1301100;FALSE
careiro;bomjardim;br;1301100;am;br_am_bomjardim_1301100;FALSE
careiro;celiamarta;br;1301100;am;br_am_celiamarta_1301100;FALSE
careiro;joeldantas;br;1301100;am;br_am_joeldantas_1301100;FALSE
careiro;botafogo;br;1301100;am;br_am_botafogo_1301100;FALSE
careiro;caiaue;br;1301100;am;br_am_caiaue_1301100;FALSE
careiro;dasvalas;br;1301100;am;br_am_dasvalas_1301100;FALSE
careiro;donaelsa;br;1301100;am;br_am_donaelsa_1301100;FALSE
careiro da varzea;canteiro(am-ma-03);br;1301159;am;br_am_canteiroamma03_1301159;FALSE
careiro da varzea;paranadaterranova;br;1301159;am;br_am_paranadaterranova_1301159;FALSE
careiro da varzea;saojoaodocareirodavarzea;br;1301159;am;br_am_saojoaodocareirodavarzea_1301159;FALSE
carolina;carolinaviii;br;2102804;ma;br_ma_carolinaviii_2102804;FALSE
carolina;carolinai;br;2102804;ma;br_ma_carolinai_2102804;FALSE
carolina;carolinav;br;2102804;ma;br_ma_carolinav_2102804;FALSE
carolina;carolinaiv;br;2102804;ma;br_ma_carolinaiv_2102804;FALSE
carolina;carolinavi;br;2102804;ma;br_ma_carolinavi_2102804;FALSE
carolina;morrodasfiguras;br;2102804;ma;br_ma_morrodasfiguras_2102804;FALSE
carolina;carolinaxiii;br;2102804;ma;br_ma_carolinaxiii_2102804;FALSE
carolina;lambu;br;2102804;ma;br_ma_lambu_2102804;FALSE
carolina;carolinavii;br;2102804;ma;br_ma_carolinavii_2102804;FALSE
carolina;morrodasararas;br;2102804;ma;br_ma_morrodasararas_2102804;FALSE
carolina;carolinaii;br;2102804;ma;br_ma_carolinaii_2102804;FALSE
carolina;carolinaxii;br;2102804;ma;br_ma_carolinaxii_2102804;FALSE
carolina;abrigodococo;br;2102804;ma;br_ma_abrigodococo_2102804;FALSE
carolina;carolinax;br;2102804;ma;br_ma_carolinax_2102804;FALSE
carolina;engenho;br;2102804;ma;br_ma_engenho_2102804;FALSE
carolina;carolinaxi;br;2102804;ma;br_ma_carolinaxi_2102804;FALSE
carolina;carolinaix;br;2102804;ma;br_ma_carolinaix_2102804;FALSE
castanheira;z-mt41;br;5102850;mt;br_mt_zmt41_5102850;FALSE
castanheira;mt13;br;5102850;mt;br_mt_mt13_5102850;FALSE
chapada dos guimaraes;engenhodoquilombo;br;5103007;mt;br_mt_engenhodoquilombo_5103007;FALSE
chapada dos guimaraes;cachoeirarica;br;5103007;mt;br_mt_cachoeirarica_5103007;FALSE
chapada dos guimaraes;barradochiquinho;br;5103007;mt;br_mt_barradochiquinho_5103007;FALSE
chapada dos guimaraes;barradacachoeirinha;br;5103007;mt;br_mt_barradacachoeirinha_5103007;FALSE
chapada dos guimaraes;igrejadasedesant'ana;br;5103007;mt;br_mt_igrejadasedesant'ana_5103007;FALSE
chapada dos guimaraes;abrilongo;br;5103007;mt;br_mt_abrilongo_5103007;FALSE
chapada dos guimaraes;engenhosaoromao;br;5103007;mt;br_mt_engenhosaoromao_5103007;FALSE
chapada dos guimaraes;itambe;br;5103007;mt;br_mt_itambe_5103007;FALSE
chapada dos guimaraes;saoromaoi;br;5103007;mt;br_mt_saoromaoi_5103007;FALSE
chaves;croatasal(pa-ca-6);br;1502509;pa;br_pa_croatasalpaca6_1502509;FALSE
chaves;aracu;br;1502509;pa;br_pa_aracu_1502509;FALSE
chaves;jacareuba(pa-me-1);br;1502509;pa;br_pa_jacareubapame1_1502509;FALSE
chaves;bacuri(pa-jo-13);br;1502509;pa;br_pa_bacuripajo13_1502509;FALSE
chaves;jurupucu(pa-jo-12);br;1502509;pa;br_pa_jurupucupajo12_1502509;FALSE
chaves;tesodorebordelloi(pa-ca-2);br;1502509;pa;br_pa_tesodorebordelloipaca2_1502509;FALSE
chaves;papacachorro(pa-me-2);br;1502509;pa;br_pa_papacachorropame2_1502509;FALSE
chaves;mucaja;br;1502509;pa;br_pa_mucaja_1502509;FALSE
chaves;formiga(pa-jo-6);br;1502509;pa;br_pa_formigapajo6_1502509;FALSE
chaves;saobento(pa-ca-10);br;1502509;pa;br_pa_saobentopaca10_1502509;FALSE
chaves;fundodaspanelas(pa-me-4);br;1502509;pa;br_pa_fundodaspanelaspame4_1502509;FALSE
chaves;carmo(pa-jo-11);br;1502509;pa;br_pa_carmopajo11_1502509;FALSE
chaves;limaodafora(pa-me-8);br;1502509;pa;br_pa_limaodaforapame8_1502509;FALSE
chaves;chapeu(pa-me-9);br;1502509;pa;br_pa_chapeupame9_1502509;FALSE
chaves;freijoao(pa-ca-9);br;1502509;pa;br_pa_freijoaopaca9_1502509;FALSE
chaves;maguari(pa-jo-8);br;1502509;pa;br_pa_maguaripajo8_1502509;FALSE
chaves;prainhadedentroi;br;1502509;pa;br_pa_prainhadedentroi_1502509;FALSE
chaves;peixe-boi;br;1502509;pa;br_pa_peixeboi_1502509;FALSE
chaves;tesodasigacabas(pa-ca-1);br;1502509;pa;br_pa_tesodasigacabaspaca1_1502509;FALSE
chaves;morera(pa-ca-5);br;1502509;pa;br_pa_morerapaca5_1502509;FALSE
chaves;apii;br;1502509;pa;br_pa_apii_1502509;FALSE
chaves;santaluzia;br;1502509;pa;br_pa_santaluzia_1502509;FALSE
chaves;pataua(pa-ca-15);br;1502509;pa;br_pa_patauapaca15_1502509;FALSE
chaves;tesosaomiguel;br;1502509;pa;br_pa_tesosaomiguel_1502509;FALSE
chaves;croari(pa-jo-5);br;1502509;pa;br_pa_croaripajo5_1502509;FALSE
chaves;sorococo(pa-jo-10);br;1502509;pa;br_pa_sorococopajo10_1502509;FALSE
chaves;saodomingo(pa-ca-7);br;1502509;pa;br_pa_saodomingopaca7_1502509;FALSE
chaves;pacaja(pa-ca-8);br;1502509;pa;br_pa_pacajapaca8_1502509;FALSE
chaves;acaua(pa-me-3);br;1502509;pa;br_pa_acauapame3_1502509;FALSE
chaves;limaozinho(pa-ca-14);br;1502509;pa;br_pa_limaozinhopaca14_1502509;FALSE
chaves;cipo(pa-jo-7);br;1502509;pa;br_pa_cipopajo7_1502509;FALSE
chaves;tesodorebordelloii;br;1502509;pa;br_pa_tesodorebordelloii_1502509;FALSE
chaves;aberta(pa-me-7);br;1502509;pa;br_pa_abertapame7_1502509;FALSE
chaves;mucaja(pa-jo-4);br;1502509;pa;br_pa_mucajapajo4_1502509;FALSE
chaves;tesodosindios(pa-ca-4);br;1502509;pa;br_pa_tesodosindiospaca4_1502509;FALSE
chaves;santahelena;br;1502509;pa;br_pa_santahelena_1502509;FALSE
chaves;ananatuba(pa-jo-9);br;1502509;pa;br_pa_ananatubapajo9_1502509;FALSE
chaves;vaquejadadesaosebastiao(pa-ca-11);br;1502509;pa;br_pa_vaquejadadesaosebastiaopaca11_1502509;FALSE
chaves;aeroportodechaves(pa-jo-2/3);br;1502509;pa;br_pa_aeroportodechavespajo23_1502509;FALSE
chaves;tesojoaobrazii;br;1502509;pa;br_pa_tesojoaobrazii_1502509;FALSE
chaves;chavesi;br;1502509;pa;br_pa_chavesi_1502509;FALSE
chaves;recreo(pa-me-6);br;1502509;pa;br_pa_recreopame6_1502509;FALSE
chaves;condino(pa-ca-12);br;1502509;pa;br_pa_condinopaca12_1502509;FALSE
chaves;altopiratuba(pa-ca-13);br;1502509;pa;br_pa_altopiratubapaca13_1502509;FALSE
chaves;chavesii;br;1502509;pa;br_pa_chavesii_1502509;FALSE
chaves;mulatinho(pa-me-5);br;1502509;pa;br_pa_mulatinhopame5_1502509;FALSE
chaves;portoreal(pa-ca-3);br;1502509;pa;br_pa_portorealpaca3_1502509;FALSE
chupinguaia;medium;br;1100924;ro;br_ro_medium_1100924;FALSE
chupinguaia;chupinguaia3;br;1100924;ro;br_ro_chupinguaia3_1100924;FALSE
chupinguaia;santawalmiria;br;1100924;ro;br_ro_santawalmiria_1100924;FALSE
chupinguaia;saopedrodechupinguaia;br;1100924;ro;br_ro_saopedrodechupinguaia_1100924;FALSE
chupinguaia;chupinguaia4;br;1100924;ro;br_ro_chupinguaia4_1100924;FALSE
chupinguaia;pauqueimado;br;1100924;ro;br_ro_pauqueimado_1100924;FALSE
chupinguaia;dacerraria;br;1100924;ro;br_ro_dacerraria_1100924;FALSE
cidelandia;frade;br;2103257;ma;br_ma_frade_2103257;FALSE
claudia;franca;br;5103056;mt;br_mt_franca_5103056;FALSE
claudia;prainhadotelespires;br;5103056;mt;br_mt_prainhadotelespires_5103056;FALSE
claudia;claudia;br;5103056;mt;br_mt_claudia_5103056;FALSE
claudia;cajueiro;br;5103056;mt;br_mt_cajueiro_5103056;FALSE
coari;km111;br;1301209;am;br_am_km111_1301209;FALSE
coari;km109;br;1301209;am;br_am_km109_1301209;FALSE
coari;santaluziadobuiucuzinho;br;1301209;am;br_am_santaluziadobuiucuzinho_1301209;FALSE
coari;km254;br;1301209;am;br_am_km254_1301209;FALSE
coari;clareira6;br;1301209;am;br_am_clareira6_1301209;FALSE
coari;km126;br;1301209;am;br_am_km126_1301209;FALSE
coari;clareira10a;br;1301209;am;br_am_clareira10a_1301209;FALSE
coari;pontadamariaantonia;br;1301209;am;br_am_pontadamariaantonia_1301209;FALSE
coari;km133;br;1301209;am;br_am_km133_1301209;FALSE
coari;saopedrodavilalira;br;1301209;am;br_am_saopedrodavilalira_1301209;FALSE
coari;terrapreta;br;1301209;am;br_am_terrapreta_1301209;FALSE
coari;laurosodre;br;1301209;am;br_am_laurosodre_1301209;FALSE
coari;boavista;br;1301209;am;br_am_boavista_1301209;FALSE
coari;tapera;br;1301209;am;br_am_tapera_1301209;FALSE
coari;clareira4;br;1301209;am;br_am_clareira4_1301209;FALSE
coari;chapada;br;1301209;am;br_am_chapada_1301209;FALSE
coari;santafe;br;1301209;am;br_am_santafe_1301209;FALSE
coari;jenipapoii;br;1301209;am;br_am_jenipapoii_1301209;FALSE
coari;km263;br;1301209;am;br_am_km263_1301209;FALSE
coari;saoraimundodomiriti;br;1301209;am;br_am_saoraimundodomiriti_1301209;FALSE
coari;saopauloii;br;1301209;am;br_am_saopauloii_1301209;FALSE
coari;bomjesusdolagopreto;br;1301209;am;br_am_bomjesusdolagopreto_1301209;FALSE
coari;portoevandro;br;1301209;am;br_am_portoevandro_1301209;FALSE
coari;km137;br;1301209;am;br_am_km137_1301209;FALSE
coari;saopedrodotauna;br;1301209;am;br_am_saopedrodotauna_1301209;FALSE
coari;clareira5;br;1301209;am;br_am_clareira5_1301209;FALSE
coari;santacruz;br;1301209;am;br_am_santacruz_1301209;FALSE
coari;barracaoqueimado;br;1301209;am;br_am_barracaoqueimado_1301209;FALSE
coari;aranai;br;1301209;am;br_am_aranai_1301209;FALSE
coari;km215;br;1301209;am;br_am_km215_1301209;FALSE
coari;clareira2;br;1301209;am;br_am_clareira2_1301209;FALSE
coari;km160;br;1301209;am;br_am_km160_1301209;FALSE
coari;praiadocoarii;br;1301209;am;br_am_praiadocoarii_1301209;FALSE
coari;montesiaodocastanho;br;1301209;am;br_am_montesiaodocastanho_1301209;FALSE
coari;saofanciscodocurutai;br;1301209;am;br_am_saofanciscodocurutai_1301209;FALSE
coari;km178;br;1301209;am;br_am_km178_1301209;FALSE
coari;curupira;br;1301209;am;br_am_curupira_1301209;FALSE
coari;victor;br;1301209;am;br_am_victor_1301209;FALSE
coari;fazendanunes;br;1301209;am;br_am_fazendanunes_1301209;FALSE
coari;km223;br;1301209;am;br_am_km223_1301209;FALSE
coari;marizal;br;1301209;am;br_am_marizal_1301209;FALSE
coari;taiacu;br;1301209;am;br_am_taiacu_1301209;FALSE
coari;santamaria;br;1301209;am;br_am_santamaria_1301209;FALSE
coari;saojosedosauba;br;1301209;am;br_am_saojosedosauba_1301209;FALSE
coari;tresbocas;br;1301209;am;br_am_tresbocas_1301209;FALSE
coari;jacaredocastanho;br;1301209;am;br_am_jacaredocastanho_1301209;FALSE
coari;saoluiz;br;1301209;am;br_am_saoluiz_1301209;FALSE
coari;igarapedaarraia;br;1301209;am;br_am_igarapedaarraia_1301209;FALSE
coari;km159;br;1301209;am;br_am_km159_1301209;FALSE
coari;aldo;br;1301209;am;br_am_aldo_1301209;FALSE
coari;jenipapo;br;1301209;am;br_am_jenipapo_1301209;FALSE
coari;praiadocoari;br;1301209;am;br_am_praiadocoari_1301209;FALSE
coari;cajuiru;br;1301209;am;br_am_cajuiru_1301209;FALSE
coari;novaesperanca;br;1301209;am;br_am_novaesperanca_1301209;FALSE
coari;techint;br;1301209;am;br_am_techint_1301209;FALSE
coari;km175;br;1301209;am;br_am_km175_1301209;FALSE
coari;rocadosebastiao;br;1301209;am;br_am_rocadosebastiao_1301209;FALSE
coari;praiadoandira;br;1301209;am;br_am_praiadoandira_1301209;FALSE
coari;km255;br;1301209;am;br_am_km255_1301209;FALSE
coari;espiritosanto;br;1301209;am;br_am_espiritosanto_1301209;FALSE
coari;km108;br;1301209;am;br_am_km108_1301209;FALSE
coari;km107;br;1301209;am;br_am_km107_1301209;FALSE
coari;clareira15;br;1301209;am;br_am_clareira15_1301209;FALSE
coari;clareira10;br;1301209;am;br_am_clareira10_1301209;FALSE
coari;paud'arco;br;1301209;am;br_am_paud'arco_1301209;FALSE
coari;ruc4;br;1301209;am;br_am_ruc4_1301209;FALSE
coari;cemiteriocurupira;br;1301209;am;br_am_cemiteriocurupira_1301209;FALSE
coari;km135;br;1301209;am;br_am_km135_1301209;FALSE
coari;km171;br;1301209;am;br_am_km171_1301209;FALSE
coari;coarii(am-co-01);br;1301209;am;br_am_coariiamco01_1301209;FALSE
coari;nazario;br;1301209;am;br_am_nazario_1301209;FALSE
coari;abacate;br;1301209;am;br_am_abacate_1301209;FALSE
coari;travessia2;br;1301209;am;br_am_travessia2_1301209;FALSE
coari;lagocamara;br;1301209;am;br_am_lagocamara_1301209;FALSE
coari;clareira9;br;1301209;am;br_am_clareira9_1301209;FALSE
coari;moreira;br;1301209;am;br_am_moreira_1301209;FALSE
coari;clareira13;br;1301209;am;br_am_clareira13_1301209;FALSE
coari;clareira3;br;1301209;am;br_am_clareira3_1301209;FALSE
coari;km239;br;1301209;am;br_am_km239_1301209;FALSE
cocalinho;manoelmartins;br;5103106;mt;br_mt_manoelmartins_5103106;FALSE
cocalinho;barreiradoskaraja;br;5103106;mt;br_mt_barreiradoskaraja_5103106;FALSE
cocalinho;pontoprovavelcocalinho1;br;5103106;mt;br_mt_pontoprovavelcocalinho1_5103106;FALSE
cocalinho;barreiradodjahu;br;5103106;mt;br_mt_barreiradodjahu_5103106;FALSE
cocalinho;sr.messias;br;5103106;mt;br_mt_srmessias_5103106;FALSE
cocalinho;aldeiavelha;br;5103106;mt;br_mt_aldeiavelha_5103106;FALSE
cocalinho;portodedumba;br;5103106;mt;br_mt_portodedumba_5103106;FALSE
codajas;ena;br;1301308;am;br_am_ena_1301308;FALSE
codajas;daniel;br;1301308;am;br_am_daniel_1301308;FALSE
codajas;iracema;br;1301308;am;br_am_iracema_1301308;FALSE
codajas;loro;br;1301308;am;br_am_loro_1301308;FALSE
codajas;caiana;br;1301308;am;br_am_caiana_1301308;FALSE
codajas;adelson;br;1301308;am;br_am_adelson_1301308;FALSE
codajas;domingos;br;1301308;am;br_am_domingos_1301308;FALSE
codajas;antigaclareira22;br;1301308;am;br_am_antigaclareira22_1301308;FALSE
codajas;atoamirim;br;1301308;am;br_am_atoamirim_1301308;FALSE
codajas;furodoubim;br;1301308;am;br_am_furodoubim_1301308;FALSE
codajas;lagodojabuti;br;1301308;am;br_am_lagodojabuti_1301308;FALSE
codajas;montesinai;br;1301308;am;br_am_montesinai_1301308;FALSE
codajas;badajos;br;1301308;am;br_am_badajos_1301308;FALSE
codajas;elias;br;1301308;am;br_am_elias_1301308;FALSE
codajas;santaluzia;br;1301308;am;br_am_santaluzia_1301308;FALSE
codajas;nossasenhoradefatima;br;1301308;am;br_am_nossasenhoradefatima_1301308;FALSE
codajas;boavista;br;1301308;am;br_am_boavista_1301308;FALSE
colider;fazendatratexvi;br;5103205;mt;br_mt_fazendatratexvi_5103205;FALSE
colider;saodomingosi;br;5103205;mt;br_mt_saodomingosi_5103205;FALSE
colider;estradafazendabananali;br;5103205;mt;br_mt_estradafazendabananali_5103205;FALSE
colider;fazendapaulistai;br;5103205;mt;br_mt_fazendapaulistai_5103205;FALSE
colider;matafaz.bananaliii;br;5103205;mt;br_mt_matafazbananaliii_5103205;FALSE
colider;estradafazendabananalii;br;5103205;mt;br_mt_estradafazendabananalii_5103205;FALSE
colider;abrigocachoeiraperdidai;br;5103205;mt;br_mt_abrigocachoeiraperdidai_5103205;FALSE
colider;fazendatratexviii;br;5103205;mt;br_mt_fazendatratexviii_5103205;FALSE
colider;telespiresi;br;5103205;mt;br_mt_telespiresi_5103205;FALSE
colider;fazendatratexv;br;5103205;mt;br_mt_fazendatratexv_5103205;FALSE
colider;co05;br;5103205;mt;br_mt_co05_5103205;FALSE
colider;matafaz.bananalix;br;5103205;mt;br_mt_matafazbananalix_5103205;FALSE
colider;matafaz.bananaliv;br;5103205;mt;br_mt_matafazbananaliv_5103205;FALSE
colider;abrigopedrafurada;br;5103205;mt;br_mt_abrigopedrafurada_5103205;FALSE
colider;cachoeiratratexi;br;5103205;mt;br_mt_cachoeiratratexi_5103205;FALSE
colider;matafaz.bananalv;br;5103205;mt;br_mt_matafazbananalv_5103205;FALSE
