"","X","CD_MUN","NM_MUN","SIGLA_UF","longitude","latitude","nome","th","tnh","td","tr","ti","u","as","q","pi","us","sd","ou","mi","mf","p","m","g"
"184",184,1302702,"Manicoré","AM",-61.642838,-5.837956,"Boa Vista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",185,1300300,"Autazes","AM",-59.19378902,-3.558076648,"Boca da Estrada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",186,1302702,"Manicoré","AM",-61.327055,-5.861855,"Boca do Rio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",187,1300805,"Borba","AM",-59.881474,-4.478313,"Bom Futuro (AM-CR-12)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",188,1300805,"Borba","AM",-59.569217,-4.368576,"Borba (AM-BO-05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",189,1302702,"Manicoré","AM",-61.009645,-5.534345,"Bracinho",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"190",190,1302702,"Manicoré","AM",-61.040272,-5.533842,"Bra?o Grande",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"191",191,1300805,"Borba","AM",-58.96,-4.127,"Vila Nova",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"192",192,1300144,"Apuí","AM",-59.46375,-8.034388889,"Cachoeira dos Patos",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"193",193,1302702,"Manicoré","AM",-61.460443,-5.810936,"Vista Alegre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",194,1302702,"Manicoré","AM",-60.799254,-5.474636,"Cachoeirinha (AM-MC-30)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"195",195,1303304,"Novo Aripuanã","AM",-60.446308,-5.188051,"Cacoal",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"196",196,1300805,"Borba","AM",-59.417403,-4.255808,"Cai?ara (AM-BO-02)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",197,1300805,"Borba","AM",-59.1189,-4.0706,"Canum?",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"198",198,1302702,"Manicoré","AM",-61.70556766,-5.851022181,"Capan?zinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"199",199,1300805,"Borba","AM",-60.190489,-4.893781,"Caran?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"200",200,1300805,"Borba","AM",-59.552852,-4.340407,"Castanhal (AM-BO-04)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",201,1300805,"Borba","AM",-59.55035,-4.31984,"Castanhal 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",202,1300144,"Apuí","AM",-60.18817127,-7.926402863,"Cemit?rio da Sama?ma",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"203",203,1300300,"Autazes","AM",-59.21008479,-3.690015801,"Comunidade S?o Lu?s",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"204",204,1303304,"Novo Aripuanã","AM",-60.532375,-5.244793,"Concei??o (AM-NA-02)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"205",205,1302702,"Manicoré","AM",-60.990286,-5.618688,"Curralinho (AM-MC-29)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"206",206,1302702,"Manicoré","AM",-60.9621811,-5.577490168,"Del?cia",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"207",207,1300805,"Borba","AM",-59.1059,-4.0394,"Escola Agr?cola",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"208",208,1302702,"Manicoré","AM",-61.052347,-5.639027,"Escola Terra Preta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"209",209,1302702,"Manicoré","AM",-61.424479,-5.923133,"Esperan?a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",210,1302702,"Manicoré","AM",-61.357894,-5.883786,"Estir?o (AM-MC-27)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211",211,1302702,"Manicoré","AM",-61.26108869,-5.682227437,"Fazenda I (AM-MC-25)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",212,1302702,"Manicoré","AM",-61.191928,-5.656971,"Fazenda II (AM-MC-26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",213,1300805,"Borba","AM",-59.494297,-4.293316,"Flechal (AM-BO-03)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",214,1300805,"Borba","AM",-59.940536,-4.695211,"Floresta",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"215",215,1300300,"Autazes","AM",-59.21828742,-3.740027513,"Furo do Sampaio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",216,1302702,"Manicoré","AM",-60.91038759,-5.568683005,"Genipapo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"217",217,1300805,"Borba","AM",-59.77765,-4.37967,"Guajar? (AM-CR-11)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",218,1300805,"Borba","AM",-59.77938969,-4.33812161,"Guajar? 02",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"219",219,1300805,"Borba","AM",-59.7816,-4.3087,"Guajar? 03",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"220",220,1300805,"Borba","AM",-59.3524,-4.1455,"Guariba",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"221",221,1303304,"Novo Aripuanã","AM",-59.971768,-4.897927,"Vista Alegre (AM-NA-06)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"222",222,1303106,"Nova Olinda do Norte","AM",-59.05112,-3.761411,"Ideal (AM-TU-02)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"223",223,1300144,"Apuí","AM",-60.03031886,-8.229375893,"Ilha das Caretas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"224",224,1302702,"Manicoré","AM",-60.723325,-5.465304,"Itapinima (AM-NA-04)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"225",225,1300805,"Borba","AM",-59.5475,-4.4082,"Jatuarana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",226,1300805,"Borba","AM",-60.175263,-4.893923,"Jos? Jo?o",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"227",227,1300805,"Borba","AM",-59.748365,-4.303214,"Lago do Piau?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"228",228,1300805,"Borba","AM",-59.736348,-4.282369,"Lago do Piau? 02",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"229",229,1302702,"Manicoré","AM",-61.479924,-5.968711,"Liberdade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",230,1300805,"Borba","AM",-59.833648,-4.42151,"Madeirinha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",231,1300805,"Borba","AM",-58.90660083,-3.90567665,"Mam?o",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"232",232,1301704,"Humaitá","AM",-63.299,-7.492,"Margem do Ipixuna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",233,1303304,"Novo Aripuanã","AM",-60.574366,-5.286433,"Mariepaua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",234,1300805,"Borba","AM",-59.589757,-4.381555,"Matadouro (Urna de Borba)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",235,1300805,"Borba","AM",-60.246814,-4.921,"Mata-Mat?",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"236",236,1302702,"Manicoré","AM",-60.751207,-5.495889,"Mataur?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",237,1301704,"Humaitá","AM",-62.485423,-6.594729,"Monense (AM-MC-21)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"238",238,1302702,"Manicoré","AM",-61.574866,-5.830336,"Monte Orebe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"239",239,1302702,"Manicoré","AM",-61.588452,-5.835896,"Monte Si?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"240",240,1301704,"Humaitá","AM",-62.828548,-6.99647,"Muanense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",241,1300805,"Borba","AM",-60.22363692,-4.903684473,"Mura (AM-CR-13)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"242",242,1302702,"Manicoré","AM",-60.734464,-5.405269,"Nazar? do Uru? (AM-NA-03)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"243",243,1303304,"Novo Aripuanã","AM",-60.409595,-5.499664,"Nova Olinda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"244",244,1303304,"Novo Aripuanã","AM",-60.353299,-5.10049,"Novo Aripuan? (AM-NA-01)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",245,1300805,"Borba","AM",-59.92909,-4.574946,"Paran? do Mandi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",246,1300805,"Borba","AM",-59.889957,-4.483403,"Paran? do Mandi 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",247,1302702,"Manicoré","AM",-60.720049,-5.362516,"Paran? do Uru?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"248",248,1300144,"Apuí","AM",-59.8165,-8.237222222,"Cachoeira da Fortaleza",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"249",249,1300144,"Apuí","AM",-60.1971057,-7.913972734,"Cachoeira da Sama?ma",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"250",250,1302702,"Manicoré","AM",-60.86879689,-5.541012602,"Porto Seguro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",251,1300805,"Borba","AM",-59.4471,-4.2246,"Puru Grande",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"252",252,1300805,"Borba","AM",-59.400013,-4.170811,"Puruzinho",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"253",253,1300805,"Borba","AM",-59.5537,-4.4835,"Puxurizal",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"254",254,1300805,"Borba","AM",-59.5164,-4.4395,"Puxurizal 02",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"255",255,1300300,"Autazes","AM",-59.19763987,-3.544257458,"Ramal 254",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"256",256,1302702,"Manicoré","AM",-60.994231,-5.508264,"Repartimento",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"257",257,1300805,"Borba","AM",-59.88316051,-4.581185523,"Retiro (AM-BO-07)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"258",258,1300300,"Autazes","AM",-59.060196,-3.650365,"Rosarinho (AM-CR-08)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",259,1303106,"Nova Olinda do Norte","AM",-59.159075,-3.933145,"Santa Ana (AM-TU-01)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",260,1302702,"Manicoré","AM",-60.607929,-5.297205,"Santa Rita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",261,1302702,"Manicoré","AM",-61.702472,-5.875905,"Santa Silvia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"262",262,1300805,"Borba","AM",-59.323361,-4.048416,"S?o Felipe (AM-BO-01)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"263",263,1303304,"Novo Aripuanã","AM",-60.427948,-5.327963,"S?o Felix do Aripuan?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",264,1303304,"Novo Aripuanã","AM",-60.438073,-5.348863,"S?o Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",265,1303304,"Novo Aripuanã","AM",-60.057014,-4.912282,"Vista Nova",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"266",266,1300805,"Borba","AM",-59.279009,-3.951004,"S?o Paulo (AM-CR-09)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"267",267,1300805,"Borba","AM",-59.684477,-4.325801,"Vila Gomes",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"268",268,1303304,"Novo Aripuanã","AM",-60.276081,-5.033695,"Seringal Bel?m (AM-NA-05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"269",269,1100205,"Porto Velho","RO",-62.931558,-8.096378,"S?o Domingos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",270,1300144,"Apuí","AM",-60.19278198,-7.922943292,"Seringal da Sama?ma",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"271",271,1303304,"Novo Aripuanã","AM",-60.374444,-5.591747,"Severino",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"272",272,1302702,"Manicoré","AM",-61.09446219,-5.569862538,"Taboca (AM-MC-28)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"273",273,1100205,"Porto Velho","RO",-62.929634,-8.090016,"Ponto prov?vel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",274,1303304,"Novo Aripuanã","AM",-60.410894,-5.533639,"Tasilva",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"275",275,1302702,"Manicoré","AM",-61.584732,-5.995145,"Terra Preta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",276,1300144,"Apuí","AM",-59.50003056,-8.55775,"Terra Preta da Castanheira",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"277",277,1300144,"Apuí","AM",-60.03128251,-8.225357616,"Terra Preta das Caretas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"278",278,1300144,"Apuí","AM",-59.40749237,-8.732759447,"Terra Preta do Anaj?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"279",279,1300144,"Apuí","AM",-59.41771674,-8.748763635,"Terra Preta do Campo Grande",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"280",280,1300300,"Autazes","AM",-59.20381005,-3.69014591,"Terra Preta do Cavaquinho",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"281",281,1300144,"Apuí","AM",-59.94647222,-8.306277778,"Terra Preta do Cujubim",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"282",282,1300300,"Autazes","AM",-59.22225256,-3.760008964,"Terra Preta do Greg?rio",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"283",283,1300144,"Apuí","AM",-59.52255556,-8.525777778,"Terra Preta do Guariba",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"284",284,1302702,"Manicoré","AM",-61.039325,-5.652955,"Terra Preta do Limoeiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"285",285,1300300,"Autazes","AM",-59.22906151,-3.698033562,"Terra Preta do Nobre",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"286",286,1300144,"Apuí","AM",-59.45814197,-8.677158138,"Terra Preta do Samuel",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"287",287,1300144,"Apuí","AM",-59.86022662,-8.357192661,"Terra Preta do S?o Adriano",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"288",288,1300144,"Apuí","AM",-59.47502778,-8.574,"Terra Preta do Tucum?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"289",289,1300300,"Autazes","AM",-59.24729563,-3.732974351,"Terra Preta Dona Nazira",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"290",290,1300300,"Autazes","AM",-59.23037454,-3.716685152,"Terra Preta Sampainho",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"291",291,1300805,"Borba","AM",-59.90993,-4.839073,"Traipu (AM-BO-08)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",292,1300805,"Borba","AM",-59.517671,-4.243067,"Trocana (AM-CR-14)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"293",293,1300300,"Autazes","AM",-58.927358,-3.548538,"Urucurituba (AM-CR-07)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",294,1301308,"Codajás","AM",-62.0974488,-3.660444818,"antiga clareira 22",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"295",295,1300102,"Anori","AM",-61.64429333,-3.758329434,"Boa Vista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",296,1301209,"Coari","AM",-63.01322447,-3.979315697,"Jenipapo II",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"297",297,1301308,"Codajás","AM",-62.27700022,-3.65500009,"Badaj?s",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",298,1301209,"Coari","AM",-62.881,-3.907,"Cemit?rio Curupira",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"299",299,1301209,"Coari","AM",-64.14584016,-4.383981176,"Clareira 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",300,1302504,"Manacapuru","AM",-60.85529285,-3.237878981,"Cumaru",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"301",301,1301209,"Coari","AM",-63.0383097,-3.98614918,"Esp?rito Santo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"302",302,1302504,"Manacapuru","AM",-60.70100127,-3.223000307,"Fazenda Concei??o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",303,1300086,"Anamã","AM",-61.42487871,-3.549032411,"Gravet?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",304,1302504,"Manacapuru","AM",-60.426001,-3.221999,"Jacuruxi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"305",305,1301209,"Coari","AM",-63.02770474,-3.922495974,"Jenipapo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"306",306,1301308,"Codajás","AM",-62.6672596,-3.748859613,"Lago do Jabuti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307",307,1302504,"Manacapuru","AM",-61.12612913,-3.1310588,"Patau?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",308,1302504,"Manacapuru","AM",-60.64199999,-3.225999631,"Mandiocal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"309",309,1300086,"Anamã","AM",-61.417,-3.556,"Maria de Jesus",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"310",310,1301852,"Iranduba","AM",-60.19234815,-3.210715718,"Minas Gerais",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",311,1301209,"Coari","AM",-62.66680227,-3.83780691,"Naz?rio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312",312,1302504,"Manacapuru","AM",-60.77393963,-3.237205533,"Nossa Senhora Aparecida",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"313",313,1302504,"Manacapuru","AM",-60.76707086,-3.239021236,"Nossa Senhora do Perp?tuo Socorro",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"314",314,1302504,"Manacapuru","AM",-60.77623516,-3.232048619,"Nossa Senhora Ros?rio",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"315",315,1301209,"Coari","AM",-63.85907167,-4.3007836,"Nova Esperan?a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",316,1301852,"Iranduba","AM",-60.33500013,-3.201999967,"Pil?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",317,1300086,"Anamã","AM",-61.71933787,-3.504120825,"Primavera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318",318,1301209,"Coari","AM",-62.94198197,-3.878998465,"Santa Cruz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",319,1301209,"Coari","AM",-63.72699686,-4.251999056,"Santa F?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",320,1301209,"Coari","AM",-62.927,-3.894,"S?o Fancisco do Curuta?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"321",321,1300086,"Anamã","AM",-61.7235106,-3.513532815,"S?o Jorge I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",322,1300086,"Anamã","AM",-61.71795022,-3.505330881,"S?o Jorge II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",323,1301209,"Coari","AM",-63.134,-3.961,"S?o Paulo II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"324",324,1302504,"Manacapuru","AM",-60.63700023,-3.223999617,"Seu Ant?nio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325",325,1301209,"Coari","AM",-63.15185142,-3.929516732,"Terra Preta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",326,1300839,"Caapiranga","AM",-61.23999821,-3.249001518,"Zetota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327",327,1301308,"Codajás","AM",-62.1097509,-3.6302219,"Monte Sinai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",328,1302504,"Manacapuru","AM",-60.91338959,-3.260259744,"Gremio",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"329",329,1300086,"Anamã","AM",-61.72021434,-3.501734258,"Maciel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330",330,1300839,"Caapiranga","AM",-61.2310364,-3.283477637,"Do Brega",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"331",331,1301852,"Iranduba","AM",-60.17236191,-3.208094124,"Morro Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"332",332,1301209,"Coari","AM",-65.04369383,-4.756053123,"Porto Evandro",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"333",333,1301209,"Coari","AM",-64.77725692,-4.735615291,"Clareira 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",334,1301209,"Coari","AM",-64.57438775,-4.645637931,"Clareira 4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"335",335,1301209,"Coari","AM",-64.40542749,-4.539474901,"Clareira 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",336,1301209,"Coari","AM",-63.30647606,-4.004493909,"Clareira 16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"337",337,1301209,"Coari","AM",-63.97910041,-4.311999733,"Clareira 10A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",338,1302504,"Manacapuru","AM",-60.64833056,-3.237597222,"Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",339,1300086,"Anamã","AM",-61.69368777,-3.572784418,"Mato Grosso",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"340",340,1302504,"Manacapuru","AM",-60.89509673,-3.170651973,"Seu Francisco",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"341",341,1600501,"Oiapoque","AP",-51.77651944,3.928797222,"3 Mamelons",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"342",342,1600204,"Calçoene","AP",-51.11562778,2.627733333,"Abrigo Bandit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"343",343,1600402,"Mazagão","AP",-51.77219577,-0.306423096,"Abrigo das Caretas (AP-MZ-31)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"344",344,1600204,"Calçoene","AP",-51.11551111,2.627858333,"Abrigo Fome",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"345",345,1300409,"Barcelos","AM",-61.49193138,-1.858303605,"JauMichael_Site1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"346",346,1300409,"Barcelos","AM",-61.47233504,-1.751104859,"JauMichael_Site2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"347",347,1300409,"Barcelos","AM",-61.47108584,-1.805490461,"JauMichael_Site3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"348",348,1300409,"Barcelos","AM",-61.44175931,-1.886577664,"JauMichael_Site4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"349",349,1303205,"Novo Airão","AM",-61.44789644,-1.948627213,"JauMichael_Site5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",350,1303205,"Novo Airão","AM",-61.44131985,-1.962689144,"JauMichael_Site6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"351",351,1303205,"Novo Airão","AM",-61.49217236,-1.971116994,"JauMichael_Site7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",352,1303205,"Novo Airão","AM",-61.52951714,-2.001697021,"JauMichael_Site8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"353",353,1303205,"Novo Airão","AM",-61.55984762,-2.052375778,"JauMichael_Site9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"354",354,1303205,"Novo Airão","AM",-61.56376956,-2.051191014,"JauMichael_Site10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"355",355,1303205,"Novo Airão","AM",-61.54117182,-2.026425461,"JauMichael_Site11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"356",356,1304005,"Silves","AM",-58.5230703,-2.786314734,"Areal do Seu Loiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",357,1301902,"Itacoatiara","AM",-58.57456475,-3.11215875,"Boca do Aibu (AM-IT-34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",358,1301902,"Itacoatiara","AM",-58.8092,-3.32546,"Boca do Santi?gua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",359,1301902,"Itacoatiara","AM",-58.56133227,-3.113146192,"Bom Socorro (AM-IT-35)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"360",360,1301902,"Itacoatiara","AM",-58.69663709,-3.010577461,"Caru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"361",361,1302009,"Itapiranga","AM",-58.0567842,-2.763056182,"Enseada I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",362,1302009,"Itapiranga","AM",-58.05547006,-2.76217089,"Enseada II",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"363",363,1301902,"Itacoatiara","AM",-58.6071,-3.12042,"Fonte Boa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",364,1301902,"Itacoatiara","AM",-58.57372702,-3.087091057,"Furo Grande",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
