"","X","CD_MUN","NM_MUN","SIGLA_UF","longitude","latitude","nome","th","tnh","td","tr","ti","u","as","q","pi","us","sd","ou","mi","mf","p","m","g"
"3163",3163,1712009,"Lajeado","TO",-48.3514,-9.71113,"Lajeado 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3164",3164,1712009,"Lajeado","TO",-48.3589,-9.74771,"Lajeado 6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3165",3165,1712009,"Lajeado","TO",-48.3577,-9.74391,"Lajeado 7-14 (?)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3166",3166,1712009,"Lajeado","TO",-48.3736,-9.77044,"Lajeado 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3167",3167,1712009,"Lajeado","TO",-48.3688,-9.76459,"Lajeado 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3168",3168,1713205,"Miracema do Tocantins","TO",-48.3869,-9.77999,"Mares 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3169",3169,1713205,"Miracema do Tocantins","TO",-48.3939,-9.79609,"Mares 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3170",3170,1713205,"Miracema do Tocantins","TO",-48.3737,-9.80601,"Mares 3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3171",3171,1713205,"Miracema do Tocantins","TO",-48.3668,-9.80214,"Mares 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3172",3172,1713205,"Miracema do Tocantins","TO",-48.3665,-9.80227,"Mares 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3173",3173,1713205,"Miracema do Tocantins","TO",-48.3828,-9.7797,"Mares 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3174",3174,1713205,"Miracema do Tocantins","TO",-48.4098,-9.64277,"Miracema do Tocantins 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3175",3175,1713205,"Miracema do Tocantins","TO",-48.4156,-9.6102,"Miracema do Tocantins 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3176",3176,1713205,"Miracema do Tocantins","TO",-48.4166,-9.61229,"Miracema do Tocantins 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3177",3177,1713205,"Miracema do Tocantins","TO",-48.4193,-9.62752,"Miracema do Tocantins 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3178",3178,1713205,"Miracema do Tocantins","TO",-48.3661,-9.9617,"Mirindiba 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3179",3179,1721000,"Palmas","TO",-48.3619,-9.95472,"Mirindiba 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3180",3180,1721000,"Palmas","TO",-48.3495,-9.96499,"Mirindiba 11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3181",3181,1721000,"Palmas","TO",-48.3626,-9.94056,"Mirindiba 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3182",3182,1721000,"Palmas","TO",-48.363,-9.943,"Mirindiba 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3183",3183,1712009,"Lajeado","TO",-48.3421,-9.93565,"Mirindiba 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3184",3184,1721000,"Palmas","TO",-48.3528,-9.94332,"Mirindiba 3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3185",3185,1721000,"Palmas","TO",-48.3683,-9.93249,"Mirindiba 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3186",3186,1713205,"Miracema do Tocantins","TO",-48.371,-9.93329,"Mirindiba 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3187",3187,1721000,"Palmas","TO",-48.359,-9.95819,"Mirindiba 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3188",3188,1712009,"Lajeado","TO",-48.3498,-9.90226,"Mirindiba 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3189",3189,1712009,"Lajeado","TO",-48.3428,-9.89989,"Mirindiba 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3190",3190,1712009,"Lajeado","TO",-48.3391,-9.89473,"Mirindiba 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3191",3191,1712009,"Lajeado","TO",-48.368,-9.79043,"Pil?es 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3192",3192,1712009,"Lajeado","TO",-48.3398,-9.8122,"Pil?es 10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3193",3193,1712009,"Lajeado","TO",-48.3412,-9.81294,"Pil?es 11",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3194",3194,1712009,"Lajeado","TO",-48.3286,-9.86199,"Pil?es 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3195",3195,1712009,"Lajeado","TO",-48.3318,-9.83989,"Pil?es 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3196",3196,1712009,"Lajeado","TO",-48.3342,-9.88355,"Pil?es 14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3197",3197,1712009,"Lajeado","TO",-48.3348,-9.88437,"Pil?es 15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3198",3198,1713205,"Miracema do Tocantins","TO",-48.3351,-9.88098,"Pil?es 16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3199",3199,1712009,"Lajeado","TO",-48.3352,-9.88819,"Pil?es 17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3200",3200,1712009,"Lajeado","TO",-48.338,-9.88763,"Pil?es 18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3201",3201,1712009,"Lajeado","TO",-48.3361,-9.89382,"Pil?es 19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3202",3202,1712009,"Lajeado","TO",-48.3405,-9.80455,"Pil?es 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3203",3203,1712009,"Lajeado","TO",-48.3346,-9.8156,"Pil?es 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3204",3204,1712009,"Lajeado","TO",-48.3272,-9.83408,"Pil?es 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3205",3205,1712009,"Lajeado","TO",-48.3284,-9.83769,"Pil?es 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3206",3206,1712009,"Lajeado","TO",-48.3292,-9.82925,"Pil?es 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3207",3207,1712009,"Lajeado","TO",-48.3261,-9.84662,"Pil?es 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3208",3208,1712009,"Lajeado","TO",-48.3235,-9.858,"Pil?es 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3209",3209,1713205,"Miracema do Tocantins","TO",-48.3946,-9.66128,"Serrinha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3210",3210,1713205,"Miracema do Tocantins","TO",-48.3388,-9.82778,"Surucuiu 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3211",3211,1713205,"Miracema do Tocantins","TO",-48.3376,-9.83981,"Surucuiu 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3212",3212,1713205,"Miracema do Tocantins","TO",-48.3385,-9.82826,"Surucuiu 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3213",3213,1713205,"Miracema do Tocantins","TO",-48.3377,-9.83348,"Surucuiu 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3214",3214,1718204,"Porto Nacional","TO",-48.4377,-10.6768,"Estiva 2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3215",3215,1718204,"Porto Nacional","TO",-48.4378,-10.6722,"Estiva 3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3216",3216,1500503,"Almeirim","PA",-53.56028056,0.461388889,"Ipitinga",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3217",3217,1500503,"Almeirim","PA",-53.79688455,0.05417191,"Cachoeira Tor?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3218",3218,1500503,"Almeirim","PA",-52.6241411,-1.533426677,"Jaburu do Rio Paru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3219",3219,1500503,"Almeirim","PA",-52.53413002,-0.646468357,"Monte Dourado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3220",3220,1500503,"Almeirim","PA",-53.05764816,-1.227952587,"Anana?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3221",3221,1500503,"Almeirim","PA",-53.06076959,-1.268148165,"Po?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3222",3222,1500503,"Almeirim","PA",-52.96871992,-1.30673878,"Santa Rosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3223",3223,1500503,"Almeirim","PA",-52.90477895,-1.315288113,"Santa Maria",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3224",3224,1500503,"Almeirim","PA",-52.8370176,-1.372832023,"Uxizal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"3225",3225,1500503,"Almeirim","PA",-52.78578871,-1.410633326,"Cachorro Queimado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3226",3226,1500503,"Almeirim","PA",-52.41903116,-1.242443926,"Freguesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3227",3227,1500503,"Almeirim","PA",-52.49663244,-1.447088251,"Arumanduba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3228",3228,1500503,"Almeirim","PA",-52.68256145,-1.503351335,"Itanduba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3229",3229,1500503,"Almeirim","PA",-52.73261729,-1.463449976,"Serra Grande",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3230",3230,1500503,"Almeirim","PA",-52.7220207,-1.436202144,"Marauaru",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3231",3231,1500503,"Almeirim","PA",-52.81336293,-1.399218726,"Ribeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3232",3232,1500503,"Almeirim","PA",-53.11196287,-1.126703939,"Pinar?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3233",3233,1500503,"Almeirim","PA",-53.17503247,-1.13470346,"Marapi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3234",3234,1500503,"Almeirim","PA",-53.15493772,-1.056551659,"Pedral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3235",3235,1500503,"Almeirim","PA",-53.16053329,-1.119543912,"Recreio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3236",3236,1500503,"Almeirim","PA",-53.22066027,-1.023308341,"Cachoeira Muraica",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3237",3237,1500503,"Almeirim","PA",-52.54736574,-1.454506197,"Comara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3238",3238,1505106,"Óbidos","PA",-55.51673701,-1.918274986,"Forte de Santo Ant?nio dos Pauxis de ?bidos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3239",3239,1505106,"Óbidos","PA",-55.5064001,-1.917308571,"Serra da Escama/Fortaleza Gurj?o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3240",3240,1505106,"Óbidos","PA",-55.18639034,-1.847428265,"Igarap?-A?u",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3241",3241,1505106,"Óbidos","PA",-55.17683154,-1.844289675,"Andirobal",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3242",3242,1505106,"Óbidos","PA",-55.58491226,-1.876879576,"Col?nia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3243",3243,1505106,"Óbidos","PA",-55.57557687,-1.872006059,"Arapucu",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3244",3244,1505106,"Óbidos","PA",-55.30017593,-1.975955103,"Concei??o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3245",3245,1505106,"Óbidos","PA",-55.28933889,-1.982219861,"Mat?",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"3246",3246,1505106,"Óbidos","PA",-55.27778089,-1.981620005,"Mocambo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3247",3247,1505106,"Óbidos","PA",-55.45774153,-1.728595635,"Cipoal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3248",3248,1505106,"Óbidos","PA",-55.56147471,-1.881653844,"S?o Gon?alo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3249",3249,1505106,"Óbidos","PA",-55.50072765,-2.083774062,"Jo?o Braz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3250",3250,1505106,"Óbidos","PA",-55.27379796,-1.991481836,"Campo Grande",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3251",3251,1505304,"Oriximiná","PA",-56.07651721,-1.045378767,"Acampamento Porcos",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"3252",3252,1505304,"Oriximiná","PA",-56.07953318,-0.995101377,"Cachoeira do Inferno",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"3253",3253,1505304,"Oriximiná","PA",-56.08779432,-0.953708579,"Cachoeira do Cajual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3254",3254,1505106,"Óbidos","PA",-56.16219359,-0.851232836,"Ilha do Macaco",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"3255",3255,1505106,"Óbidos","PA",-56.23100804,-0.688528282,"Cachoeira do Mel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3256",3256,1505106,"Óbidos","PA",-56.21028655,-0.679324647,"Cachoeira do S?o Nicolau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3257",3257,1505106,"Óbidos","PA",-56.20146688,-0.647669774,"Cachoeira da Casinha de Pedra",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3258",3258,1505106,"Óbidos","PA",-56.20127464,-0.611764511,"Cachoeira do Breu",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3259",3259,1505106,"Óbidos","PA",-56.20532566,-0.624158722,"Cachoeira Pirarara",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3260",3260,1505106,"Óbidos","PA",-56.11447302,-0.513499831,"Cachoeira do Armaz?n",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3261",3261,1505106,"Óbidos","PA",-56.03372091,-0.33278489,"Ponta do Tucum?",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3262",3262,1505106,"Óbidos","PA",-56.04296498,-0.036735981,"Cachoeira Cajua?u",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3263",3263,1505304,"Oriximiná","PA",-56.10400278,0.064169444,"Cachoeira Tarum?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3264",3264,1505106,"Óbidos","PA",-55.95449732,0.343054982,"Cachoeira da Paci?ncia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3265",3265,1505106,"Óbidos","PA",-55.92486609,0.347734144,"Cachoeira do Jacar?",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3266",3266,1505106,"Óbidos","PA",-55.91337565,0.351071786,"Cachoeira Zoada",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3267",3267,1505106,"Óbidos","PA",-55.90555064,0.352658635,"Cachoeira Resplendor",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3268",3268,1505304,"Oriximiná","PA",-55.91237222,0.428061111,"Banco da Cobra",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3269",3269,1505304,"Oriximiná","PA",-55.91637778,0.481011111,"G?meos",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3270",3270,1505106,"Óbidos","PA",-55.93393168,0.541205112,"Capelinha",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3271",3271,1505304,"Oriximiná","PA",-55.98371813,0.604592899,"Murapi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3272",3272,1505304,"Oriximiná","PA",-55.89431794,0.751679652,"Paru de Oeste I",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3273",3273,1505304,"Oriximiná","PA",-55.73154902,1.046988892,"Paru de Oeste II",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3274",3274,1505304,"Oriximiná","PA",-56.05340836,1.366122702,"Igarap? Campo Grande",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3275",3275,1505304,"Oriximiná","PA",-55.95086478,2.191764228,"W?ipa",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3276",3276,1505304,"Oriximiná","PA",-56.8418675,1.635853079,"Anamu (Alto Curso)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3277",3277,1505304,"Oriximiná","PA",-57.06175556,1.045827778,"Anamu (Baixo Curso)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3278",3278,1505304,"Oriximiná","PA",-58.103175,0.02475,"Cachoeira da Bateria",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3279",3279,1505304,"Oriximiná","PA",-55.92916667,2.363969444,"Pon?mpe",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3280",3280,1505304,"Oriximiná","PA",-55.870009,-1.764915,"Oriximin?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3281",3281,1505304,"Oriximiná","PA",-56.04811382,-1.059889103,"Ilha do Descanso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"3282",3282,1505304,"Oriximiná","PA",-56.49667201,-1.769417366,"Jamari",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"3283",3283,1505304,"Oriximiná","PA",-56.41335174,-1.635319805,"Papagaio",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3284",3284,1505304,"Oriximiná","PA",-57.21074461,-0.864609034,"Santidade",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3285",3285,1505304,"Oriximiná","PA",-55.85658986,-1.786118864,"S?o Jos? Oper?rio/Am?rica (PA-OR-43)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3286",3286,1505304,"Oriximiná","PA",-55.93625341,-1.640558916,"Oriximin? 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3287",3287,1505304,"Oriximiná","PA",-55.98219704,-1.673292587,"Oriximin? 4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3288",3288,1505304,"Oriximiná","PA",-55.72551778,-1.582302854,"Oriximin? 5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3289",3289,1505304,"Oriximiná","PA",-55.99075139,-1.679746708,"Oriximin? 6",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3290",3290,1505304,"Oriximiná","PA",-55.96367419,-1.683341702,"Oriximin? 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3291",3291,1505304,"Oriximiná","PA",-56.02759632,-1.701710919,"Oriximin? 8",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3292",3292,1505304,"Oriximiná","PA",-56.08272039,-1.774739831,"Oriximin? 9",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3293",3293,1505304,"Oriximiná","PA",-56.28224359,-1.783124211,"Oriximin? 10",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3294",3294,1505304,"Oriximiná","PA",-56.22901934,-1.765326376,"Oriximin? 11",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3295",3295,1505304,"Oriximiná","PA",-56.27982052,-1.81791612,"Oriximin? 12",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3296",3296,1505304,"Oriximiná","PA",-57.122084,-0.96549,"Serra do Cachorro",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3297",3297,1505304,"Oriximiná","PA",-57.15906986,-1.145800112,"Yawara",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3298",3298,1505304,"Oriximiná","PA",-57.28188084,-0.847414741,"Mukuti",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3299",3299,1505304,"Oriximiná","PA",-57.34789951,-1.073162131,"Kwanamari",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3300",3300,1505304,"Oriximiná","PA",-57.23950597,-1.124280243,"Mapium",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3301",3301,1505304,"Oriximiná","PA",-57.24391959,-1.128170169,"Ewtoto 1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3302",3302,1505304,"Oriximiná","PA",-57.4331746,-1.044128325,"Takar?",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3303",3303,1505304,"Oriximiná","PA",-57.16405722,-0.948732718,"Aldeia do Chap?u",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3304",3304,1505304,"Oriximiná","PA",-57.34532916,-0.800274026,"Inpotp?r?",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3305",3305,1505304,"Oriximiná","PA",-56.80741255,-0.608762905,"Aldeia Katxpakuru",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3306",3306,1500404,"Alenquer","PA",-54.76858499,-1.708921908,"Tanques",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3307",3307,1500404,"Alenquer","PA",-54.74925446,-1.714368539,"Cidade dos Deuses",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3308",3308,1500404,"Alenquer","PA",-54.75882618,-1.718673972,"Tanques II",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3309",3309,1500404,"Alenquer","PA",-54.48777456,-1.76538886,"Igarap? da Areia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3310",3310,1500404,"Alenquer","PA",-54.71671591,-1.75899646,"Bom Retiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3311",3311,1500404,"Alenquer","PA",-54.72573007,-1.748747063,"S?o Raimundo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3312",3312,1500404,"Alenquer","PA",-54.52669411,-1.779939554,"Fazenda S?o Domingos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3313",3313,1500404,"Alenquer","PA",-54.49437368,-1.787524158,"Senhor do Bonfim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3314",3314,1500404,"Alenquer","PA",-54.48498544,-1.788704317,"Bamburro",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3315",3315,1500404,"Alenquer","PA",-54.97975947,-1.740260199,"Quilombo Pacoval de Alenquer",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"3316",3316,1500404,"Alenquer","PA",-54.85407061,-1.641376246,"Casas de Pedra",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3317",3317,1502855,"Curuá","PA",-55.02242661,-2.000872402,"Ponta do Jauari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3318",3318,1502855,"Curuá","PA",-55.11933574,-1.894170214,"Curu? I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3319",3319,1502855,"Curuá","PA",-55.10226157,-1.729609894,"Apolin?rio",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3320",3320,1502855,"Curuá","PA",-55.09175171,-1.726036666,"A?aizal",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3321",3321,1502855,"Curuá","PA",-55.17416346,-1.921040522,"Nova Vista",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3322",3322,1503903,"Juruti","PA",-56.24619771,-2.293589694,"Uxituba 2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"3323",3323,1503903,"Juruti","PA",-56.19483779,-2.479941656,"Menina",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"3324",3324,1504802,"Monte Alegre","PA",-54.17829114,-2.01582295,"Pedra do Mirante",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3325",3325,1504802,"Monte Alegre","PA",-54.16512314,-2.057727341,"Gruta do Pil?o (Gruta da Pedra Pintada)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3326",3326,1504802,"Monte Alegre","PA",-54.16545772,-2.061523094,"Painel do Pil?o",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3327",3327,1504802,"Monte Alegre","PA",-54.20626973,-2.030727358,"Serra da Lua",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3328",3328,1504802,"Monte Alegre","PA",-54.21333551,-2.032348124,"Caverna do Diabo",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3329",3329,1504802,"Monte Alegre","PA",-54.18544541,-2.023281276,"Gruta Itatupaoca",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3330",3330,1504802,"Monte Alegre","PA",-54.20306784,-2.028083162,"Serra do Sol",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"3331",3331,1500404,"Alenquer","PA",-54.38254192,-1.639166156,"Cachoeira Jacar?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3332",3332,1500404,"Alenquer","PA",-54.36582448,-1.709357419,"Cachoeira Seca",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"3333",3333,1504802,"Monte Alegre","PA",-54.39996277,-1.742121356,"Cachoeira Muira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3334",3334,1504802,"Monte Alegre","PA",-54.16541771,-2.063827223,"Gruta 15 de Mar?o",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3335",3335,1504802,"Monte Alegre","PA",-54.16557989,-2.063538359,"Abrigo da Coruja",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3336",3336,1504802,"Monte Alegre","PA",-54.16569593,-2.063945191,"Pedra do Pil?o",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3337",3337,1504802,"Monte Alegre","PA",-54.1801986,-2.055178921,"Gruta da Baixa Fria I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
